,0
HSP90AB1,2.6245995364508072
HNRNPM,-0.042386339666599326
MS4A1,-1.1198976896888446
MAP4,-0.41194164414860346
SRRM1,0.8352319173706633
DNM1L,-1.0503777261916483
LSP1,-0.6236292836359514
SRRM2,-0.51968904800807
TPD52,-0.7736411645629317
HMGA1,2.942077137179073
EIF5B,0.2373957333962462
PABPN1,-0.4409323641812719
NUCKS1,2.8788739518990774
HDGF,0.7040807351687768
RPRD1B,0.5412737896705195
ABLIM1,-0.2796652331999212
THRAP3,1.4398249070290792
EVL,-0.6479726443259608
CDK1,-0.49204349777084033
NOLC1,-0.3376260838562999
MYH9,3.611049311641544
SUGP2,-0.8891073526319264
LSM14A,-0.36830821637795275
ARFGAP2,-0.5142168389267976
ACLY,-0.5062554221890974
BCLAF1,-0.7386070014866206
EIF3CL,1.3897864772506274
CANX,3.268538462143601
RBM39,-0.639229553202437
ACIN1,-0.339892050090592
PNN,0.02945603241707495
PPP1R2,-0.5486569408514796
CHD4,0.7016071042831378
TERF2IP,-0.6712179549610298
PPP2R5D,-1.0837982553403123
TPI1,-1.1464550411928727
ATXN2L,0.1058227631673887
ARHGEF6,-0.6967049290089147
LCP1,1.2664872700190575
AP3B1,2.8900023459832784
CLASP1,1.143201543450978
NCL,0.8012640737159948
HLA-A,-0.20502595377946164
EEF1D,-0.25812543293149837
SAFB,0.7186495999754783
PCM1,-0.4540946650964095
BOD1L1,2.308399928610015
SEPTIN2,-0.050482869854109325
SRSF6,-0.40196955827594216
PAICS,-1.0576878873806592
HDAC1,-0.011839916354791313
DAXX,-0.16246505123914723
SLTM,-0.3224707765077426
PNISR,-0.7960384148402131
PCBP2,-0.8553006936254306
TCEA1,1.0821717877060006
POU2F1,-0.4718996808106297
TPD52L2,-0.11165490755328555
RANBP3,0.1794618267659871
CSNK2B,0.5626023894303724
SON,-0.7100859975458764
DENND4A,-0.48109339494706127
LMO7,-0.31566872472870955
LARP4,0.031019453378142714
TP53BP1,-0.7831983266904583
CHAMP1,0.08991906305860553
LRWD1,-0.6651998332984377
TJP2,-0.7097973805214775
RCC1,-0.3495106339454761
ABCF1,0.483095557960608
EIF4G1,-0.437942118194087
U2SURP,-1.1577566523671194
SRPK1,2.9447518529000005
UBE2J1,-0.6949510715782417
THUMPD1,2.4348469984656695
REPS1,2.1752653193635716
CARHSP1,-0.22049344507840551
CAD,0.08971191179457705
CLASP2,1.322420863827956
SLC38A1,2.4213576143119635
TCOF1,3.702256277069015
PRKRA,0.8980295800744091
CXCR4,-0.009379178778154085
CD74,-0.5819733713791777
SF3A1,2.609276574798187
EPB41L2,-0.6110076535902067
IQSEC1,-0.43924333201353427
SKIV2L,-0.16262878846836948
PLIN3,-0.7362117308497815
KLC1,0.4168411701653003
SLC16A1,0.9709834239499031
DDX21,3.0290782010724664
RPLP0,-0.03242137508381937
NRDC,0.10144593516047351
RPS6,0.14119541232682664
PCBP1,-0.492395484609764
ZC3H14,-0.44140806279962774
ACAP2,-0.8535525088385505
SNAPIN,-0.5012449758099553
RBM12,-0.13169565020713137
MFAP1,-0.07402268889912733
PCF11,1.0151790151389548
RCSD1,1.1927799170469893
SMARCC1,1.527110718770583
HSP90AA1,3.201827879833952
PKN1,1.345379658547058
FASN,-0.4669955092894984
PSMA3,4.389080400523907
PRPF4B,2.116335655858432
EIF4B,0.7531311447162263
ZMYND8,3.207119876291034
RSL1D1,-0.12917907301638998
PPIG,2.5215116815664
UBE2T,0.12455780279669426
TOP2A,2.083490762988566
HTT,0.6540041048372007
GMPS,1.0990716263139557
RBM17,-0.32649759689579305
BCL6,-0.49436257890614854
C9ORF78,2.522337263589021
RBM10,1.0404328580691846
ARHGAP15,-0.2455545685322793
ATRX,2.9615739467235978
LAMTOR1,-0.9458494906990644
HNRNPH1,0.5091364636759224
SRRT,0.43031880522248933
ARHGAP25,-0.21172427714940767
SF1,-0.09555727192845609
SET,0.9225338912108825
CUL4A,-1.0806263684011288
ARID1B,-1.0162659862572898
MED1,-0.831714591427879
PPP1R12A,-0.6821287664999343
CCNK,3.2978694308213514
RALY,-0.6506815414147855
GPATCH8,-0.0529843250770341
NUP153,-0.45529337675610293
HDGFL2,-0.07118738133300972
TTC7A,-0.3499686129678068
NPM1,-0.3551019264368467
PTPN7,-0.4218018111104982
CLASRP,-0.12464042003087172
PPHLN1,-0.3155322767826405
KLC2,-0.5427839326651913
LRIF1,0.4712849854680172
JCHAIN,-0.8488498546803722
ZNF385B,-0.4871397074421271
SPN,0.8570259031036809
CDK17,-0.6148417659747363
U2AF2,-0.27060887473024486
SPAG9,0.2980872331455391
MTFR1L,-0.5823425949539729
LEO1,4.245468383504744
CCAR2,-0.12567681290668276
HCLS1,-0.4467940650543021
ANKRD17,0.49780403696489195
LARP4B,1.0102224571848435
RBM25,0.39569315598606636
PSMD2,0.20674684789768527
YEATS2,-0.3384543600267147
PRCC,0.9512870777829967
RPS3,0.20943782126003185
ZC3H18,-0.26627372282942474
RASAL3,-0.11464386643987723
SH3KBP1,0.30949836842419565
SPECC1L,-0.3110713111344179
NSFL1C,-0.6914027051624547
TBC1D4,-0.6032669017008665
PRRC2C,1.1435678642404383
SRSF11,2.889295804985341
SUV39H1,-1.0339943305987784
PGM2,-0.24043555444879594
PARN,-0.18933603189869253
POLR2A,-0.637679093864211
SCRIB,0.633767982114481
MEPCE,-0.5463598822791145
GRK2,-0.7859660052843758
DKC1,0.17236159445833898
CDYL,-1.296521820602381
RBM15,-0.5205674933385485
PGRMC2,0.4119585225572653
PHACTR4,-0.5368081585923701
