"","Node Modulation
Score","Importance
Score","Phosphoproteomics
log2 FC","Proteomics
log2 FC","Transcriptomics
log2 FC","Evidence
Score","Phosphoproteomics
SD","Proteomics
SD","Transcriptomics
SD"
"827",88.4410078079781,0.0623290546204222,1.20923855781735,0.183979828399266,0.0686068974913496,3,0.593155620106069,0.251569745454694,0.0377045154208535
"828",64.7694528716005,0.0623290546204222,0.831371523066373,0.262311050906647,0.051866309807064,3,0.593155620106069,0.251569745454694,0.0377045154208535
"910",7.6415499325527,0.060412431949852,0.0862787688485653,0.0926714003838294,0.0219154900158962,3,0.722942538004308,0.0559278799970494,0.0337207832692469
"911",115.994072774459,0.060412431949852,1.43165842739563,0.0223413767165503,0.0131433011534057,3,0.722942538004308,0.0559278799970494,0.0337207832692469
"912",109.398096106512,0.060412431949852,1.34537965854707,0.070330023667279,0.0350587911693019,3,0.722942538004308,0.0559278799970494,0.0337207832692469
"913",56.2581393318784,0.0614854509322449,0.765163953822334,0.22593216759806,0.120215133870838,3,0.466275556075283,0.562551824137269,0.0844960744885046
"914",68.2960441981197,0.0614854509322449,0.869177668974967,0.336795478616253,0.0592184480960638,3,0.466275556075283,0.562551824137269,0.0844960744885046
"915",42.1584587863012,0.0614854509322449,0.104013715152632,0.562727646214313,0.0609966857747741,3,0.466275556075283,0.562551824137269,0.0844960744885046
"928",24.9180818486624,0.0747687300694382,0.496104090187201,0.0694414299243533,0.0126437326614699,3,0.352613629798582,0.0599685943925889,0.0669814295170523
"929",25.2192105020757,0.0747687300694382,0.489515069436445,0.0548023910809503,0.092902419416399,3,0.352613629798582,0.0599685943925889,0.0669814295170523
"930",1.18772858600476,0.0747687300694382,0.00658902075075574,0.014639038843403,0.0802586867549291,3,0.352613629798582,0.0599685943925889,0.0669814295170523
"934",205.196229028455,0.253799457516998,0.0711636061876675,0.325862921430495,0.861829937645264,3,0.336265611708349,0.175250276887781,0.412495063788702
"935",278.381458105053,0.253799457516998,0.694792889823601,0.240742115840488,0.767060063599404,3,0.336265611708349,0.175250276887781,0.412495063788702
"936",123.959984439385,0.253799457516998,0.623629283635934,0.085120805590007,0.09476987404586,3,0.336265611708349,0.175250276887781,0.412495063788702
"991",8.03297950043661,0.574262891559797,0,0.00590123680981947,0.125584942312905,2,0,0.191730025891982,0.0812023327628081
"992",28.8608264303766,0.574262891559797,0,0.210245392145122,0.00484261413105269,2,0,0.191730025891982,0.0812023327628081
"993",34.7316669470294,0.574262891559797,0,0.204344155335303,0.120742328181852,2,0,0.191730025891982,0.0812023327628081
"1006",0.632446543718531,0.33450755256508,0,0.000330078694326552,0.0286484939550276,2,0,0.352490940849691,0.0493890890170765
"1007",61.1305977176826,0.33450755256508,0,0.41052635469166,0.0668553438821746,2,0,0.352490940849691,0.0493890890170765
"1008",60.5942607613592,0.33450755256508,0,0.410856433385987,0.0382068499271471,2,0,0.352490940849691,0.0493890890170765
"1021",5.64045523634638,0.0844730539673554,0.0330493766206104,0.119654453918518,0.00362768139935099,3,0.323711967835533,0.210585649945725,0.0432344238326032
"1022",25.7627704433851,0.0844730539673554,0.417557651027535,0.138294382460247,0.00878987077594751,3,0.323711967835533,0.210585649945725,0.0432344238326032
"1023",31.3541503076666,0.0844730539673554,0.450607027648145,0.257948836378764,0.00516218937659652,3,0.323711967835533,0.210585649945725,0.0432344238326032
"1036",2.10979671084049,0.124718426510773,0.0190498448655161,0,0.061713533488613,2,0.563986219813525,0,0.04791347379046
"1037",24.4026389548285,0.124718426510773,0.276566297195943,0,0.0519300428514029,2,0.563986219813525,0,0.04791347379046
"1038",22.4372124073898,0.124718426510773,0.257516452330427,0,0.00978349063721007,2,0.563986219813525,0,0.04791347379046
"1042",13.1002670618364,0.0734626022971078,0.150892217468417,0.0124373891919927,0.183113605059336,3,0.492623119954478,0.354732307414842,0.0957861824578776
"1043",82.1856626207949,0.0734626022971078,0.945838190028454,0.385834905085289,0.0129507885518789,3,0.492623119954478,0.354732307414842,0.0957861824578776
"1044",73.5206693085512,0.0734626022971078,0.794945972560036,0.373397515893297,0.170162816507457,3,0.492623119954478,0.354732307414842,0.0957861824578776
"1045",12.1414991390324,0.133148690705916,0.11404866220999,0,0.0725329024005079,2,0.602419643152262,0,0.0709770941417942
"1046",118.155924088287,0.133148690705916,1.18696071725201,0,0.0515778736242103,2,0.602419643152262,0,0.0709770941417942
"1047",107.707146423098,0.133148690705916,1.07291205504202,0,0.124110776024718,2,0.602419643152262,0,0.0709770941417942
"1084",293.848626965392,0.0627656082559711,1.87253369079765,0.0743359563191497,0.276972777430563,3,1.32607798549342,0.117460531503212,0.129825019677641
"1085",278.077722670615,0.0627656082559711,1.79081223452819,0.0244687454318306,0.111813488632251,3,1.32607798549342,0.117460531503212,0.129825019677641
"1086",16.4391127975758,0.0627656082559711,0.081721456269463,0.0988047017509803,0.165159288798312,3,1.32607798549342,0.117460531503212,0.129825019677641
"1099",29.4072250943263,0.172227811117763,0,0.331329452652249,0.114551786170396,2,0,0.389959242312613,0.0792943922371483
"1100",40.1639939692949,0.172227811117763,0,0.482416153763833,0.00945419394761959,2,0,0.389959242312613,0.0792943922371483
"1101",14.6199311783469,0.172227811117763,0,0.151086701111583,0.124005980118016,2,0,0.389959242312613,0.0792943922371483
"1102",27.7471607921615,0.0618580841876631,0,0.251679152491057,0.0771541619448772,2,0,1.42456949884505,0.0616728985999166
"1103",140.051265974119,0.0618580841876631,0,1.28577614872458,0.0325855701230058,2,0,1.42456949884505,0.0616728985999166
"1104",167.79842676628,0.0618580841876631,0,1.53745530121563,0.109739732067883,2,0,1.42456949884505,0.0616728985999166
"1108",100.335231408518,0.193370197986383,0.559587453067833,0.0367529874013961,0.250057124225563,3,0.410427980290872,0.301981333577067,0.157530818798775
"1109",66.4643511444707,0.193370197986383,0.211752397716086,0.316048988167737,0.0205349900475298,3,0.410427980290872,0.301981333577067,0.157530818798775
"1110",156.532862613304,0.193370197986383,0.771339850783919,0.279296000766341,0.229522134178033,3,0.410427980290872,0.301981333577067,0.157530818798775
"1111",2835.87054750364,0.0629785374258306,7.43937938318449,0.0278022362803014,0.00678727603398332,3,3.26766035473496,0.0925130121752473,0.145755099457601
"1112",1836.94551771069,0.0629785374258306,4.8057023714909,0.109498351604969,0.241870526987319,3,3.26766035473496,0.0925130121752473,0.145755099457601
"1113",1008.91220839769,0.0629785374258306,2.63367701169358,0.081696115324668,0.248657803021302,3,3.26766035473496,0.0925130121752473,0.145755099457601
"1123",9.48396069598994,0.0616492806794138,0.153153219642732,0.0561433097987667,0.0571276537098804,3,0.503167372595915,0.0691152119489324,0.0371180388267724
"1124",52.0959070906514,0.0616492806794138,0.897224506548902,0.0688682485877994,0.00142764625746938,3,0.503167372595915,0.0691152119489324,0.0371180388267724
"1125",60.6816596239293,0.0616492806794138,1.05037772619163,0.0127249387890327,0.055700007452411,3,0.503167372595915,0.0691152119489324,0.0371180388267724
"1159",71.1167942759688,0.122981221687858,0.677934825209746,0.0367965469219529,0.000393656126105313,3,0.456581232827949,0.0730016592147761,0.0330596431200464
"1160",28.448730385845,0.122981221687858,0.26751487598705,0.0207771711144442,0.0375809613398523,3,0.456581232827949,0.0730016592147761,0.0330596431200464
"1161",99.5655246618137,0.122981221687858,0.945449701196797,0.0575737180363971,0.0379746174659576,3,0.456581232827949,0.0730016592147761,0.0330596431200464
"1162",13.4115677462842,0.0620882105794236,0.169896187623067,0,0.231008720906376,2,0.821705829508589,0,0.152988749712975
"1163",100.055139978945,0.0620882105794236,1.55229382186337,0,0.193704630774017,2,0.821705829508589,0,0.152988749712975
"1164",87.518597155433,0.0620882105794236,1.3823976342403,0,0.0373040901323591,2,0.821705829508589,0,0.152988749712975
"1186",3711.47412493968,0.259697187167455,4.71138130484985,0,0.0138077391016933,2,2.45631602543863,0,0.157025723018086
"1187",3993.16840480047,0.259697187167455,5.05796240058813,0,0.186994296240347,2,2.45631602543863,0,0.157025723018086
"1188",283.084731704411,0.259697187167455,0.346581095738287,0,0.20080203534204,2,2.45631602543863,0,0.157025723018086
"1192",347.714804771209,0.253375294148739,1.13327296774833,0,0.0327508526752656,2,0.977683921179737,0,0.106152375021517
"1193",592.202316199186,0.253375294148739,1.91765457793922,0,0.170470651971554,2,0.977683921179737,0,0.106152375021517
"1194",246.662775190523,0.253375294148739,0.784381610190882,0,0.20322150464682,2,0.977683921179737,0,0.106152375021517
"1195",5.85686727675769,0.0615718711514133,0.0619972882199393,0.0245598433103806,0.104278625770852,3,0.573359101439251,0.152059338889797,0.115832988984356
"1196",38.0023607809629,0.0615718711514133,0.493154111891204,0.263417335513886,0.0901441330664836,3,0.573359101439251,0.152059338889797,0.115832988984356
"1197",34.9003342994298,0.0615718711514133,0.431156823671264,0.238857492203505,0.194422758837336,3,0.573359101439251,0.152059338889797,0.115832988984356
"1201",16700.4141449955,0.232786833153804,8.62411856991386,0.0573263092922005,0.0587658489413965,3,4.49020391541082,0.150021809993348,0.0531325902846794
"1202",17882.6542191379,0.232786833153804,9.23275385356422,0.130241204256755,0.02698191563438,3,4.49020391541082,0.150021809993348,0.0531325902846794
"1203",1192.34814206565,0.232786833153804,0.608635283650365,0.187567513548956,0.0857477645757765,3,4.49020391541082,0.150021809993348,0.0531325902846794
"1204",11.6671646289637,0.106809136797304,0.141916083560366,0.00143252924293336,0.00745548815145547,3,0.412134884022343,0.117026849460076,0.0433484111453192
"1205",71.4598039342869,0.106809136797304,0.8386210125693,0.107366388118598,0.0703854171210985,3,0.412134884022343,0.117026849460076,0.0433484111453192
"1206",59.8589653358042,0.106809136797304,0.696704929008934,0.108798917361531,0.062929928969643,3,0.412134884022343,0.117026849460076,0.0433484111453192
"1207",3224.2035079482,0.0625029262311897,7.29555093824408,0.0128024993990241,0.171952599879623,3,3.81385195740146,0.0428602287880154,0.162164022241319
"1208",3486.1150824246,0.0625029262311897,7.89021711375093,0.0152374329401006,0.137879610895583,3,3.81385195740146,0.0428602287880154,0.162164022241319
"1209",268.367376390725,0.0625029262311897,0.59466617550685,0.00243493354107649,0.309832210775205,3,3.81385195740146,0.0428602287880154,0.162164022241319
"1225",16.1159038534874,0.0618364250311444,0.171882300809644,0.26609265428772,0.0293067561604596,3,0.366562815860198,0.285575818997413,0.0588267972516994
"1226",17.9266630424687,0.0618364250311444,0.382577953779457,0.0482333109944229,0.0427901135841156,3,0.366562815860198,0.285575818997413,0.0588267972516994
"1227",34.042566895956,0.0618364250311444,0.554460254589101,0.314325965282143,0.0720968697445752,3,0.366562815860198,0.285575818997413,0.0588267972516994
"1243",5.33826355473187,0.107384744180915,0.0473222832762357,0.0116320141721662,0.096412764628484,3,0.433519852449059,0.0734371911723788,0.0567534845762765
"1244",55.1745756458564,0.107384744180915,0.6348064832237,0.0195810484947927,0.0137810111294741,3,0.433519852449059,0.0734371911723788,0.0567534845762765
"1245",59.8619553716484,0.107384744180915,0.682128766499936,0.0079490343226265,0.08263175349901,3,0.433519852449059,0.0734371911723788,0.0567534845762765
"1246",2829.01176489806,0.0712713378805422,8.00306869471299,0,0.0300877776399604,2,4.01661345123224,0,0.0932949911087153
"1247",2828.01198568428,0.0712713378805422,7.99883144026478,0,0.0907365037964265,2,4.01661345123224,0,0.0932949911087153
"1248",1.99562079182684,0.0712713378805422,0.00423725444820366,0,0.0606487261564661,2,4.01661345123224,0,0.0932949911087153
"1249",17.0478050581602,0.0630478164685991,0.0972791974413205,0.0749804510557199,0.124231036784832,3,0.481574636006628,1.13076689234421,0.115620751794419
"1250",169.584194800327,0.0630478164685991,0.431059723362344,1.08834558624832,0.121564747977052,3,0.481574636006628,1.13076689234421,0.115620751794419
"1251",163.548961258593,0.0630478164685991,0.528338920803664,1.0133651351926,0.00266628880777997,3,0.481574636006628,1.13076689234421,0.115620751794419
"1255",128.318485870864,0.0834654261545482,0.471940708381666,0.0441394215002244,0.0422732094338798,3,1.74670484377568,0.0797605396548598,0.0527494316247987
"1256",790.375992594694,0.0834654261545482,2.92639715884506,0.0022910582445963,0.0228098356821249,3,1.74670484377568,0.0797605396548598,0.0527494316247987
"1257",918.694478465558,0.0834654261545482,3.39833786722672,0.0464304797448207,0.0650830451160047,3,1.74670484377568,0.0797605396548598,0.0527494316247987
"1258",47.4392116867351,0.0621398100202253,0.853160510990761,0.0476457681014022,0.060705125462241,3,0.473699020848873,0.0585267637143607,0.0868618156519719
"1259",34.383956608249,0.0621398100202253,0.626525616219821,0.0121409527696663,0.0146162380125654,3,0.473699020848873,0.0585267637143607,0.0868618156519719
"1260",13.5110375252897,0.0621398100202253,0.22663489477094,0.0597867208710685,0.0753213634748064,3,0.473699020848873,0.0585267637143607,0.0868618156519719
"1261",130.633632063766,0.0613892713447213,0.826781671677675,0.00449451622713326,0.00601232607097835,3,1.38905791100866,0.0573072972284434,0.0428292429429052
"1262",464.043359818142,0.0613892713447213,2.93498106878579,0.0259432024916357,0.0713922529633031,3,1.38905791100866,0.0573072972284434,0.0428292429429052
"1263",333.526852044206,0.0613892713447213,2.10819939710812,0.030437718718769,0.0774045790342814,3,1.38905791100866,0.0573072972284434,0.0428292429429052
"1267",57.021887187121,0.211447955617203,0.368205457012271,0.138193206581287,0.0324426373286428,3,0.340061376883525,0.117907135186136,0.126386997161771
"1268",72.6370457270997,0.211447955617203,0.50220184588084,0.0286031870408419,0.0896330780107775,3,0.340061376883525,0.117907135186136,0.126386997161771
"1269",25.7356400011441,0.211447955617203,0.133996388868569,0.109590019540446,0.0571904406821346,3,0.340061376883525,0.117907135186136,0.126386997161771
