,Pathway,P-value,Contrast,-log10Pvalue
279,hsa04973,0.6331938587075429,"1% O2, CyA+ vs 1% O2, CyA-",0.1984633059738636
280,hsa00515,0.7637291219734894,"1% O2, CyA+ vs 1% O2, CyA-",0.11706064887461412
281,hsa04659,0.4892637186274203,"1% O2, CyA+ vs 1% O2, CyA-",0.3104569881724466
282,hsa00270,0.4782137368998297,"1% O2, CyA+ vs 1% O2, CyA-",0.32037795274113967
283,hsa04915,0.09679082880098117,"1% O2, CyA+ vs 1% O2, CyA-",1.0141657913467772
284,hsa04216,0.5347807183156396,"1% O2, CyA+ vs 1% O2, CyA-",0.2718242597497691
285,hsa04512,0.802738577421668,"1% O2, CyA+ vs 1% O2, CyA-",0.09542586551609478
286,hsa04510,0.6424778465903871,"1% O2, CyA+ vs 1% O2, CyA-",0.19214184273506776
287,hsa04668,0.40110973926593674,"1% O2, CyA+ vs 1% O2, CyA-",0.39673679287224667
288,hsa05226,0.28316645192261936,"1% O2, CyA+ vs 1% O2, CyA-",0.5479582008690069
289,hsa00770,0.61270013265978,"1% O2, CyA+ vs 1% O2, CyA-",0.2127520256360497
290,hsa05131,0.3922065560488742,"1% O2, CyA+ vs 1% O2, CyA-",0.40648515102506305
291,hsa01522,0.3818432929388585,"1% O2, CyA+ vs 1% O2, CyA-",0.41811483335842414
292,hsa04062,0.160453687539922,"1% O2, CyA+ vs 1% O2, CyA-",0.794650297516204
293,hsa04911,0.4175101029009856,"1% O2, CyA+ vs 1% O2, CyA-",0.37933301100418054
294,hsa00040,0.7139910739840765,"1% O2, CyA+ vs 1% O2, CyA-",0.14630721755672782
295,hsa04930,0.5776149522355118,"1% O2, CyA+ vs 1% O2, CyA-",0.2383615730746257
296,hsa05202,0.2405129203883432,"1% O2, CyA+ vs 1% O2, CyA-",0.6188615883020407
297,hsa05145,0.6724088569352711,"1% O2, CyA+ vs 1% O2, CyA-",0.17236657469005975
298,hsa04380,0.49701913580985646,"1% O2, CyA+ vs 1% O2, CyA-",0.30362689010642246
299,hsa04010,0.11450073518513582,"1% O2, CyA+ vs 1% O2, CyA-",0.9411917248016248
300,hsa05142,0.7034781527047438,"1% O2, CyA+ vs 1% O2, CyA-",0.15274938551723183
301,hsa00020,0.6232545941839669,"1% O2, CyA+ vs 1% O2, CyA-",0.20533451150627166
302,hsa04744,0.6802765298935586,"1% O2, CyA+ vs 1% O2, CyA-",0.16731451230203379
303,hsa04921,0.16294468642946686,"1% O2, CyA+ vs 1% O2, CyA-",0.7879597971625514
0,hsa05225,0.10008522832297423,"1% O2, CyA- vs 19% O2, CyA-",0.999630015739608
1,hsa04962,0.6521967495632544,"1% O2, CyA- vs 19% O2, CyA-",0.1856213699738829
2,hsa03250,0.0624836288548663,"1% O2, CyA- vs 19% O2, CyA-",1.2042337559252692
3,hsa04912,0.5453704390604058,"1% O2, CyA- vs 19% O2, CyA-",0.263308405999954
4,hsa05218,0.005053255642448759,"1% O2, CyA- vs 19% O2, CyA-",2.296428730398925
5,hsa00100,0.15091473153662416,"1% O2, CyA- vs 19% O2, CyA-",0.8212683645133835
6,hsa00830,0.6733099336853674,"1% O2, CyA- vs 19% O2, CyA-",0.17178497811646645
7,hsa00785,0.6063883939020772,"1% O2, CyA- vs 19% O2, CyA-",0.21724911956683482
8,hsa04964,0.5728659024016817,"1% O2, CyA- vs 19% O2, CyA-",0.24194702665856166
9,hsa04625,0.530323048751466,"1% O2, CyA- vs 19% O2, CyA-",0.27545949728639946
10,hsa05221,0.6354641832395496,"1% O2, CyA- vs 19% O2, CyA-",0.19690892262339554
11,hsa04145,0.4138565350832818,"1% O2, CyA- vs 19% O2, CyA-",0.38315018259827394
12,hsa05217,0.09829729947256616,"1% O2, CyA- vs 19% O2, CyA-",1.0074584134015687
13,hsa05223,0.681786012072706,"1% O2, CyA- vs 19% O2, CyA-",0.1663519132595984
14,hsa05330,0.6536592791233081,"1% O2, CyA- vs 19% O2, CyA-",0.18464856934475793
15,hsa04022,0.2746410356664455,"1% O2, CyA- vs 19% O2, CyA-",0.5612345718624756
16,hsa00140,0.7011446142676384,"1% O2, CyA- vs 19% O2, CyA-",0.15419239758103384
17,hsa04066,0.1707130092157942,"1% O2, CyA- vs 19% O2, CyA-",0.7677333821345069
18,hsa04724,0.5807489767852135,"1% O2, CyA- vs 19% O2, CyA-",0.23601154670538863
19,hsa05012,0.6836971188400056,"1% O2, CyA- vs 19% O2, CyA-",0.16513625025137857
20,hsa05146,0.7250329613422652,"1% O2, CyA- vs 19% O2, CyA-",0.13964224914808854
21,hsa05410,0.6883670510917336,"1% O2, CyA- vs 19% O2, CyA-",0.16217992549076507
22,hsa00510,0.7276629898842094,"1% O2, CyA- vs 19% O2, CyA-",0.13806971343613006
23,hsa04114,0.006939402545401971,"1% O2, CyA- vs 19% O2, CyA-",2.158677918940607
24,hsa04310,0.06826043607704795,"1% O2, CyA- vs 19% O2, CyA-",1.1658309415884278
25,hsa03015,0.1878696448664896,"1% O2, CyA- vs 19% O2, CyA-",0.7261433855831041
26,hsa03440,0.5873490159910741,"1% O2, CyA- vs 19% O2, CyA-",0.23110375450153972
27,hsa05152,0.5993418613024885,"1% O2, CyA- vs 19% O2, CyA-",0.2223253877502672
28,hsa04110,0.6820423577048811,"1% O2, CyA- vs 19% O2, CyA-",0.1661886529883036
29,hsa00604,0.672816748628162,"1% O2, CyA- vs 19% O2, CyA-",0.1721032060534044
30,hsa05416,0.5519815504300335,"1% O2, CyA- vs 19% O2, CyA-",0.2580754379960459
31,hsa04664,0.27202754465517337,"1% O2, CyA- vs 19% O2, CyA-",0.5653871184434296
32,hsa04929,0.5737592846927416,"1% O2, CyA- vs 19% O2, CyA-",0.24127027355368366
33,hsa04136,0.004594268751289597,"1% O2, CyA- vs 19% O2, CyA-",2.33778360344047
34,hsa04660,0.10085152810902032,"1% O2, CyA- vs 19% O2, CyA-",0.9963175169426642
35,hsa00310,0.49547060747365346,"1% O2, CyA- vs 19% O2, CyA-",0.30498210382375096
36,hsa04070,0.45024913730176586,"1% O2, CyA- vs 19% O2, CyA-",0.34654711063600613
37,hsa04726,0.6873236857657162,"1% O2, CyA- vs 19% O2, CyA-",0.16283868967146428
38,hsa05332,0.6568460005544106,"1% O2, CyA- vs 19% O2, CyA-",0.18253644010392978
39,hsa04916,0.046171366441814056,"1% O2, CyA- vs 19% O2, CyA-",1.3356272723113627
40,hsa05169,0.7136965922850367,"1% O2, CyA- vs 19% O2, CyA-",0.14648637688092708
41,hsa00900,0.6391067955976157,"1% O2, CyA- vs 19% O2, CyA-",0.19442656459061616
42,hsa00591,0.611543509701434,"1% O2, CyA- vs 19% O2, CyA-",0.21357263862601936
43,hsa04024,0.606593128109846,"1% O2, CyA- vs 19% O2, CyA-",0.21710251397405103
44,hsa04068,0.22939228964094788,"1% O2, CyA- vs 19% O2, CyA-",0.6394211837436674
45,hsa00520,0.6961268794122921,"1% O2, CyA- vs 19% O2, CyA-",0.15731159658678015
46,hsa00860,0.6989094328376324,"1% O2, CyA- vs 19% O2, CyA-",0.15557909802712386
47,hsa04922,0.23521736934733428,"1% O2, CyA- vs 19% O2, CyA-",0.6285306114514367
48,hsa04926,0.7517575152633338,"1% O2, CyA- vs 19% O2, CyA-",0.12392222159647487
49,hsa04370,0.4618719411379163,"1% O2, CyA- vs 19% O2, CyA-",0.33547842047505916
50,hsa05213,0.5330356515260856,"1% O2, CyA- vs 19% O2, CyA-",0.27324374267465085
51,hsa04520,0.24475888619339947,"1% O2, CyA- vs 19% O2, CyA-",0.6112615317834503
52,hsa05110,0.6966358815404733,"1% O2, CyA- vs 19% O2, CyA-",0.15699416014809117
53,hsa00430,0.6095163029092746,"1% O2, CyA- vs 19% O2, CyA-",0.2150146736898205
54,hsa05220,0.6571672864197813,"1% O2, CyA- vs 19% O2, CyA-",0.18232406374121288
55,hsa05235,0.6088480576482638,"1% O2, CyA- vs 19% O2, CyA-",0.21549107511440546
56,hsa05207,0.449221312260063,"1% O2, CyA- vs 19% O2, CyA-",0.3475396478304843
57,hsa05418,0.7063812220224047,"1% O2, CyA- vs 19% O2, CyA-",0.1509608542782311
58,hsa00920,0.6241955706387671,"1% O2, CyA- vs 19% O2, CyA-",0.20467931746172585
59,hsa04931,0.41521631578968554,"1% O2, CyA- vs 19% O2, CyA-",0.38172558936429923
60,hsa00500,0.6484091592880362,"1% O2, CyA- vs 19% O2, CyA-",0.1881508590299428
61,hsa05216,0.6949268352254415,"1% O2, CyA- vs 19% O2, CyA-",0.15806091732428404
62,hsa00740,0.627487922944902,"1% O2, CyA- vs 19% O2, CyA-",0.20239462849052708
63,hsa00062,0.6016704877987721,"1% O2, CyA- vs 19% O2, CyA-",0.22064129032066987
64,hsa04390,0.5413414962724904,"1% O2, CyA- vs 19% O2, CyA-",0.26652868099793575
65,hsa04064,0.5116749656343645,"1% O2, CyA- vs 19% O2, CyA-",0.29100583093255245
66,hsa04975,0.6658807296186091,"1% O2, CyA- vs 19% O2, CyA-",0.17660355327294497
67,hsa04932,0.5973180594928491,"1% O2, CyA- vs 19% O2, CyA-",0.22379435446517773
68,hsa05222,0.6295652867878235,"1% O2, CyA- vs 19% O2, CyA-",0.2009592262845004
69,hsa05320,0.6418789648236718,"1% O2, CyA- vs 19% O2, CyA-",0.19254685645576539
70,hsa04115,0.6451663098652693,"1% O2, CyA- vs 19% O2, CyA-",0.1903283192459143
71,hsa04710,0.022014206019484783,"1% O2, CyA- vs 19% O2, CyA-",1.6572969735056007
72,hsa05206,0.4894891057564454,"1% O2, CyA- vs 19% O2, CyA-",0.3102569695656661
73,hsa05032,0.7047636136576358,"1% O2, CyA- vs 19% O2, CyA-",0.1519565262697177
74,hsa00620,0.6996085450893372,"1% O2, CyA- vs 19% O2, CyA-",0.15514489464435785
75,hsa05132,0.422420443556782,"1% O2, CyA- vs 19% O2, CyA-",0.37425507175015826
76,hsa00053,0.6104835271310414,"1% O2, CyA- vs 19% O2, CyA-",0.21432605026555132
77,hsa04658,0.46624625180413043,"1% O2, CyA- vs 19% O2, CyA-",0.33138464650191835
78,hsa05014,,"1% O2, CyA- vs 19% O2, CyA-",
79,hsa04933,0.7284190067260681,"1% O2, CyA- vs 19% O2, CyA-",0.137618730630335
80,hsa00531,0.6506503303486603,"1% O2, CyA- vs 19% O2, CyA-",0.1866523453774587
81,hsa04714,0.5139637952701697,"1% O2, CyA- vs 19% O2, CyA-",0.2890674725770403
82,hsa00592,0.6703643579544027,"1% O2, CyA- vs 19% O2, CyA-",0.17368908440644668
83,hsa05170,0.6790897122820152,"1% O2, CyA- vs 19% O2, CyA-",0.16807284873071404
84,hsa05160,0.8150019167944345,"1% O2, CyA- vs 19% O2, CyA-",0.08884136984619896
85,hsa04392,0.651670107527665,"1% O2, CyA- vs 19% O2, CyA-",0.1859721998783148
86,hsa04666,0.6041859416749418,"1% O2, CyA- vs 19% O2, CyA-",0.21882938420015727
87,hsa04920,0.6601983514605515,"1% O2, CyA- vs 19% O2, CyA-",0.18032556445357087
88,hsa04940,0.6582041973882395,"1% O2, CyA- vs 19% O2, CyA-",0.1816393525236591
89,hsa04672,0.701697787853326,"1% O2, CyA- vs 19% O2, CyA-",0.1538498926098592
90,hsa00780,0.5950769860601008,"1% O2, CyA- vs 19% O2, CyA-",0.22542684526599358
91,hsa00590,0.665134692492556,"1% O2, CyA- vs 19% O2, CyA-",0.17709039938409746
92,hsa05161,0.6139014973861121,"1% O2, CyA- vs 19% O2, CyA-",0.21190130731732004
93,hsa04540,0.6950806078785112,"1% O2, CyA- vs 19% O2, CyA-",0.15796482774534035
94,hsa04913,0.3363361372008993,"1% O2, CyA- vs 19% O2, CyA-",0.4732264679699586
95,hsa05212,0.6908343719274107,"1% O2, CyA- vs 19% O2, CyA-",0.1606260625825078
96,hsa05211,0.5154467949221916,"1% O2, CyA- vs 19% O2, CyA-",0.2878161564992047
97,hsa04371,0.5787816627150562,"1% O2, CyA- vs 19% O2, CyA-",0.23748523689615728
98,hsa05164,0.7479078216927596,"1% O2, CyA- vs 19% O2, CyA-",0.12615192485887203
99,hsa04146,0.8017256715596092,"1% O2, CyA- vs 19% O2, CyA-",0.09597420990619125
100,hsa04122,0.5269216476651628,"1% O2, CyA- vs 19% O2, CyA-",0.27825395882253867
101,hsa05167,0.6916118782219225,"1% O2, CyA- vs 19% O2, CyA-",0.16013755645951408
102,hsa00562,0.6130380825288544,"1% O2, CyA- vs 19% O2, CyA-",0.2125125458430576
103,hsa04935,0.5210332154701145,"1% O2, CyA- vs 19% O2, CyA-",0.2831345898759573
104,hsa00240,0.7317159794815422,"1% O2, CyA- vs 19% O2, CyA-",0.13565746058109385
105,hsa05200,0.6100535526443642,"1% O2, CyA- vs 19% O2, CyA-",0.21463203942023112
106,hsa00480,0.7140036953477394,"1% O2, CyA- vs 19% O2, CyA-",0.1462995405137711
107,hsa04150,7.718232220950828e-05,"1% O2, CyA- vs 19% O2, CyA-",4.11248215880941
108,hsa05034,0.6212927693220084,"1% O2, CyA- vs 19% O2, CyA-",0.206703700727502
109,hsa04750,0.6772501886517792,"1% O2, CyA- vs 19% O2, CyA-",0.16925086531965158
110,hsa04137,0.6185906620621484,"1% O2, CyA- vs 19% O2, CyA-",0.2085966401774735
111,hsa05203,0.6757481197440518,"1% O2, CyA- vs 19% O2, CyA-",0.17021515404347143
112,hsa03320,0.7326006385860254,"1% O2, CyA- vs 19% O2, CyA-",0.135132707109822
113,hsa00564,0.6863720122400435,"1% O2, CyA- vs 19% O2, CyA-",0.16344043375131415
114,hsa04961,0.6201293916060705,"1% O2, CyA- vs 19% O2, CyA-",0.2075176843765929
115,hsa00220,0.6851616109826472,"1% O2, CyA- vs 19% O2, CyA-",0.1642069781721665
116,hsa05168,0.6136653965573263,"1% O2, CyA- vs 19% O2, CyA-",0.21206836507830187
117,hsa04061,0.09112328835134614,"1% O2, CyA- vs 19% O2, CyA-",1.0403706163315478
118,hsa00982,0.7066323937818834,"1% O2, CyA- vs 19% O2, CyA-",0.15080645730840672
119,hsa05412,0.6054133987772903,"1% O2, CyA- vs 19% O2, CyA-",0.2179479716340728
120,hsa04924,0.2591947097025988,"1% O2, CyA- vs 19% O2, CyA-",0.5863738668848388
121,hsa05143,0.684510706360818,"1% O2, CyA- vs 19% O2, CyA-",0.16461975472201237
122,hsa04960,0.5511524710006236,"1% O2, CyA- vs 19% O2, CyA-",0.2587282411587656
123,hsa05162,0.7626925107465983,"1% O2, CyA- vs 19% O2, CyA-",0.11765051814176336
124,hsa00730,0.612095514348889,"1% O2, CyA- vs 19% O2, CyA-",0.21318080315179017
125,hsa05030,0.646916863353484,"1% O2, CyA- vs 19% O2, CyA-",0.18915152784249245
126,hsa00750,0.6347709447732617,"1% O2, CyA- vs 19% O2, CyA-",0.19738296032524066
127,hsa04623,0.6392103567337658,"1% O2, CyA- vs 19% O2, CyA-",0.19435619702966156
128,hsa00650,0.6908445579408689,"1% O2, CyA- vs 19% O2, CyA-",0.16061965917091645
129,hsa05010,0.18827515683164547,"1% O2, CyA- vs 19% O2, CyA-",0.7252069819627637
130,hsa05031,0.3755270531593299,"1% O2, CyA- vs 19% O2, CyA-",0.42535877073810435
131,hsa00071,0.6929085672672185,"1% O2, CyA- vs 19% O2, CyA-",0.15932406892510442
132,hsa00561,0.5427482761817112,"1% O2, CyA- vs 19% O2, CyA-",0.26540154723044607
133,hsa04614,0.6742157963752837,"1% O2, CyA- vs 19% O2, CyA-",0.1712010764987408
134,hsa04971,0.5744096181315873,"1% O2, CyA- vs 19% O2, CyA-",0.24077829671404485
135,hsa04215,0.022256900369240083,"1% O2, CyA- vs 19% O2, CyA-",1.6525353182702816
136,hsa04080,0.8372986860737686,"1% O2, CyA- vs 19% O2, CyA-",0.07711959030533326
137,hsa05231,0.6607077776758102,"1% O2, CyA- vs 19% O2, CyA-",0.17999058076273544
138,hsa05166,0.46761343733735017,"1% O2, CyA- vs 19% O2, CyA-",0.3301130174468664
139,hsa00790,0.657491722814274,"1% O2, CyA- vs 19% O2, CyA-",0.18210971015183722
140,hsa00983,0.6226701368553701,"1% O2, CyA- vs 19% O2, CyA-",0.20574196246219575
141,hsa04721,0.6819436074878775,"1% O2, CyA- vs 19% O2, CyA-",0.1662515373221615
142,hsa04218,0.0007539460126856464,"1% O2, CyA- vs 19% O2, CyA-",3.1226597512550955
143,hsa04530,0.441510305142865,"1% O2, CyA- vs 19% O2, CyA-",0.3550591552473392
144,hsa04340,0.6641982549588537,"1% O2, CyA- vs 19% O2, CyA-",0.17770226975349643
145,hsa04725,0.058542161891938525,"1% O2, CyA- vs 19% O2, CyA-",1.2325312436309086
146,hsa04740,0.5883086432744813,"1% O2, CyA- vs 19% O2, CyA-",0.23039477102639289
147,hsa04152,0.037922488649420445,"1% O2, CyA- vs 19% O2, CyA-",1.4211031699825436
148,hsa03460,0.11881068149470708,"1% O2, CyA- vs 19% O2, CyA-",0.9251445130107493
149,hsa05214,0.25153379906340134,"1% O2, CyA- vs 19% O2, CyA-",0.5994036497313966
150,hsa00440,0.5903912039489785,"1% O2, CyA- vs 19% O2, CyA-",0.22886012155235577
151,hsa04020,0.6464942176664477,"1% O2, CyA- vs 19% O2, CyA-",0.1894353551560306
152,hsa04514,0.45674724876731687,"1% O2, CyA- vs 19% O2, CyA-",0.34032405995521947
153,hsa04613,0.5681674088102107,"1% O2, CyA- vs 19% O2, CyA-",0.2455236818764267
154,hsa00250,0.6917748721081195,"1% O2, CyA- vs 19% O2, CyA-",0.16003521726092051
155,hsa04217,0.46660209705804523,"1% O2, CyA- vs 19% O2, CyA-",0.33105331368052016
156,hsa04934,0.004968436802677357,"1% O2, CyA- vs 19% O2, CyA-",2.303780229930232
157,hsa05140,0.5612391690557746,"1% O2, CyA- vs 19% O2, CyA-",0.2508520270393079
158,hsa04919,0.45846256897335536,"1% O2, CyA- vs 19% O2, CyA-",0.3386961163776399
159,hsa04550,0.03271492557308083,"1% O2, CyA- vs 19% O2, CyA-",1.4852540633905937
160,hsa00061,0.6218599428539997,"1% O2, CyA- vs 19% O2, CyA-",0.20630741739094388
161,hsa00532,0.6855861697921697,"1% O2, CyA- vs 19% O2, CyA-",0.16393795194181085
162,hsa04742,0.6424586078644985,"1% O2, CyA- vs 19% O2, CyA-",0.1921548476933502
163,hsa04261,0.6785517114640371,"1% O2, CyA- vs 19% O2, CyA-",0.16841704977621993
164,hsa04910,0.6651447309141869,"1% O2, CyA- vs 19% O2, CyA-",0.17708384492486923
165,hsa04015,0.5582381870589943,"1% O2, CyA- vs 19% O2, CyA-",0.2531804583136222
166,hsa05208,0.7151606219439853,"1% O2, CyA- vs 19% O2, CyA-",0.14559640660482795
167,hsa04914,1.769419357338892e-05,"1% O2, CyA- vs 19% O2, CyA-",4.7521692258836605
168,hsa04130,0.6394895814373811,"1% O2, CyA- vs 19% O2, CyA-",0.1941665266522748
169,hsa00640,0.29437333282605593,"1% O2, CyA- vs 19% O2, CyA-",0.531101535132955
170,hsa00450,0.6397229634286943,"1% O2, CyA- vs 19% O2, CyA-",0.19400805961326048
171,hsa04621,0.07574307028064212,"1% O2, CyA- vs 19% O2, CyA-",1.1206570945292236
172,hsa05130,0.6433842371281204,"1% O2, CyA- vs 19% O2, CyA-",0.19152958349021235
173,hsa04670,0.7138913713628958,"1% O2, CyA- vs 19% O2, CyA-",0.14636786722494316
174,hsa04928,0.6993878068075317,"1% O2, CyA- vs 19% O2, CyA-",0.15528194349140959
175,hsa00130,0.6565859446773737,"1% O2, CyA- vs 19% O2, CyA-",0.18270841830846407
176,hsa05100,0.5098634956436782,"1% O2, CyA- vs 19% O2, CyA-",0.2925460808115688
177,hsa05414,0.7529373007234454,"1% O2, CyA- vs 19% O2, CyA-",0.12324118725687448
178,hsa05321,0.7306794067738458,"1% O2, CyA- vs 19% O2, CyA-",0.13627313249399572
179,hsa00051,0.6143201708244609,"1% O2, CyA- vs 19% O2, CyA-",0.21160522465448622
180,hsa05230,0.583388579880362,"1% O2, CyA- vs 19% O2, CyA-",0.23404207666009583
181,hsa04727,0.6291467286266526,"1% O2, CyA- vs 19% O2, CyA-",0.20124805725493058
182,hsa04630,0.7547301860063184,"1% O2, CyA- vs 19% O2, CyA-",0.12220827972397656
183,hsa00603,0.661141429552913,"1% O2, CyA- vs 19% O2, CyA-",0.1797056274972354
184,hsa00340,0.6607905128012612,"1% O2, CyA- vs 19% O2, CyA-",0.1799362009595245
185,hsa04610,0.7035767614729339,"1% O2, CyA- vs 19% O2, CyA-",0.15268851334581784
186,hsa05205,0.47920569079204284,"1% O2, CyA- vs 19% O2, CyA-",0.3194780331377208
187,hsa04140,,"1% O2, CyA- vs 19% O2, CyA-",
188,hsa00010,0.6664467059545132,"1% O2, CyA- vs 19% O2, CyA-",0.17623457428505718
189,hsa04144,0.02977274299221702,"1% O2, CyA- vs 19% O2, CyA-",1.5261811515304402
190,hsa01521,0.05878026646334849,"1% O2, CyA- vs 19% O2, CyA-",1.2307684495104363
191,hsa05415,0.7097999483482984,"1% O2, CyA- vs 19% O2, CyA-",0.1488640365917647
192,hsa05133,0.6843304675715847,"1% O2, CyA- vs 19% O2, CyA-",0.16473412403458423
193,hsa04620,0.691066707641383,"1% O2, CyA- vs 19% O2, CyA-",0.1604800288019865
194,hsa00980,0.6928028972904251,"1% O2, CyA- vs 19% O2, CyA-",0.15939030477446692
195,hsa01524,0.3692948773247383,"1% O2, CyA- vs 19% O2, CyA-",0.4326267166247564
196,hsa00630,0.7081319902794959,"1% O2, CyA- vs 19% O2, CyA-",0.14988578566126126
197,hsa05022,,"1% O2, CyA- vs 19% O2, CyA-",
198,hsa05165,0.6487557851224203,"1% O2, CyA- vs 19% O2, CyA-",0.18791875641047276
199,hsa04330,0.2808871780912531,"1% O2, CyA- vs 19% O2, CyA-",0.5514680849753857
200,hsa04927,0.629353437681496,"1% O2, CyA- vs 19% O2, CyA-",0.20110539123852697
201,hsa01523,0.6301349975424925,"1% O2, CyA- vs 19% O2, CyA-",0.2005663991065113
202,hsa05323,0.7463599741588453,"1% O2, CyA- vs 19% O2, CyA-",0.12705165900974388
203,hsa00563,0.6884928656037378,"1% O2, CyA- vs 19% O2, CyA-",0.1621005556902555
204,hsa04917,0.6642753890164029,"1% O2, CyA- vs 19% O2, CyA-",0.17765183759663727
205,hsa05135,0.47740905270482886,"1% O2, CyA- vs 19% O2, CyA-",0.3211093500915642
206,hsa04612,0.6203463459411527,"1% O2, CyA- vs 19% O2, CyA-",0.20736577157626973
207,hsa00330,0.7125796915225168,"1% O2, CyA- vs 19% O2, CyA-",0.14716655917471466
208,hsa05016,0.4067997325589511,"1% O2, CyA- vs 19% O2, CyA-",0.3906193412660333
209,hsa04141,0.5059701895490828,"1% O2, CyA- vs 19% O2, CyA-",0.29587506991062856
210,hsa04979,0.6160481385481554,"1% O2, CyA- vs 19% O2, CyA-",0.21038535035344658
211,hsa00670,0.6737809252758551,"1% O2, CyA- vs 19% O2, CyA-",0.17148128804872384
212,hsa00260,0.6916033746583286,"1% O2, CyA- vs 19% O2, CyA-",0.16014289626579184
213,hsa04978,0.0970709382191634,"1% O2, CyA- vs 19% O2, CyA-",1.0129107727717124
214,hsa04730,2.0652866258317494e-05,"1% O2, CyA- vs 19% O2, CyA-",4.68501966731079
215,hsa04650,0.00438996659732258,"1% O2, CyA- vs 19% O2, CyA-",2.3575387842347975
216,hsa04720,0.35411920729744156,"1% O2, CyA- vs 19% O2, CyA-",0.45085051662775805
217,hsa00360,0.6324523360152265,"1% O2, CyA- vs 19% O2, CyA-",0.19897219898309415
218,hsa05020,0.09901781185006786,"1% O2, CyA- vs 19% O2, CyA-",1.004286675176229
219,hsa00760,0.6649687739279491,"1% O2, CyA- vs 19% O2, CyA-",0.17719874812424732
220,hsa05210,0.6243827916303604,"1% O2, CyA- vs 19% O2, CyA-",0.20454907486484625
221,hsa03018,0.23646244255269638,"1% O2, CyA- vs 19% O2, CyA-",0.6262378286572109
222,hsa00410,0.6781360167957746,"1% O2, CyA- vs 19% O2, CyA-",0.16868318899524906
223,hsa00565,0.6956812730081269,"1% O2, CyA- vs 19% O2, CyA-",0.1575896872255015
224,hsa04350,0.7711009945616067,"1% O2, CyA- vs 19% O2, CyA-",0.11288873672424202
225,hsa05150,0.6910308223097991,"1% O2, CyA- vs 19% O2, CyA-",0.16050258119232647
226,hsa00120,0.647199247598259,"1% O2, CyA- vs 19% O2, CyA-",0.18896199628471216
227,hsa04810,0.19186492420407414,"1% O2, CyA- vs 19% O2, CyA-",0.7170044135759692
228,hsa05144,0.6884478124340717,"1% O2, CyA- vs 19% O2, CyA-",0.16212897571342322
229,hsa04072,0.0011580727664773692,"1% O2, CyA- vs 19% O2, CyA-",2.936264151241809
230,hsa00910,0.3644723181991897,"1% O2, CyA- vs 19% O2, CyA-",0.43833545091217696
231,hsa00513,0.6606466893699693,"1% O2, CyA- vs 19% O2, CyA-",0.1800307370036475
232,hsa05134,0.24517143946857461,"1% O2, CyA- vs 19% O2, CyA-",0.6105301230754641
233,hsa04970,0.6088719112618197,"1% O2, CyA- vs 19% O2, CyA-",0.21547406054125792
234,hsa05171,0.5969615576357721,"1% O2, CyA- vs 19% O2, CyA-",0.22405363510883095
235,hsa05017,0.28348816410438465,"1% O2, CyA- vs 19% O2, CyA-",0.5474650685927961
236,hsa04976,0.6168032779881277,"1% O2, CyA- vs 19% O2, CyA-",0.20985332690202044
237,hsa04060,0.5401448289160692,"1% O2, CyA- vs 19% O2, CyA-",0.2674897772773129
238,hsa04925,0.510635829192028,"1% O2, CyA- vs 19% O2, CyA-",0.2918887158254014
239,hsa00280,0.5040030972727234,"1% O2, CyA- vs 19% O2, CyA-",0.29756679465701524
240,hsa00380,0.704779962914277,"1% O2, CyA- vs 19% O2, CyA-",0.15194645153054565
241,hsa04662,0.5571168990092913,"1% O2, CyA- vs 19% O2, CyA-",0.25405366789996364
242,hsa00970,0.7702884030727242,"1% O2, CyA- vs 19% O2, CyA-",0.11334664052570567
243,hsa04936,0.6620051292364411,"1% O2, CyA- vs 19% O2, CyA-",0.1791386456200388
244,hsa04923,0.6315562553020182,"1% O2, CyA- vs 19% O2, CyA-",0.19958795899762743
245,hsa05215,0.04605332600996228,"1% O2, CyA- vs 19% O2, CyA-",1.336738999221491
246,hsa05224,0.003719744989650301,"1% O2, CyA- vs 19% O2, CyA-",2.429486832533125
247,hsa04014,0.29827574452785777,"1% O2, CyA- vs 19% O2, CyA-",0.5253820615759305
248,hsa04151,0.42730591916047767,"1% O2, CyA- vs 19% O2, CyA-",0.36926109117314254
249,hsa05417,0.7209282116012772,"1% O2, CyA- vs 19% O2, CyA-",0.14210797918856155
250,hsa04210,0.2983668464593866,"1% O2, CyA- vs 19% O2, CyA-",0.5252494358899374
251,hsa04713,0.5447976433167228,"1% O2, CyA- vs 19% O2, CyA-",0.2637647797603898
252,hsa05120,0.41822803092492833,"1% O2, CyA- vs 19% O2, CyA-",0.37858686279512516
253,hsa00350,0.689466702870955,"1% O2, CyA- vs 19% O2, CyA-",0.16148670281457966
254,hsa05322,0.5908177059787045,"1% O2, CyA- vs 19% O2, CyA-",0.22854649796803747
255,hsa05163,0.684806927101499,"1% O2, CyA- vs 19% O2, CyA-",0.16443185524278847
256,hsa00030,0.5611768536841897,"1% O2, CyA- vs 19% O2, CyA-",0.2509002501963132
257,hsa00230,0.6906896658653202,"1% O2, CyA- vs 19% O2, CyA-",0.16071704188185332
258,hsa04211,0.07800060494023674,"1% O2, CyA- vs 19% O2, CyA-",1.1079020290891617
259,hsa04611,0.6951933194586513,"1% O2, CyA- vs 19% O2, CyA-",0.1578944099428539
260,hsa04012,0.5826515194530268,"1% O2, CyA- vs 19% O2, CyA-",0.23459111664463303
