Gene,Ramos_19O2_NoCyclo_1,Ramos_1O2_NoCyclo_3,Ramos_1O2_NoCyclo_2,Ramos_19O2_NoCyclo_3,Ramos_1O2_NoCyclo_1,Ramos_1O2_PlusCyclo_1,Ramos_1O2_PlusCyclo_3,Ramos_1O2_PlusCyclo_2,Ramos_19O2_NoCyclo_2
RP1-283E3.8,0.9981757993948429,0.6334089197639214,0.9558128259111822,0.9233634225211891,0.7542033640882236,0.8745752840413409,0.8183721920104581,0.976110041204321,0.7312357381659667
RP1-283E3.4,0.07381826514487805,0.06479389096339129,0.12365637892596801,0.13010289304856804,0.06457938137046833,0.14297998896334413,0.0,0.06813106173977744,0.06646422075930239
SLC35E2,2.815029166791484,2.6929459797125026,2.329745434475838,2.630043401042621,2.6472453591284677,2.6820211994170267,2.467174285789497,2.39382210267837,2.64000449718296
NADK,6.896293277969573,6.913728531302851,6.6824092990766095,6.905788964376294,6.8659222008848095,6.803420822096294,6.774875932654369,6.666529880654788,6.81864913282751
GNB1,9.578347439053081,9.574715936835343,9.569065526206337,9.567316486450478,9.560238777848829,9.545579864927314,9.581091377724194,9.583238561026066,9.587068129721494
RP1-140A9.1,0.55825497304413,0.3511907238329346,0.34309822278227997,0.5576392223817612,0.4977605005985138,0.392373034580609,0.32707995933853756,0.1331892163867052,0.46171438408189097
TMEM52,0.55825497304413,0.4991897429107344,0.44145197361211735,0.6031642478366281,0.4502109155353916,0.209484929347119,0.5935387490500557,0.7458895114207535,0.689668830659286
PRKCZ,4.228396568314529,4.038640640192778,3.8593116886868275,4.058810906327167,3.9164995020578623,4.000218959073558,3.9211152481698894,3.97719760459139,3.929643869245415
RP11-181G12.2,0.1440426203392791,0.6334089197639214,0.34309822278227997,0.46203869968963146,0.2973675087657724,0.392373034580609,0.384454451876727,0.3675346243959416,0.13000084680118784
FAAP20,3.224545330112008,3.406063140285722,3.171460885587013,3.508541781878868,3.291273422336448,3.4320577015411056,3.6084255904722795,3.4287128803956937,3.349605682805965
SKI,4.413928745290651,4.626597964060884,4.590307820998335,4.66647808750322,4.5305538998851995,4.465789389693405,4.579086940456763,4.397012231161202,4.439464127350648
MORN1,1.6802972109194658,1.6594536090263352,1.9500065104172917,2.0894389448702557,2.1334714039626412,2.098211088477465,1.9256914952639936,1.8133608673991926,1.9190284858512372
RP4-740C4.5,0.45153022946032084,0.3511907238329346,0.23754557374182672,0.3055963027117238,0.2973675087657724,0.392373034580609,0.4396342236775345,0.3675346243959416,0.359389635955106
RP4-740C4.7,0.07381826514487805,0.0,0.0,0.0,0.06457938137046833,0.0,0.13984756122247813,0.06813106173977744,0.06646422075930239
RER1,6.657600938863149,6.7167401853474145,6.574785530250918,6.559700735859726,6.601283715214465,6.556737128704499,6.5875514218771185,6.635990800205363,6.601890852250172
PEX10,3.7930789444649124,4.014240648585094,3.8593116886868275,3.921794519261204,3.8584882643411293,4.028125235263412,4.249187307585389,3.9091716835324717,3.7742693577338144
PLCH2,0.1440426203392791,0.29828001417669503,0.0,0.24943745032563858,0.18566359313568445,0.07326054505705015,0.20499585866287334,0.1331892163867052,0.06646422075930239
PANK4,4.708563161682785,4.62391272872953,4.364493735413397,4.540506731109673,4.6002839537360165,4.662596010113076,4.591322353408339,4.499265253291241,4.500837218206544
RP3-395M20.12,0.7505904993083942,0.4991897429107344,0.34309822278227997,0.359650756740677,0.35013509675146937,0.5546633946676267,0.384454451876727,0.7036767952294938,0.5102779156997159
RP3-395M20.8,0.6087956591814982,0.5453308999258637,0.48822359928576353,0.7721289938604934,0.4977605005985138,0.5025690371493479,0.384454451876727,0.312419530484175,0.3053703971572139
TNFRSF14,2.782374842878355,2.435577461148528,2.3038315253030808,2.6518709551407875,2.636663993390207,2.534171803795023,2.6768993910634897,2.420130366731236,2.5956820482964544
RP3-395M20.9,0.55825497304413,0.6334089197639214,0.7408795588011536,0.46203869968963146,0.543792781170498,0.4485229047523864,0.5935387490500557,0.6601916257633436,0.5102779156997159
FAM213B,3.2164196530154494,3.4430938041806445,3.0205307520478737,3.232520420226457,3.157033936996353,3.1734683803907973,3.2934767039810526,3.249590489448909,3.26722601777037
TTC34,0.07381826514487805,0.0,0.0,0.06651754206888319,0.12639142691120803,0.0,0.0716176320150323,0.1954397363164819,0.13000084680118784
TPRG1L,4.396053387253726,4.509279583857843,4.576845935198953,4.424832726647274,4.408355824068956,4.45212083021411,4.470670126310521,4.420007579061531,4.433180741727978
WRAP73,5.14084254511858,5.012661513203233,4.8915345690952,5.0987076350078695,4.978893847662294,5.0685570393983905,5.0560205313779765,4.850701455522609,4.931405530714506
TP73,0.07381826514487805,0.06479389096339129,0.0,0.06651754206888319,0.18566359313568445,0.07326054505705015,0.0,0.1331892163867052,0.0
RP5-1092A11.5,0.8379258587953627,0.9401367149794903,0.9221414031750208,0.8870149670305206,0.7542033640882236,0.8745752840413409,0.6413960233857543,0.5212712804032275,0.689668830659286
TP73-AS1,1.3044875593328351,1.5045797715517928,1.052354005686588,1.2723673854870192,1.2469552201455267,1.2669230385638122,1.1180739215128581,1.0453518244888405,1.3538069329312452
SMIM1,0.395053347898388,0.2433546888038468,0.2912870084679812,0.24943745032563858,0.18566359313568445,0.14297998896334413,0.2673289027871056,0.1954397363164819,0.2492495546978205
LRRC47,6.115889100944676,6.173009343489551,6.068031746780747,6.082532555350622,6.122465581704751,6.1446760700707825,6.20115034742514,6.16388050958344,6.10922198553289
CEP104,6.279850162167965,6.198499806364393,6.120933877243206,6.20846579643182,6.1328559837307095,6.235247414894239,6.219002661054557,6.18991604234704,6.174713537088722
DFFB,4.303195326697127,4.368795942549981,4.2160895389388875,4.399251947994714,4.186918779877024,4.4486833596230255,4.346237239250504,4.272588494870639,4.3851622492706195
C1orf174,5.266185910296499,5.3851109302529485,5.385728491967933,5.405380172568474,5.3319644816522285,5.408203890234466,5.339636699216371,5.273167316835404,5.396170924333038
RP13-15E13.1,3.0062634774514474,3.3091015943380446,3.2068491606865392,3.1428798570571708,3.2362659860216847,3.190032520801866,3.022404823282554,3.13513937158525,2.9171370522583744
RP11-718D19.2,0.8796877533603851,0.7949090896379554,1.052354005686588,0.6472965427335164,1.218855503311419,0.9925824982215501,1.0487811156587834,0.976110041204321,0.6468686779659605
NPHP4,3.5625116066538425,3.6097860017313095,3.3593078777848357,3.682983857798542,3.480673498640093,3.7551037582411784,3.8311202311305523,3.7419602323188883,3.495450017756021
KCNAB2,7.747734126934582,7.855467918335193,7.779521599811118,7.820065648017781,7.858017482267569,8.045594182939015,8.032786409668233,7.911726813330671,7.7139450302973405
CHD5,0.1440426203392791,0.1862552381736493,0.12365637892596801,0.13010289304856804,0.06457938137046833,0.07326054505705015,0.20499585866287334,0.0,0.3053703971572139
RPL22,7.166826869962989,7.325496101817148,7.301462030422943,7.252349966219553,7.25426458302619,7.367555878864766,7.297343094451525,7.362345154949821,7.286893549004675
ICMT,7.566623713925036,7.717442641555491,7.828339644948293,7.57184775449903,7.755384534737556,7.688919846431718,7.656262532624559,7.699903034315472,7.6398286715496315
LINC00337,1.0720851102322557,1.1337759493047284,1.052354005686588,1.3809065803550329,1.2469552201455267,1.0298665089160706,1.0838434962661494,1.0111462982151418,0.9582439007729582
GPR153,0.3362751839872973,0.2433546888038468,0.12365637892596801,0.19100368589214858,0.18566359313568445,0.07326054505705015,0.0716176320150323,0.0,0.19085694131537012
ACOT7,6.403100887676265,6.294495643383763,6.236742968307455,6.333598267801014,6.292196379146389,6.111365846931306,6.12954542249453,6.085914714279259,6.285241876982195
RP1-202O8.3,0.1440426203392791,0.06479389096339129,0.12365637892596801,0.06651754206888319,0.12639142691120803,0.0,0.0,0.06813106173977744,0.0
ESPN,0.2750001996387016,0.4022293925522135,0.23754557374182672,0.359650756740677,0.2973675087657724,0.2730587652356595,0.384454451876727,0.1954397363164819,0.359389635955106
TNFRSF25,0.1440426203392791,0.06479389096339129,0.06315263964659786,0.06651754206888319,0.24259639693927426,0.14297998896334413,0.32707995933853756,0.25511496058116945,0.13000084680118784
PLEKHG5,1.4222082664640103,1.8182176679328816,1.503144154509756,1.4818482355404812,1.6769172338487128,1.7858907270888587,1.982536243691838,1.6451202263243034,1.4565146144170444
NOL9,6.656850531087448,6.586261702334435,6.675478850224406,6.630117802488792,6.608070186714624,6.6222830036915585,6.528328401454056,6.582397454231986,6.598385266855399
TAS1R1,0.1440426203392791,0.12680242505365238,0.06315263964659786,0.13010289304856804,0.24259639693927426,0.14297998896334413,0.20499585866287334,0.1331892163867052,0.06646422075930239
ZBTB48,4.523367391423763,4.449872872245814,4.277294945948889,4.679819354182795,4.264569384427458,4.56754604632837,4.48713384283008,4.329216556249263,4.485736972575732
KLHL21,4.352226647921227,4.213142103444628,4.115399277258715,4.339980859459427,4.264569384427458,4.26934812217093,4.198099007012558,4.239730450275497,4.186557422910559
PHF13,4.708563161682785,4.87038120112419,4.776120461349295,4.679819354182795,4.707812917288296,4.7601131187976415,4.503411796946576,4.645804331975665,4.654578699025491
THAP3,3.0249941846980275,3.2336115467698066,2.9046213731313557,3.063674887118535,3.017191402067852,3.2701152263970283,3.232287309423799,3.1587674977693454,3.012939716159602
DNAJC11,7.213502510608442,7.045987419383765,6.957923690759204,7.118155278194951,7.0391249341828335,7.11397403502945,7.093629234302482,7.057558332688873,7.115509208881968
RP11-312B8.1,0.2110068246467861,0.3511907238329346,0.23754557374182672,0.359650756740677,0.543792781170498,0.392373034580609,0.20499585866287334,0.06813106173977744,0.3053703971572139
CAMTA1,4.762576575174357,4.854433858547446,4.889358059796408,4.952474769254683,4.840519556436675,4.961675753895097,5.024784832133624,4.912235055083932,4.9336329085943165
VAMP3,5.145129596866439,5.195581863360936,5.268364765744198,5.141765092342595,5.353124866561449,5.1784769714493155,5.0735704867280065,5.137048531477944,5.253685699904898
RP3-467L1.6,0.395053347898388,0.1862552381736493,0.3931130774067179,0.4117528455962155,0.24259639693927426,0.209484929347119,0.13984756122247813,0.1331892163867052,0.41145900698274424
PER3,0.9202746924067369,0.5453308999258637,0.5335264007286191,0.6901187981889614,0.7542033640882236,0.6049420470610725,0.7325961279952776,0.4718239006349345,0.7716384840981134
PARK7,7.657582881131659,7.69106821174313,7.660768345769458,7.622125950693047,7.634288532049822,7.657997433950607,7.718941776046693,7.692502303501142,7.658465292482535
RF00019,1.8991467517462992,1.8735215422870337,1.753413502871941,1.9377784435769556,1.8147144177390124,1.695969734408823,1.783636265414532,1.4546378690174073,1.7674453744388416
CTA-215D11.6,0.55825497304413,0.45152397587449183,0.34309822278227997,0.6472965427335164,0.4977605005985138,0.14297998896334413,0.384454451876727,0.312419530484175,0.5102779156997159
ERRFI1,0.395053347898388,0.2433546888038468,0.3931130774067179,0.24943745032563858,0.2973675087657724,0.392373034580609,0.2673289027871056,0.3675346243959416,0.359389635955106
CTA-215D11.4,0.07381826514487805,0.1862552381736493,0.12365637892596801,0.06651754206888319,0.0,0.07326054505705015,0.13984756122247813,0.0,0.19085694131537012
RERE,8.248528714294363,8.186650661564666,8.156426680925039,8.270718823512777,8.213939715398483,8.074875929550599,8.100159944688574,8.067558373128982,8.228400580662374
RP5-1115A15.1,0.1440426203392791,0.0,0.18172451437769732,0.13010289304856804,0.12639142691120803,0.07326054505705015,0.13984756122247813,0.0,0.06646422075930239
ENO1,11.228550804968902,11.59048297068637,11.584870380036982,11.201574614198611,11.649589192898063,11.555836168050897,11.535170432517765,11.609731958591274,11.164214628852623
RP3-477M7.3,0.3362751839872973,0.2433546888038468,0.0,0.13010289304856804,0.4010405805354261,0.2730587652356595,0.384454451876727,0.3675346243959416,0.2492495546978205
RP3-477M7.4,0.1440426203392791,0.06479389096339129,0.0,0.13010289304856804,0.24259639693927426,0.07326054505705015,0.0,0.1331892163867052,0.19085694131537012
SLC2A7,0.07381826514487805,0.12680242505365238,0.06315263964659786,0.0,0.06457938137046833,0.209484929347119,0.0,0.06813106173977744,0.0
SLC2A5,7.731788856122805,7.847721146109621,7.750437301393551,7.713178083344512,7.825193801820406,8.079606357997864,8.039499690562964,8.038134322868364,7.661828054756513
GPR157,0.6576255606322123,1.1636652591316246,1.052354005686588,0.7721289938604934,0.8671373321531797,1.136263985772565,1.2161462680551598,1.2932123028211253,1.3269454195554748
H6PD,4.734400691224664,5.002360473011937,4.742753499598895,4.840509685696776,5.0383869387688875,5.201125810859031,5.095211906305574,5.183863039593119,4.56258694785473
SPSB1,2.9387219504117073,3.0696361705853414,3.1278162770969073,2.766354000478804,3.29800419316878,3.096482158433285,2.8899967106238935,3.0618404380001305,3.046257830880638
CTD-2510L9.2,0.2110068246467861,0.3511907238329346,0.5335264007286191,0.19100368589214858,0.2973675087657724,0.07326054505705015,0.2673289027871056,0.3675346243959416,0.2492495546978205
CTD-2510L9.1,0.1440426203392791,0.8693495326360476,0.48822359928576353,0.359650756740677,0.7928386649744501,0.4485229047523864,0.7325961279952776,0.4718239006349345,0.3053703971572139
SLC25A33,4.590923421421225,4.689588311147091,4.655795132137079,4.501968763411487,4.547599051031274,4.5988967972416415,4.5667468714632395,4.468082716350942,4.659969839828209
RP13-15M17.1,0.2110068246467861,0.06479389096339129,0.06315263964659786,0.24943745032563858,0.0,0.3339489948515846,0.20499585866287334,0.312419530484175,0.0
TMEM201,5.440249272415372,5.529837642114226,5.335452450316475,5.463618838946735,5.4148052210907895,5.5512959228194365,5.449573136682312,5.54827479739464,5.453176190286198
PIK3CD,6.210973268952086,6.07221151968816,6.0641777444062,6.28291771387027,6.066406902588756,6.212118699132701,6.233712673259155,6.0505649846270995,6.173771651926
C1orf200,0.07381826514487805,0.1862552381736493,0.12365637892596801,0.06651754206888319,0.18566359313568445,0.209484929347119,0.13984756122247813,0.1331892163867052,0.06646422075930239
RP11-558F24.4,2.667858876970662,2.884604733911912,2.8872756820268397,2.8630902839210117,2.907036714055279,2.8990555192427103,2.957719258222714,2.648693291827132,2.9439022766905696
CLSTN1,8.620721148741206,8.555008227490298,8.48429994337308,8.618113361588305,8.576492810292486,8.641118058148384,8.637275049838493,8.606038374887982,8.565075948953831
CTNNBIP1,3.9434156460737375,4.1132923881671735,4.130221050224487,4.09909057762834,4.042087388836098,3.9476118415823884,4.2020937509223595,4.104322620670996,3.8889011533754614
RP11-84A14.5,0.0,0.1862552381736493,0.12365637892596801,0.06651754206888319,0.06457938137046833,0.07326054505705015,0.0,0.312419530484175,0.06646422075930239
LZIC,5.8064786484725195,5.6988427835933315,5.6347084580736775,5.769665109517524,5.7540178066285845,5.772268873067701,5.691834749049993,5.668368735052857,5.825988003825252
RP11-84A14.4,0.1440426203392791,0.1862552381736493,0.23754557374182672,0.13010289304856804,0.24259639693927426,0.14297998896334413,0.0716176320150323,0.1954397363164819,0.06646422075930239
NMNAT1,3.1151648458967935,3.1238589268537065,3.0045315941250275,3.11957157767835,2.8067735384540304,3.367989678362844,3.300946075500902,3.249590489448909,3.0948352357284006
RN7SKP269,0.2110068246467861,0.3511907238329346,0.577449830309817,0.359650756740677,0.35013509675146937,0.14297998896334413,0.2673289027871056,0.1331892163867052,0.2492495546978205
UBE4B,6.584510123466048,6.528567870883601,6.528683579671587,6.547380419557759,6.493261043843585,6.566285128569975,6.569110722503769,6.606940069020825,6.531578907973351
KIF1B,2.3784797540850136,2.447775887263785,2.4645050639592507,2.619004520038667,2.4558702642380528,2.3251175273120857,2.2681576704724495,2.0675040827569586,2.490678671117214
PGD,6.625742831447047,6.641736783431617,6.604279267384021,6.585448597181204,6.6954197723486555,6.6023113648042795,6.604250798156173,6.711825283475301,6.542565565004063
CENPS,1.5310436886781866,1.741018473129156,1.9500065104172917,1.5297884609143446,1.5473313172654408,1.7639304356204608,1.4491164216207062,1.5530204950373705,1.8452268585053628
DFFA,7.137003184597012,6.962898830149149,6.869595633949313,7.113246799782408,6.987491337080919,7.038236222164596,6.964949963423144,6.918570815545382,7.119917064602683
PEX14,4.170689009837903,3.844710161061082,4.073836315280767,4.176425432303418,3.933889772716096,4.2096742971557415,4.2759649665855815,4.059000255993931,4.049505893254038
CASZ1,2.288327182321495,2.0114037420735063,1.8461061357767192,2.0894389448702557,2.249129703173148,2.115656878593911,2.342426080110798,2.0507632590574443,1.9190284858512372
TARDBP,7.52446329458366,7.589097151924417,7.732943835779787,7.637592041697774,7.621935882607248,7.508769868004743,7.453371398110014,7.464234041960744,7.669866847645575
MASP2,0.1440426203392791,0.06479389096339129,0.06315263964659786,0.06651754206888319,0.06457938137046833,0.0,0.0,0.0,0.13000084680118784
RP4-635E18.8,0.6576255606322123,0.6334089197639214,0.2912870084679812,0.7721289938604934,0.35013509675146937,0.4485229047523864,0.32707995933853756,0.3675346243959416,0.6027598586104965
SRM,8.445834239688589,8.315593697367692,8.249941195500679,8.353803013760194,8.321079824244318,8.513672667967025,8.518361542082982,8.489750436719346,8.383909976200421
EXOSC10,7.260692195030068,7.350481865488673,7.196225230287974,7.250115787519109,7.222775316084341,7.215057010902526,7.2604658661409704,7.185763005293403,7.226405708827002
RP4-635E18.7,0.395053347898388,0.4022293925522135,0.44145197361211735,0.24943745032563858,0.2973675087657724,0.3339489948515846,0.49278101412152303,0.3675346243959416,0.19085694131537012
RP4-635E18.6,0.395053347898388,0.29828001417669503,0.48822359928576353,0.4117528455962155,0.12639142691120803,0.6049420470610725,0.4396342236775345,0.42062141293222843,0.46171438408189097
MTOR,7.475937325793408,7.424487123825767,7.3104372193157126,7.491282608398896,7.393935691055698,7.43902406171094,7.449175865948152,7.379205764621424,7.448265286086166
