,Ramos_1O2_NoCyclo_3,Ramos_1O2_PlusCyclo_1,Ramos_1O2_NoCyclo_1,Ramos_19O2_NoCyclo_3,Ramos_19O2_NoCyclo_2,Ramos_1O2_PlusCyclo_2,Ramos_1O2_NoCyclo_2,Ramos_1O2_PlusCyclo_3,Ramos_19O2_NoCyclo_1
RP5-857K21.11,8.041417879533924,7.999872466649503,8.042092508486473,7.85489555107658,7.794377739508913,7.84568745844994,8.035833025039327,7.863167875611557,7.863539731795923
RP11-206L10.15,0.70183593426225,0.6178097817329635,0.6702110354063502,0.7232635850228868,0.6877939462972438,0.6575713477382881,0.5018227992735235,0.686631254539182,0.4917217076014064
RP11-206L10.2,4.188303492615633,4.247647025636771,3.875669245063489,4.429242565497094,4.161832216003048,3.8484484074611145,3.5580497220990077,4.17872425242601,4.292145626840053
RP11-206L10.9,1.8418183025285824,1.8768484296545842,1.8644003437693761,1.765636383096436,1.71386693353973,1.4717178296195086,1.7418922391123328,1.887254863123131,1.8367747290103222
RP11-206L10.8,0.9847868860898366,0.8133361362019165,0.8065197729523004,0.7232635850228868,0.6508539357451063,0.9000552078357654,0.576897593996964,0.7991971170180565,0.8577771109440373
FAM87B,0.055418967352059936,0.12312400897722989,0.2112384283698281,0.2671284063507101,0.11295691510867306,0.11435273196386748,0.105190800928855,0.06148203427945259,0.1831675824530855
RP11-206L10.11,4.160139367135727,4.3234312192496445,4.252062480305759,4.153941230772074,4.1486434942056,4.322921626668171,4.171386464891568,4.323784915167443,4.163639399650671
NCRNA00115,0.4355726372945575,0.6992267940541034,0.4380622518046383,0.7583837257201073,0.5339954106945223,0.41137971239553395,0.6482581404117331,0.686631254539182,0.8577771109440373
FAM41C,0.9847868860898366,1.1681726724835662,0.870130329322895,1.1241817104836132,0.7238116785785863,0.694808505691471,0.8125938188034223,0.7991971170180565,0.9278912907984905
TUBB8P11,0.055418967352059936,0.23656150044684476,0.16125713670036787,0.21751377204915406,0.1662831499640397,0.270496875531057,0.20323032285672868,0.0,0.4446641800036402
NOC2L,7.497525235145721,7.5549400335058134,7.6008082964522075,7.6375049524074825,7.688430326043944,7.509608270803519,7.561914489360124,7.626859212727726,7.684928850836725
KLHL17,1.6208324299554846,1.5215046568497248,1.471924710746498,1.9131777104218435,1.5827199802675254,1.2889859006398015,1.3720435181029906,1.7257288304162386,1.4166302951795804
ISG15,2.139794576153744,2.1473031456155556,2.0543728927275278,2.2332942888442497,2.090073847803536,2.1451247029354783,2.126256074441515,2.1217994188759217,2.3394850046457223
AGRN,0.8964954055693971,0.8846846122777039,1.0456878055418306,1.0970017218961476,0.8267648080130537,0.694808505691471,0.8125938188034223,0.8696399649113088,0.9617106290087265
RP11-465B22.3,0.055418967352059936,0.23656150044684476,0.055779253697685015,0.2671284063507101,0.0575836813361312,0.05830906600001833,0.20323032285672868,0.3348236318506573,0.1831675824530855
C1ORF159,2.5595174506541154,2.782404642870446,2.4578368233197585,2.725549131622917,2.681657059188845,2.724491094775835,2.4694166963416544,2.648005530381087,2.6814400782639973
RP11-465B22.5,0.30447018830473277,0.12312400897722989,0.16125713670036787,0.11285230261187187,0.1662831499640397,0.0,0.15504319618996604,0.0,0.1246580894829957
SDF4,6.176941988301846,6.403542079902987,6.2095809951999525,6.279575650770968,6.175981199784334,6.315666289822874,6.158973715390781,6.420150929386826,6.327041076012198
B3GALT6,4.59125420790792,4.898247898574973,4.67352687862966,4.706022677626353,4.563219505884123,4.709248117982307,4.550054924681408,4.870643097503584,4.601953442048626
C1QTNF12,0.0,0.06287507852973383,0.2112384283698281,0.0,0.0575836813361312,0.11435273196386748,0.105190800928855,0.12045068971405616,0.1831675824530855
RP5-902P8.12,0.055418967352059936,0.0,0.10948193896169282,0.16613192306515054,0.0575836813361312,0.11435273196386748,0.053553906430085556,0.12045068971405616,0.06367503324497491
UBE2J2,5.873930145218041,5.895606570539804,5.802046625113955,5.855844085762974,5.7748404967820814,5.87531927693468,5.694601708685472,5.8749639808353145,5.757869309885581
RP5-902P8.10,0.0,0.12312400897722989,0.055779253697685015,0.05752932940098153,0.0,0.05830906600001833,0.053553906430085556,0.06148203427945259,0.1246580894829957
SCNN1D,0.34950780345397126,0.6590925473752305,0.3062882462525186,0.16613192306515054,0.5339954106945223,0.0,0.053553906430085556,0.4769880095426312,0.4446641800036402
ACAP3,3.4052307050359145,3.4565630620454497,3.250173700311507,3.602513313155315,3.524324274622969,3.2844938800480694,2.999348648514888,3.266091800651713,3.5365869717989575
PUSL1,3.9422355639030364,4.146043569553468,3.9101239790782265,4.117210832860532,3.9115789889558994,3.9824757049800805,3.7926709286480786,3.953999763699212,4.069842275555197
INTS11,6.140566987819429,6.160178613086996,6.239244156255243,6.25903147211562,6.178416735409701,6.0143659190141205,6.098152102664871,6.128518784493279,6.3431683021205805
RP5-890O3.9,1.744010480650243,1.7678441343239806,1.6814678735079773,1.5217408523207867,1.7316656375190247,1.5346858405045425,1.3929700345889853,1.7066121230520765,1.7998566530414895
CPTP,4.382289924071134,4.605360626726687,4.439337253232827,4.461568336335922,4.484050940755545,4.519928523562057,4.224887141268299,4.5497713862503,4.519201228036203
TAS1R3,1.6749156848424342,1.4989441275236297,1.5123573359668143,1.542037714665549,1.7492474300700729,1.7086088688231462,1.7088931210185438,1.9208195766979588,1.8727716080603989
DVL1,4.581848397515476,4.607998341227031,4.4261707045445515,4.7393642679473915,4.484050940755545,4.2652966030994275,4.239402986140227,4.655734474746062,4.572159230572222
MXRA8,0.30447018830473277,0.6590925473752305,0.6340219715394722,0.49243801717543284,0.1662831499640397,0.31900260766867833,0.5018227992735235,0.4769880095426312,0.8577771109440373
AURKAIP1,6.035962173437118,6.107093641486616,6.048787886947211,6.130891347488592,6.081980835538108,5.9426525196143185,5.982106796957057,6.1095412563753975,6.187521973775846
CCNL2,5.810917582919771,5.870561970365135,5.660804291038313,6.021305263564553,5.784465220922966,5.578075833562221,5.37252670015903,5.782137733115093,5.864512862764079
RP4-758J18.2,3.974939955229797,4.075372725736838,4.00527294079241,4.058539898718293,3.9986841904550783,3.9481918288882523,3.835341004236835,4.185644183089127,4.123117888596037
MRPL20,6.621057923229753,6.575789084567374,6.573112603595292,6.674340827509121,6.680879568113774,6.5983321935488775,6.553935305760154,6.625577643084172,6.578656280593296
RP4-758J18.13,1.6749156848424342,1.7488482961288148,1.4090682949702902,1.9440119996086977,1.459962974111407,1.4930139986494972,1.4339338807210922,1.7445955372525497,1.9078921454759692
ATAD3C,3.685461853746003,3.9056616882382595,3.640543545870779,3.894582148450839,3.8800052145094233,3.5205653162088684,3.5157447368370853,3.7166485066360684,3.9653585417537833
ATAD3B,6.0674738105478205,6.38981254977933,6.125733464306113,6.515334402141064,6.421226081644409,6.109645817555714,6.039638070826696,6.351812691785072,6.533690786972009
RP5-832C2.8,1.120899411552671,0.8494513966149748,0.5969017203062417,1.0970017218961476,0.8267648080130537,0.766517856083933,0.5018227992735235,0.9368028135941399,0.9947553065330567
ATAD3A,7.056677461236878,7.228000747397739,7.0512051799879245,7.228603033036646,7.143707815239734,7.037539267298237,6.972823134449542,7.205874346794374,7.277900728163263
TMEM240,0.20994408204026072,0.06287507852973383,0.10948193896169282,0.16613192306515054,0.0,0.16830046320078368,0.105190800928855,0.12045068971405616,0.06367503324497491
SSU72,6.992017240434508,6.960281782378718,6.967793449438897,6.986746613048471,6.941568497249052,7.006869212951254,6.946523386790801,7.002918991703736,6.994687712562769
RP5-832C2.5,0.47675327240904886,0.4863620248129874,0.4380622518046383,0.5335656269531304,0.21770835006933678,0.41137971239553395,0.576897593996964,0.2841421748056205,0.537292682949964
C1ORF233,0.47675327240904886,0.18095740044491276,0.3062882462525186,0.21751377204915406,0.26736340329560837,0.36593040774534347,0.4627676624341201,0.6470691358469667,0.3456779118883983
RP11-345P4.9,0.7361582500698736,0.7382747011896587,0.7736308545852912,0.7583837257201073,0.36182295980729773,0.8010787406825931,0.9601098101831986,0.9368028135941399,0.9947553065330567
MIB2,2.4292179432687018,2.4356248532364764,2.108126989960806,2.643390148910279,2.4432391499051875,2.414321465550976,2.1510362720232408,2.3968844534614164,2.608593184687262
CDK11B,6.7521010180231205,6.718095496066951,6.627043353446874,6.706167348934096,6.684882200995851,6.6038486229031195,6.57469019751014,6.683555824586869,6.764374852206994
RP11-345P4.10,0.055418967352059936,0.0,0.055779253697685015,0.16613192306515054,0.0,0.05830906600001833,0.0,0.23161526605142804,0.0
SLC35E2B,6.329449773520704,6.365856580621578,6.246003747183115,6.243622698366148,6.190533118162734,6.235015439822537,6.08776112367157,6.27602881363344,6.29589361492892
RP11-345P4.6,1.1719413245962644,0.8846846122777039,0.9310542434585598,1.3013259695430974,1.0700274404056533,0.9624577158876871,1.1927135904133144,0.9368028135941399,1.0586571807266303
CDK11A,1.445237711519109,1.4760251897624943,1.4512753694473113,1.3249459184768304,1.371909025101206,1.1617839551865545,1.144167914971581,1.310494207798158,1.367014869083006
RP1-283E3.8,0.802446300947466,0.6590925473752305,0.6702110354063502,1.0122473123434865,0.8915326532623143,0.694808505691471,0.6482581404117331,0.7626424217080111,0.7457707562816223
RP1-283E3.4,0.10878761531817253,0.4863620248129874,0.2112384283698281,0.3150933571239692,0.31536612855840335,0.16830046320078368,0.15504319618996604,0.23161526605142804,0.2393963774474462
SLC35E2,5.31073666212776,5.333907100397649,5.212166557177813,5.286795941197285,5.146062210037236,5.187021184731604,5.091320234588773,5.15429463968349,5.265041790574392
NADK,7.072294687685636,6.969541569029552,7.054631636706467,7.125613338589448,6.993206838686075,6.854775927125713,6.885996547418506,6.972732557781331,7.090469522373462
GNB1,9.348056404061774,9.323138226112727,9.351403539886672,9.356882942406518,9.380917118712437,9.357293261209911,9.331057311865877,9.35998152405226,9.363361190997436
RP1-140A9.1,0.30447018830473277,0.3417260696040327,0.4380622518046383,0.49243801717543284,0.4068303672225705,0.11435273196386748,0.2950293205790504,0.2841421748056205,0.4917217076014064
TMEM52,0.4355726372945575,0.18095740044491276,0.39546105239485324,0.5335656269531304,0.6129431707774113,0.6575713477382881,0.381334931380905,0.5214247100845177,0.4917217076014064
PRKCZ,3.2594568292853725,3.235583721855676,3.13188826133757,3.314703155745082,3.2309060577409414,3.18985517429484,3.039717263174431,3.2128912258415014,3.4558269085857853
RP11-181G12.2,0.70183593426225,0.8133361362019165,0.5196668937523028,0.6872671227372361,0.6129431707774113,0.694808505691471,0.5398484832115474,0.6470691358469667,0.6243310662324799
FAAP20,3.186863955586001,3.172832516657608,3.09907857726516,3.2849043064562675,3.147176105960645,3.2028381528820247,2.950778331646817,3.323687247341418,2.9576730034719687
SKI,4.406468128437777,4.271136060786166,4.3304784537734715,4.4668862409197025,4.247835263261679,4.185788380528693,4.3585546767104155,4.363993921785678,4.220619540311992
MORN1,1.545415426964517,1.9944117177579717,1.9697889945330402,1.9286772299513764,1.7666175345654898,1.690287656343691,1.7741534081087544,1.7997589780379772,1.533680803398514
RP4-740C4.5,0.30447018830473277,0.3417260696040327,0.25954597277148783,0.2671284063507101,0.36182295980729773,0.31900260766867833,0.20323032285672868,0.38378492212347937,0.4446641800036402
RP4-740C4.7,0.0,0.0,0.055779253697685015,0.0,0.0575836813361312,0.05830906600001833,0.0,0.12045068971405616,0.06367503324497491
RER1,6.3032186923380324,6.167349752852769,6.21188455616925,6.170542371827143,6.208121745331238,6.230267764484014,6.155916253664679,6.219833271741372,6.253858012029787
PEX10,2.891881366827709,3.0068651923778806,2.8137952235183046,2.954794917836487,2.644557537676558,2.8202732843866167,2.7626045354837387,3.178616253189172,2.7604245972307164
PLCH2,0.25798117149965494,0.06287507852973383,0.25954597277148783,0.3150933571239692,0.0575836813361312,0.16830046320078368,0.0,0.23161526605142804,0.1831675824530855
PANK4,4.403801584600454,4.446432327294343,4.3940719002364315,4.33642024357761,4.302448275121147,4.2806856413553,4.143873247048592,4.382180583912048,4.499189714231389
RP3-395M20.12,0.4355726372945575,0.4863620248129874,0.3062882462525186,0.3150933571239692,0.4504760633449851,0.6193475454579274,0.2950293205790504,0.3348236318506573,0.6659571623982765
RP3-395M20.8,0.70183593426225,0.6178097817329635,0.4380622518046383,0.6124622841538307,0.4068303672225705,0.4981960980527847,0.5018227992735235,0.2841421748056205,0.6243310662324799
TNFRSF14,2.152557838193527,2.2454367245337425,2.3615269744321647,2.3414741978211087,2.2954992271689756,2.2108651510781887,2.062376914060246,2.3968844534614164,2.4388827556461736
RP3-395M20.7,0.16025225701963589,0.0,0.0,0.11285230261187187,0.0575836813361312,0.05830906600001833,0.0,0.06148203427945259,0.1246580894829957
RP3-395M20.9,0.5557475093950799,0.43974280613605515,0.5588010921130533,0.45010347177261245,0.492840032048879,0.5800833877705799,0.6482581404117331,0.5645335072363069,0.537292682949964
FAM213B,3.0503129036456422,2.810158698279938,2.747592635846761,2.869025283830048,2.862167670693452,2.8118238756319234,2.6366659092144347,2.861827794997101,2.853437422136244
TTC34,0.0,0.0,0.10948193896169282,0.05752932940098153,0.11295691510867306,0.16830046320078368,0.0,0.06148203427945259,0.06367503324497491
TPRG1L,4.28999946900311,4.237462032663581,4.20349942974784,4.2215677341755455,4.232290746791971,4.202044433356019,4.345194864137097,4.256367321871767,4.188845562503052
WRAP73,4.796286945036788,4.852266861987302,4.772562141467538,4.895408899986687,4.729673123338961,4.632160940255296,4.66204474932899,4.838073708739002,4.931282495938372
TP73,0.0,0.06287507852973383,0.16125713670036787,0.05752932940098153,0.0,0.11435273196386748,0.0,0.0,0.06367503324497491
RP5-1092A11.5,0.8344820823558733,0.8846846122777039,0.6702110354063502,0.9222013296341247,0.6877939462972438,0.6575713477382881,0.8433284080378799,0.7991971170180565,0.7457707562816223
TP73-AS1,1.2921639128912277,1.0489946627401525,1.1260553228960997,1.1241817104836132,1.124934049500361,0.9315938312794093,0.9029004202826386,1.2054651339707876,1.2892378547283165
SMIM1,0.20994408204026072,0.12312400897722989,0.16125713670036787,0.21751377204915406,0.21770835006933678,0.16830046320078368,0.24985984733676003,0.23161526605142804,0.3456779118883983
LRRC47,5.883531916089886,5.828207001585393,5.8372884281414885,5.796890471537139,5.81504853466765,5.849752427349308,5.748368768680286,5.900424548791207,5.814491668201494
RP1-286D6.5,0.30447018830473277,0.2901018131049881,0.3515635097238112,0.3150933571239692,0.26736340329560837,0.36593040774534347,0.105190800928855,0.2841421748056205,0.1831675824530855
CEP104,5.972596221487169,6.021636719752806,5.9232076143405905,6.0049478047056315,5.973033350856008,5.968539826995172,5.889425575645343,5.999962405219855,6.071312191378546
DFFB,4.1820921412692345,4.247647025636771,4.008810107770199,4.20575135649116,4.2070658043592655,4.080694342877823,4.001250321140451,4.154239718896969,4.119377047604418
C1ORF174,5.210543592836059,5.229863075110695,5.171716007834822,5.222226859158933,5.226720595473655,5.082020260513186,5.1782706390405,5.14899365370161,5.126549365914067
RP13-15E13.1,3.1038673024055266,2.990785865494301,3.044979860525403,2.954794917836487,2.735576641255012,2.949138199693414,2.992509345328006,2.8444424555773145,2.8261577588197744
RP11-718D19.2,0.70183593426225,0.8846846122777039,1.0997604732190505,0.5735532160027479,0.5740092499030356,0.8678116829645453,0.9317886730692044,0.9692469953763668,0.7840805794488512
RP11-374C13.1,0.055418967352059936,0.06287507852973383,0.055779253697685015,0.21751377204915406,0.11295691510867306,0.11435273196386748,0.053553906430085556,0.1771034143594268,0.06367503324497491
NPHP4,3.3998880906723756,3.5473110172629725,3.3029895496840718,3.481622698728885,3.304106338506671,3.530898165371227,3.1421506844113685,3.62289202229866,3.363967196113852
KCNAB2,7.653539074176338,7.847212260623008,7.665825328770946,7.628635135793719,7.5248481052479725,7.706197120756778,7.575422047692224,7.8386824083562985,7.551442707181884
CHD5,0.16025225701963589,0.06287507852973383,0.055779253697685015,0.11285230261187187,0.26736340329560837,0.0,0.105190800928855,0.1771034143594268,0.1246580894829957
RPL22,9.381306932201136,9.416282438122527,9.369314303994743,9.333056460865087,9.295427606259173,9.464608590319221,9.393313757982362,9.426391813927145,9.340045061594767
RNF207,0.20994408204026072,0.18095740044491276,0.3062882462525186,0.21751377204915406,0.31536612855840335,0.16830046320078368,0.5398484832115474,0.1771034143594268,0.2393963774474462
ICMT,7.479910213483343,7.458122376896519,7.529647774949415,7.351928322491768,7.4224056317910625,7.46112923964843,7.577708663815496,7.423824971649312,7.3419004553029925
LINC00337,1.013056132466114,0.9190778424581633,1.1260553228960997,1.2528933001147622,0.8595121582363104,0.9000552078357654,0.9317886730692044,0.9692469953763668,0.9617106290087265
GPR153,0.20994408204026072,0.06287507852973383,0.16125713670036787,0.16613192306515054,0.1662831499640397,0.0,0.105190800928855,0.06148203427945259,0.29351562685511984
ACOT7,6.1317310304248505,5.946513693466481,6.159541241767622,6.181904912460333,6.143108276036807,5.918261416972872,6.048732754819882,5.970214425153472,6.2512965001703105
ESPN,0.39318190636124595,0.23656150044684476,0.25954597277148783,0.3150933571239692,0.31536612855840335,0.16830046320078368,0.20323032285672868,0.3348236318506573,0.2393963774474462
TNFRSF25,0.055418967352059936,0.06287507852973383,0.2112384283698281,0.05752932940098153,0.11295691510867306,0.270496875531057,0.0,0.2841421748056205,0.1246580894829957
PLEKHG5,1.6571122589174074,1.6293005218718004,1.5321565048927206,1.3481853802333283,1.3257810767660645,1.4930139986494972,1.3508089859374846,1.8176878212238181,1.3156321708872756
NOL9,6.368948977838272,6.407332764341263,6.401422072245325,6.425326200316487,6.401902972580622,6.359805818137704,6.4416697145122095,6.312838973548219,6.446059331546889
RP11-58A11.2,0.34950780345397126,0.2901018131049881,0.10948193896169282,0.05752932940098153,0.1662831499640397,0.0,0.0,0.12045068971405616,0.06367503324497491
TAS1R1,0.10878761531817253,0.18095740044491276,0.2112384283698281,0.11285230261187187,0.1662831499640397,0.11435273196386748,0.105190800928855,0.1771034143594268,0.1246580894829957
ZBTB48,4.231049908515898,4.352035047532701,4.060852567562689,4.477463602086452,4.290489458526678,4.112002126904365,4.048177668912865,4.285647170264368,4.321746425277086
KLHL21,4.010429279735391,4.05618506848512,4.060852567562689,4.140692667799678,3.9950043810415283,4.023301132769815,3.8878845660371777,3.990022098233868,4.145361498460929
PHF13,4.6486906544328335,4.543322758188543,4.50843186372409,4.47482652319132,4.452199567476672,4.431694775427756,4.543050882006416,4.288864106290245,4.499189714231389
THAP3,3.001764421142459,3.0694481662370103,2.7893238721339384,2.836527279669414,2.7960370254212403,2.910090360412845,2.6541065925005567,2.9699960299662256,2.7604245972307164
DNAJC11,6.297483849751756,6.359609275259622,6.3289916770339625,6.389370716444037,6.399121279255796,6.335696360744494,6.166589141090518,6.3441017217915086,6.443817567524029
RP11-312B8.1,0.30447018830473277,0.3417260696040327,0.47944148177697044,0.3150933571239692,0.26736340329560837,0.05830906600001833,0.20323032285672868,0.1771034143594268,0.1831675824530855
CAMTA1,4.6643714070236335,4.77221716460796,4.67352687862966,4.76764986157126,4.783993197197913,4.727331614167374,4.664198211646955,4.818173201597633,4.591190240812479
VAMP3,4.9721784455380424,4.95942851717708,5.143032226225525,4.934319894986537,5.048250654726515,4.914562558143092,5.035852875820034,4.85986812476793,4.933414576347397
RP3-467L1.6,0.16025225701963589,0.18095740044491276,0.2112384283698281,0.36151480701832595,0.36182295980729773,0.11435273196386748,0.33882740684428064,0.12045068971405616,0.3456779118883983
PER3,0.47675327240904886,0.3417260696040327,0.47944148177697044,0.5735532160027479,0.5339954106945223,0.31900260766867833,0.381334931380905,0.5645335072363069,0.7064158255864842
PARK7,7.471976385158979,7.4415815282987365,7.426642455609184,7.414158239798728,7.461595579876753,7.4688752798987545,7.425116548387812,7.499708751517252,7.446745798039606
RF00019,2.460348455706622,2.48237519345764,2.185179705525446,2.4528649893163097,2.5169387471217415,2.0902865312735037,2.5178526142539104,2.150377382149816,2.3900397401116784
CTA-215D11.6,0.30447018830473277,0.12312400897722989,0.39546105239485324,0.49243801717543284,0.31536612855840335,0.22030339311914043,0.2950293205790504,0.38378492212347937,0.4446641800036402
CTA-215D11.5,0.055418967352059936,0.06287507852973383,0.055779253697685015,0.0,0.0,0.05830906600001833,0.053553906430085556,0.0,0.0
ERRFI1,0.25798117149965494,0.3417260696040327,0.25954597277148783,0.21751377204915406,0.31536612855840335,0.31900260766867833,0.381334931380905,0.2841421748056205,0.3456779118883983
CTA-215D11.4,1.9626978254359841,2.1473031456155556,2.0543728927275278,2.047020406763221,1.960217938664783,2.2737400536596146,2.280204641735434,2.136159161017473,2.0083980325617237
RERE,7.965243384677276,7.8599932056581405,8.007150085507002,8.065849375278946,8.023876817696516,7.850593934290705,7.922337137179246,7.883791666962413,8.038884833324103
RP5-1115A15.1,0.0,0.12312400897722989,0.10948193896169282,0.11285230261187187,0.0575836813361312,0.0,0.15504319618996604,0.12045068971405616,0.1246580894829957
RP4-633I8.1,1.6925020849322348,1.729599000446758,1.5709578709821588,1.542037714665549,1.6214226490958288,1.7086088688231462,1.7088931210185438,1.3602739731621198,1.5110181290042795
RP4-633I8.2,1.2921639128912277,1.5871436862874633,1.343348057144295,0.9528453890191633,1.4384481852677116,1.0797059348721412,1.5315266567500798,1.2054651339707876,1.1785492312735004
RP11-185B14.1,0.20994408204026072,0.5315218275181754,0.3515635097238112,0.11285230261187187,0.11295691510867306,0.05830906600001833,0.33882740684428064,0.06148203427945259,0.4446641800036402
ENO1,11.393610178173265,11.36488415586953,11.468817144478674,11.024633298173045,10.998461195309162,11.415117237894936,11.378525906391054,11.343085750917362,11.043669059864344
RP3-477M7.3,0.20994408204026072,0.23656150044684476,0.3062882462525186,0.11285230261187187,0.1662831499640397,0.270496875531057,0.0,0.2841421748056205,0.2393963774474462
RP3-477M7.4,2.6701684052874555,2.9161251934293726,2.72196190936253,2.5858973530995852,2.596799911493921,2.71545986030734,2.6541065925005567,2.500414738319548,2.7015952909094163
RP3-477M7.5,0.4355726372945575,0.3915666852609949,0.25954597277148783,0.21751377204915406,0.4504760633449851,0.270496875531057,0.381334931380905,0.23161526605142804,0.1831675824530855
SLC2A7,0.10878761531817253,0.18095740044491276,0.055779253697685015,0.0,0.0,0.05830906600001833,0.053553906430085556,0.0,0.06367503324497491
SLC2A5,7.62863285991633,7.861099259668405,7.616542596729306,7.5087168765971075,7.461595579876753,7.815364693638813,7.516748152812152,7.8235118834007285,7.519156574734867
GPR157,1.040782078849133,1.017595712021539,0.8386756081722792,0.6872671227372361,1.2035641910178831,1.1617839551865545,0.9317886730692044,1.149936762360003,0.5814681577389572
