"Gene"	"Gr1_F2..126..Sample..1"	"Gr1_F1..126..Sample..1"	"Gr1_F2..128C..Sample..4"	"Gr2_F2..128N..Control..781"	"Gr1_F1..128C..Sample..4"	"Gr2_F1..128N..Control..781"	"Gr1_F3..126..Sample..1"	"Gr2_F3..128N..Control..781"	"Gr1_F3..128C..Sample..4"
"LPXN"	8.12928301694497	7.76155123244448	8.40981519582048	5.75221336786514	7.96405201104085	8.54496443278924	7.762880292917	7.99491908871511	8.19524915780218
"UPF1"	5.85049941375812	6.53605290024021	7.51333282374013	7.6409679104499	7.79181407116183	8.47816289273763	7.0574502721839	8.34961297182452	8.32687885483841
"AIMP1"	8.49185309632967	9.13724734066467	8.3571120915057	8.3151495622563	9.0679720778857	7.80671071796524	8.4870360800319	7.83605035505807	8.28909670241999
"SCAF11"	6.31831684133498	6.08958289312471	7.57440430902258	6.32373033752135	7.66177809777199	7.32192809488736	5.53294028837287	8.02956331443266	6.0574502721839
"VPS4B"	5.04875931191986	3.53605290024021	8.1333991254172	7.71011763204345	7.02790599656988	8.09961081196091	4.33628338786443	8.08214904135387	8.44749654666539
"MEF2D"	8.21771541135067	9.56947590177766	8.7176764230664	8.12670447284319	9.86542397831313	8.40471582659663	8.14312807294381	7.25455625190949	8.64565843240871
"HP1BP3"	9.2240016741981	9.19574129324645	9.05880351779563	8.88478105447129	9.14210705730255	8.75020450927987	9.40002551791402	8.0703893278914	9.28493974248679
"USP45"	8.69488019279919	9.18611423954164	8.73944309777245	7.3264294871223	9.25053529419631	8.43754402631547	8.45738087907253	7.80154670335678	8.41066334107765
"KIFAP3"	9.04330075436418	7.76022094646651	8.20408201217437	6.71011763204345	7.05311133645956	8.44211412241923	7.4749227003798	8.04657836662033	6.75221336786514
"PLRG1"	6.86789646399265	7.25361115194717	6.41447383643093	6.69766263347052	6.8801957289431	6.95652136333312	7.50143914515887	7.02901108665907	7.21819994369474
"CALCOCO2"	6.92481250360578	8.46638240881356	6.84799690655495	6.97842446544086	8.28493974248679	7.33806779754262	7.76884595975339	8.30788384949487	7.4966540825935
"RNF168"	7.00786824333334	6.07895134139482	7.456149034648	8.16239132875691	6.67807190511264	8.05256805080415	6.52199295640167	8.20896588630656	7.13031314554346
"WNK1"	8.21334728173344	7.89965902637744	8.48623167798101	8.53993424517179	7.89784545600551	7.97498811199193	8.71801906528173	8.36632221424582	9.00450139223494
"AHDC1"	8.2350568627071	8.84549005094438	7.67525138605026	7.89056829030659	8.17142702660754	7.75087443965685	8.67136414660119	8.1333991254172	8.17042585027251
"TK1"	8.79960542245267	8.37981154378699	8.33851355532181	8.37677657188298	7.82972273508606	7.96809075204526	8.40130620600602	7.93251005337989	7.91826695909256
"DMXL1"	8.67771964164101	9.49245409406421	8.22351908679073	8.69139457853809	8.876516946565	6.13955135239879	9.36238221623699	8.33360262826828	8.80703285596834
"ICE1"	8.91975719271426	8.06339508128851	8.7797193551434	8.60954813899943	8.00450139223494	8.64565843240871	8.37025148142518	8.29416121869475	8.16591193893569
"RPL27A"	7.8801957289431	6.84924870276441	7.50064273606281	7.40429006444484	6.66533591718518	6.91408609701272	6.91528186586766	6.34518344718767	6.66959375118833
"TNRC6A"	8.99435343685886	8.63481105017172	9.3040090046511	8.4483228325075	8.64565843240871	7.7488637145357	8.00056344271011	7.42877889133759	8.43045255166553
"MYEF2"	8.17492568250068	8.30469355747101	8.21674585819531	9.08931805695308	8.55765515472542	8.43254190038826	8.18883607303053	8.32237886665822	8.13801575348757
"DNTTIP1"	6.9518675043269	6.32732808262995	9.49245409406421	9.62388149001346	8.74045539698897	8.09434164963584	6.85798099512757	8.71630503984442	9.48964729348844
"RIPOR2"	8.39317591434881	9.12412131182919	8.03617361255349	8.26865895502767	8.80606622608903	8.38973887867698	8.29416121869475	7.11894107272351	7.97842446544086
"POLDIP3"	9.21723071622067	9.25337478018603	8.38284014447524	8.23697088625934	8.26819107921981	8.57931593758001	9.4870360800319	8.3961766182344	8.69034724996876
"RAB7A"	9.08480838780436	8.58871463558226	8.37242979233409	7.73944309777245	7.79506558265962	7.62497817956904	8.79571500650173	7.50937914891469	7.97613447283165
"ANKIB1"	5.8073549220576	5.67807190511264	7.0948694327187	7.75020450927987	7.75221336786514	8.51806297565252	6.5298209465287	8.59618975614441	8.49185309632967
"SP140"	7.99887245399427	7.65176927141799	7.97441458980553	8.23218105768664	7.49265437101891	7.50143914515887	7.73470962022584	7.84360704649056	7.89602960297675
"TMEM238"	8.93604896367662	8.81922110355015	8.30651744524982	7.99887245399427	8.15177765473205	8.43587857730987	9.04712391211403	7.88813438835287	8.3228294976289
"CEP131"	7.75288236627309	8.85299758761332	7.58646452588639	9.06904691126817	8.83383884355829	8.4148966042115	9.62241793925047	7.90207357931074	9.40407713624123
"SMN1"	7.41278152533848	8.17442639367725	7.35931031689044	8.00337736020232	7.80864246791806	7.60806996772166	8.09645162447759	7.47654370621426	7.90628934740607
"PINX1"	7.29278174922785	7.09592441999854	6.8972404255748	7.41700858678878	6.74416109557041	7.1405741777099	7.04875931191986	7.24317398347295	6.40087943628218
"ILF2"	8.94222124483597	8.3264294871223	8.47208155013361	7.88264304936184	7.83478704933734	8.73063995591679	8.83857365266832	8.52512925120397	8.21431912080077
"PRKD2"	7.54843662469604	7.84297883178833	7.38024459047818	7.32373033752135	7.55842071326866	7.08958289312471	8.12101540096137	6.64817779572482	7.85424505422013
"PCIF1"	8.78299820892041	9.03672310600552	8.24126817732937	8.41193462479118	8.41700858678878	7.4643415327611	8.48381577726426	8.6499746511581	7.80928581019891
"MLLT3"	10.1382718001722	8.33806779754262	9.28794319229146	8.0405637111587	7.47735352663456	7.97956810009519	10.1564623502796	7.72246602447109	9.27891401949994
"USP11"	7.58195375084882	7.3741700760685	7.4245862262511	8.25266543245025	7.10013667128545	7.92599941855622	7.61765111942733	8.20212382383046	7.42122329922514
"SMG9"	6.34518344718767	5.55765515472542	9.02513956227851	8.24697805961472	8.37068740680722	8.07948478382682	4.7279204545632	8.2336196767597	8.31424334674856
"AFTPH"	5.90448409790142	5.99322146736894	8.22207035524718	7.03342300153745	8.00225245173138	7.762880292917	6.13545278418517	7.78463484555752	7.84046323386954
"MYC"	10.1052537797009	10.3646818558646	9.63517394667492	8.60028462289809	9.93383816224145	9.79441586635011	9.78528898070402	8.55305325276641	9.37959497168707
"KIF20B"	8.01792190799726	8.15987133677839	7.55995061271308	7.49585502688717	7.76619759730084	7.44708322620965	7.01346225980656	7.31650781910311	6.79960542245267
"NSUN2"	7.24887634283713	8.13801575348757	8.21431912080077	8.07788386443832	8.76851518019424	8.83920378809694	7.93487029119203	8.01234519041983	8.67171796512923
"APPL1"	7.60288440871842	8.61618123133188	7.3741700760685	7.41023933077602	8.57440430902258	8.16239132875691	7.95594045128948	8.64493780550018	7.70873904135958
"TRAPPC12"	8.05419729438881	6.93310047493137	8.98811658476014	8.61544572530479	7.89481776330794	8.60436789989375	7.0746766862945	7.77741971551583	7.59245703726808
"EPN1"	6.73876783680019	7.40258575823259	7.01122725542325	7.86727873970966	7.6646250548693	6.78267065867701	6.98071082890019	8.04712391211403	7.46597446450407
"ATP11C"	7.94544383637791	8.41658643754191	7.41700858678878	5.42961596420174	7.94368695159709	7.43295940727611	8.06824086131282	7.70597790168252	7.7279204545632
"FBXW11"	4.27052894238072	5.08746284125034	6.28540221886225	7.92243574023315	7.86974805146507	7.77478705960117	5.01346225980656	7.83289001416474	7.85798099512757
"CCDC97"	5.93310047493137	5.10433665981474	7.72178276845979	7.82273014794452	8.18090370917938	7.82591279878497	5.6724253419715	7.5438051759644	8.32597997939444
"ZC3H12D"	8.03562390973072	8.08852325661663	8.62461270900574	7.99943633715208	8.60362634498619	8.54187100884149	6.62643913669732	8.13082793414513	7.05961485629722
"OGA"	7.60584986719498	7.96231765494231	7.64024493622235	7.97039353791468	7.83099048124926	8.15785216914174	7.93604896367662	7.87897051015108	7.98470326682514
"BIRC2"	7.97613447283165	8.74785730009594	7.69348695749933	7.91528186586766	8.39574832817903	7.952450058359	6.64241277290506	7.76752238622854	6.37155886261196
"TRA2B"	6.6409679104499	6.82145511910246	9.33516701000103	7.42290574261218	9.42794133250948	8.34961297182452	6.49345520092618	7.70113315484797	8.85517994681633
"GPCPD1"	8.11634396123747	8.50064273606281	8.29416121869475	6.74416109557041	8.63335855063711	8.47816289273763	6.7983097824546	7.87528859822269	6.96000193206808
"RNF34"	7.39231742277876	7.64241277290506	7.49105137636412	7.3671963100259	7.53216108498321	7.03782146543497	6.76950729143624	7.93369065495223	6.75355105460065
"HIVEP2"	7.17891378466957	7.4487357980294	7.01234519041983	7.68299458368168	7.44625622988956	7.83162393682075	7.66177809777199	7.90508609876177	7.5077946401987
"C19ORF47"	7.08746284125034	7.41362792902417	7.87590290312483	6.97269265400426	7.87835751033694	8.22689381357139	5.75221336786514	7.86232740051799	6.76155123244448
"ASF1B"	8.4643415327611	7.44956137461324	7.47248777146274	7.04657836662033	6.876516946565	6.85673675611911	7.75421943313514	7.65391987311942	6.84549005094437
"CEP85"	8.18834157601082	7.27332938656167	8.17292748960384	7.43379405875492	7.35579154675365	7.89905475619441	7.72519581722666	8.03011533090807	7.67595703294175
"EEPD1"	8.74718596688658	9.54997714277182	8.11582397743624	7.25644459647344	8.87958324961278	8.47167521439204	9.37547391261535	8.25833047261242	8.68088692071969
"RUNX3"	9.46862404291802	9.16791986555194	8.99293833616581	8.10328780841202	8.75955534320631	8.8820316083521	9.21237478756727	7.88630626345243	8.77511640443559
"GON4L"	9.78561593708862	9.71870410567489	9.651410525913	9.35027622907667	9.44956137461324	9.24697805961472	9.8472139820006	7.80606622608903	9.45573818599339
"STRN3"	9.00982861736811	7.96636124729361	8.49745269597724	9.2350568627071	7.45532722030456	9.11217883372259	8.03507399737762	7.77544567410286	7.45450493755737
"PPIL4"	7.82591279878497	7.87897051015108	7.67736729213605	6.656782364219	7.72246602447109	6.20750245925879	8.31786479839195	7.88935185259465	8.27379559921426
"MAP2"	6.43629511983936	7.43879185257826	6.92124588858559	6.38370429247405	7.66320227857954	7.93722667397948	6.96578428466209	7.88813438835287	7.4254257345907
"FOXK2"	7.23266075679027	7.46025109894385	8.32822611878773	8.61323695471633	8.59469782732387	9.33739890252674	6.65248649491816	7.62789861587175	7.66746640495737
"FBXO42"	6.13545278418517	5.49825086752783	9.17392693199981	8.50342824659197	8.66959375118833	8.36457243229586	6.17592374206376	7.952450058359	8.97470137939814
"TOR1AIP1"	7.28725064325462	6.77082904603249	8.05311133645956	5.66391384211598	7.69278983497265	7.2667865406949	6.09592441999854	7.96578428466209	6.67666233485797
"PAN2"	6.54689445988764	4.78135971352466	8.56491161099706	7.33628338786443	7.1405741777099	8.12979817318714	6.24982454861618	8.00337736020232	7.52904005609508
"GSS"	8.65892551149237	8.95942242009367	8.10695545712283	8.24887634283713	8.48300957716455	8.56491161099706	8.24745286463493	8.1106138055009	7.70113315484797
"MYO9A"	7.71973105674985	7.77214959078454	8.16188768237689	7.56147889150101	8.25266543245025	7.25644459647344	7.6667565918848	7.59991284218713	7.85984534392145
"ZFYVE16"	7.93428059364002	7.90989308377004	7.45121111183233	7.83541884047548	7.36106648879432	7.52669484554198	8.37242979233409	7.71355835640479	7.84235034341381
"ZDHHC20"	8.48421870843316	8.45162325154114	7.5453506448223	7.22689381357139	7.56833618213375	6.73335434061383	8.67877617412388	7.53449743373817	7.69278983497265
"P2RY8"	8.31061278165953	8.6409679104499	8.31379002544369	8.81057163474115	8.30286736097287	7.95477792500507	8.70804925170222	8.5184564558243	8.54612275885779
"TESPA1"	8.72109918870719	9.25290192045027	8.2128611165929	7.2807707701306	8.92748169038176	7.83289001416474	8.74919903006095	7.88386515450979	8.35226417325832
"KDM3B"	8.06447332875342	7.93957921431469	8.11374216604919	7.86604249709684	8.01346225980656	8.12308675098106	8.80154670335678	7.30469355747101	8.89330153086056
"EZR"	8.99123838108984	8.9718309147805	8.53099149023663	8.21965256510381	8.48864353985378	8.61102479730735	8.63008507000212	7.23935985027747	8.0757465380609
"CEP72"	9.37199439319365	8.16138386011199	9.1333991254172	8.46842040186455	8.02569327368077	8.11894107272351	7.8814199080924	7.98527271425345	7.60288440871842
"SEPTIN9"	7.08214904135387	7.22689381357139	8.24031432933371	7.05202456048283	8.17492568250068	7.51884982870769	5.4093909361377	8.14261765544658	6.56529252058102
"INTS13"	8.60473853445992	8.0805510773276	9.18611423954164	8.37112320050964	8.65713977659315	8.57288966842058	8.07895134139482	7.38801728534513	8.60806996772166
"PAGR1"	8.51806297565252	8.43796008833447	8.42710328715284	7.98811658476014	8.27984269352035	8.43421120348557	8.35843142862635	8.12101540096137	8.41827429388054
"YEATS4"	9.11217883372259	9.37786122349477	8.2350568627071	7.48864353985378	8.4870360800319	7.58195375084882	8.9086928382425	7.72451385311995	8.04875931191986
"PAPOLG"	8.22593041117105	7.73403213956493	8.24982454861618	7.21723071622067	7.96636124729361	8.72007321139177	8.62753388447279	7.67807190511264	8.73369327989434
"HASPIN"	6.76155123244448	7.63734941083314	6.74281466986289	8.7292808460274	7.92184093707449	7.73741636593706	7.85798099512757	7.97384083953315	8.15987133677839
"GPRIN3"	7.66888498426625	7.02901108665907	7.47248777146274	8.57705110973515	7.10852445677817	9.00814845991009	7.79960542245267	8.0948694327187	7.74079267227768
"PRKAR2A"	7.73944309777245	6.5668151540109	9.06904691126817	9.11426290059405	7.87590290312483	9.2240016741981	8.52199295640167	7.80992886572143	9.40641761982361
"PLEKHM1"	8.77379857375169	8.42206476617281	7.90568784852686	7.74281466986289	7.65176927141799	7.98299357469431	9.54109661534952	8.02845864742548	8.87159726561385
"CDC23"	7.84611717333673	7.92955431573285	7.18586654531133	8.33985000288462	7.23457795978457	7.92005505480697	8.25455625190949	7.74483383749955	7.40002551791402
"CUL3"	9.31152127982613	8.78365308639007	8.47248777146274	7.67877617412388	7.97326686099329	7.80671071796524	8.5077946401987	7.72109918870719	7.73063995591679
"SRF"	8.53954658023841	7.40429006444484	8.17791779219584	8.3482855418512	7.15886210620845	8.75221336786514	8.77247953819385	7.70321146739115	8.39574832817903
"ZDHHC14"	9.70373057805614	8.81281907378165	9.26373867484504	7.42038134119664	8.42919748847991	8.22207035524718	9.33002051583608	8.25077213159993	8.9005649573591
"H4-16"	8.1873520732005	8.64205169292798	8.12825215227739	7.57288966842058	8.3389591754152	6.18586654531133	6.69766263347052	7.3819754785573	6.24792751344359
"CDK18"	10.0405637111587	8.49105137636412	9.48743811292871	9.80767691626514	7.69696752623429	8.68299458368168	10.9082424886085	7.78135971352466	10.1449131134342
"RING1"	8.74348803978918	8.10381232942885	9.09143538632361	7.71836162613835	8.36106648879432	7.91348784071516	7.73606362787181	7.93073733756289	8.19869058566892
"INTS12"	7.29462074889163	7.54070926267143	7.68929916053589	7.4667902378031	7.26021388677142	7.58270652678079	7.3037807481771	7.84172158112846	7.53760669149529
"CGGBP1"	6.75622271284729	6.95768248616512	6.86294724802092	7.68720069465189	7.03672310600552	7.77939105953591	9.47694867324594	7.42710328715284	9.21626083716506
"EPC1"	8.76055363297574	8.56947590177766	8.29047969825131	7.7488637145357	8.14465824283188	8.50541460934675	8.39231742277876	7.98697970917658	8.05148086534133
"HARS2"	8.55688918972687	6.65248649491816	8.54959216744175	7.8820316083521	7.18487534290828	8.45368218587218	8.07414146275251	7.62058641045188	8.15835722604901
"MARK2"	8.43003431857349	9.05256805080415	8.27612440527424	8.69139457853809	8.85049941375812	7.82972273508606	8.52552080909507	7.91886323727459	8.36194377373524
"PRKCQ"	7.69627208392586	7.63952159951083	7.26021388677142	8.10590850857116	7.25361115194717	7.71424551766612	7.33628338786443	7.79181407116183	6.86418614465428
"CHD3"	6.55612281784117	4.70043971814109	7.74483383749955	7.73606362787181	6.43962313755712	7.16490692667569	5.12928301694497	7.88325423134128	6.64817779572482
"CEP41"	5.94016675048282	7.84109254469343	6.71836162613835	7.1405741777099	8.24222139509837	7.41616416473313	6.16591193893569	8.04439411935845	6.99661471481536
"EIF4EBP2"	8.54419169841571	8.55266909751427	7.8703647195834	7.90749159334305	7.88630626345243	7.63081315229913	9.00028174886153	7.92837032301897	8.49465561290021
"PDCD4"	6.27612440527424	4.83794324189103	8.97096866052181	9.14338321398982	7.77478705960117	7.52904005609508	5.99095486039699	7.88752527074159	8.86325707193297
"GPATCH2L"	6.75355105460065	6.35931031689044	7.78201533500419	7.53915881110803	7.37764435839991	8.40173284952262	6.7839804136838	8.02569327368077	7.60214209069798
"MASTL"	10.3395160070408	9.40343816300828	9.56719556140687	9.11243950678155	8.68999797141945	9.7140737580325	10.300581359796	7.25266543245025	9.53040633709907
"TP53BP2"	6.32732808262995	6.81634370528486	9.53683000504806	9.981995317818	9.9013194655301	9.42227505624547	6.49825086752783	7.71973105674985	9.44149177930473
"GIT1"	7.20652601587743	8.03287224946323	7.72109918870719	8.92955431573285	8.47004872601133	7.92837032301897	7.37937836707126	7.24031432933371	7.72109918870719
"SEC24B"	9.04412085578327	9.15810471969659	8.23697088625934	7.51096191927738	8.25597274199961	8.06177619758669	8.93899143877554	8.06716542701711	8.08321336824898
"ANKRD11"	6.61028665708102	6.72519581722666	5.84799690655495	7.87958324961278	6.26303440583379	7.82336724004623	7.90568784852686	8.1568415245884	6.98299357469431
"PXN"	6.39403389536778	6.30012372456901	6.98754825895374	8.56224242422107	6.93663793900257	8.00225245173138	7.87590290312483	8.05148086534133	8.48260630810786
"HADHA"	8.55688918972687	7.59469782732387	7.58120058192496	8.17841587438304	6.89481776330794	7.34518344718767	9.17092652528738	7.48381577726426	8.49585502688717
"ING5"	5.4093909361377	5.85049941375812	9.09354961281063	7.56605403817109	7.87159726561385	9.17217745317369	4.41278152533848	7.96578428466209	8.74247786700368
"ANKZF1"	9.09196423348528	9.01262453886506	8.17941152317403	8.05256805080415	8.21819994369474	8.30651744524982	8.8972404255748	7.82464058085342	7.97441458980553
"SP4"	7.55305325276641	8.21771541135067	7.31015831794782	7.56071495447448	7.90026304356897	7.83605035505807	7.11270013274936	7.95826269732954	7.08001802908917
"RABGAP1"	3.6667565918848	4.39231742277876	7.52591226074335	7.87344411251538	7.73131903102506	7.63372181264101	3.71149490665009	7.98584193700334	7.1405741777099
"PNKP"	6.57288966842058	7.22881869049588	7.13647851834917	7.70390357344466	7.81954046050572	8.55573947918052	8.10118781525974	8.1853710292354	8.81634370528486
"VAC14"	7.72860081064319	7.44790974874208	8.43546191447928	7.51254295509686	8.25974326369078	7.79636413813963	7.86604249709684	7.32192809488736	8.85112436288675
"PDE4DIP"	7.4643415327611	7.42794133250948	7.89299809305507	7.24412594328373	7.81634370528486	7.42710328715284	7.92955431573285	7.34961297182452	8.32732808262995
"USP7"	6.71149490665009	6.35049724708413	8.70286528981519	7.73741636593706	8.34695688937888	7.80283944093511	6.32012359804061	7.81826260830447	8.72109918870719
"RPS8"	5.66391384211598	7.93957921431469	5.14974711950468	6.17791779219584	7.4667902378031	7.07360604057494	8.89935692292311	8.12101540096137	8.31605520889049
"MYO1E"	7.86232740051799	8.75622271284729	8.1893304006149	8.17542479858969	8.89542381038297	8.76055363297574	6.61765111942733	8.41447383643093	7.10118781525974
"HELZ"	8.42919748847991	8.92213836930746	7.70043971814109	7.75221336786514	8.32597997939444	8.62461270900574	9.82607174717283	7.91348784071516	9.2749604721406
"ZNF296"	9.3482855418512	9.44418666269936	8.66035250967092	7.52825874275841	8.7901855632105	7.6646250548693	9.00870872983593	7.29737486052832	8.35138098067433
"SMARCAL1"	8.11426290059405	8.46229776553889	8.51451681645401	8.36806987653208	8.75722331053453	8.82591279878497	6.10223819393074	7.97899639608894	6.76022094646651
"GOLGA3"	5.26303440583379	5.58496250072116	7.44708322620965	7.2278565730605	7.49265437101891	6.99774402605963	6.10643207781693	7.13545278418517	7.95419631038687
"TTF1"	6.80864246791806	8.5168818908212	7.21237478756727	8.91438513215544	8.90026304356897	8.40002551791402	8.38111029409905	7.34429590791582	8.51963625284321
"DOCK9"	7.7515440590891	8.17542479858969	8.14261765544658	8.45820152473794	8.34429590791582	7.17492568250068	8.44997398581035	8.05907401466356	8.53760669149529
"CDCA2"	7.52199295640167	7.25171909260596	7.05528243550119	6.74550626586916	6.68650052718322	7.08852325661663	7.1405741777099	6.82654848729092	6.65391987311942
"MIB2"	8.64421681845824	8.30606168942834	8.78267065867701	8.54419169841571	8.56414948998573	8.4590217038623	8.50342824659197	8.04875931191986	8.68509917200661
"MEF2A"	9.56014173612078	8.57591736111815	9.09381367340273	7.90989308377004	8.03452387533439	7.75888943272096	8.71904650392994	7.81762325751143	8.23218105768664
"TASOR2"	5.52042224852645	5.41278152533848	7.43045255166553	7.33539035469393	7.46842040186455	8.41405094472604	5.96347412397489	7.94192792470872	7.88630626345243
"NAPRT"	6.38370429247405	7.24126817732937	5.91647664443772	7.46270675067016	6.55305325276641	6.85424505422013	7.78920757534734	7.80219321694183	7.19869058566892
"ICE2"	9.5702352149746	9.3533674042067	9.00225245173138	8.77741971551583	8.97326686099329	7.70942850136835	9.36435356025707	8.0698525111258	8.98498801863518
"PLEKHG2"	9.63208641283518	9.62442993899968	9.30720080914081	6.92955431573285	9.2777523356938	8.76719130302781	9.70925616725348	7.99774402605963	9.32732808262995
"CUL4B"	7.68229237143083	7.35579154675365	8.9515761390748	8.3482855418512	7.96116025813664	8.30286736097287	7.19672506078603	8.0405637111587	8.29783336841106
"CYLD"	8.49265437101891	7.86789646399265	8.28262513419167	7.09908476089186	7.76354436429392	7.35049724708413	9.51766938813381	6.71149490665009	9.39510565460353
"ACTB"	8.83320635997039	9.23002043570563	8.31197531446116	7.80219321694183	8.61249994573944	7.81442224656679	8.72349030214343	7.04220656012069	8.19130601891869
"RESF1"	7.75421943313514	7.79766152585376	7.08852325661663	7.47004872601133	7.0746766862945	8.18487534290828	7.65963918701565	7.71218305120923	7.05636676102453
"RPS28"	5.18189764310839	5	7.75888943272096	6.97269265400426	7.70182625841205	6.70735913208088	5.05311133645956	6.39917109381982	7.69209237542757
"MIEF1"	8.69174351917128	8.41996017784789	8.38801728534514	8.96751448080097	8.34296357439873	8.89087223954207	8.71904650392994	9.09776879341862	8.46311561989236
"ADAR"	6.93191939010004	9.82400405093315	6.46597446450407	7.81378119121704	9.20334800297976	9.64673869830785	9.79051141189419	8.62643913669732	9.16616308264611
"EAF2"	6.57591736111815	9.47208155013361	7.14159627838382	7.30742852519225	10.212009933182	8.71458897559915	8.30970371103028	8.52982094652869	8.98213796823992
"BTK"	7.63372181264101	7.88813438835287	7.48300957716455	8.0948694327187	7.59916899321943	7.53605290024021	7.77016832010343	7.64241277290506	7.58421090130802
"DDX55"	7.52512925120397	4.84799690655495	8.85611423397746	8.16289479937478	6.47411151394241	7.03782146543497	6.49024921062709	7.89360490485829	8.22641219278879
"PPP1R13L"	8.95971220517869	8.19672506078603	8.91707366287822	8.98669535024378	8.02956331443266	7.61323695471633	8.3389591754152	7.94251450533924	8.23026066466979
"HIRA"	7.59021276140836	7.99661471481536	7.97441458980553	7.03232128705788	8.30697305714083	7.39231742277876	7.70528679027247	8.17192735435346	8.15734693536284
"HIPK1"	7.11582397743624	7.61249994573944	8.1405741777099	7.69209237542757	8.46025109894385	7.59618975614441	6.4870360800319	8.0911708900279	7.37677657188298
"DHX16"	4.16992500144231	5.41953889151378	8.09434164963584	8.29829173062012	7.48623167798101	8.34607044078517	3.35049724708413	7.87713072876566	6.98071082890019
"RBL2"	6.01792190799726	7.90086680798075	6.78267065867701	7.36369674483899	8.4549161375148	7.85549144310187	6.35579154675365	8.11997860965488	6.37677657188298
"MLLT10"	7.87159726561385	7.61102479730735	7.61028665708102	8.51806297565252	7.32012359804061	7.73606362787181	8.84360704649056	7.85611423397746	8.61323695471633
"CDK5RAP2"	7.79311555527435	7.4245862262511	7.53294028837287	6.85798099512757	6.9518675043269	7.3819754785573	7.80219321694183	7.29094040240368	7.4068427546553
"ZNF768"	7.10328780841202	7.72109918870719	6.84297883178833	7.30286736097287	7.73876783680019	7.37330019660839	7.67877617412388	7.50937914891469	7.52199295640167
"CSF2RB"	8.55765515472542	7.79051141189419	8.5588033402543	7.71493235178568	8.08161658331465	4.35049724708413	8.47167521439204	7.3819754785573	8.4245862262511
"KLF12"	8.12722055048807	7.84423498775875	8.00674683244059	7.03452387533439	7.77082904603249	7.45450493755737	7.93899143877554	7.12412131182919	7.87590290312483
"LCOR"	7.55458885167764	8.84956148217829	7.09275714091985	8.30423722501714	8.3389591754152	7.69488019279919	7.51254295509686	7.72041528490633	7.05419729438881
"ID2"	9.18040648531064	8.75855636218021	9.38219169362566	8.07681559705083	8.90568784852686	8.14567745519564	8.19475685442225	7.78201533500419	8.29047969825131
"RRN3"	8.31605520889049	9.1009251010569	7.88508622529017	8.46719795153787	8.09908476089186	8.63081315229913	8.73403213956493	8.04766925139131	8.34029521043048
"PTCD3"	7.4178525148859	6.85174904141606	8.31424334674856	7.90267658665114	7.46352437327118	8.05093696522523	6.90809234081827	7.92896244083598	7.56453060081634
"RELCH"	8.32597997939444	8.02790599656988	7.81313985089045	7.98299357469431	7.51412226017071	7.74550626586916	8.71527564626461	7.7045953476324	8.02403150151675
"ARHGAP4"	9.05392588153111	8.6582114827518	9.40981519582048	9.53177132541286	8.90689059560852	9.14873077917319	9.75872290706246	7.86851392389546	9.88218449290063
"DNAJC6"	6.6724253419715	7.05311133645956	8.31379002544369	7.7714894695006	8.00842862207058	8.52512925120397	7.12205144771389	8.00112666545428	8.28586454703185
"OXR1"	5.09169983413681	5.5909612413426	6.46270675067016	6.5713734359732	7.29553937040683	7.60954813899943	5.44956137461324	7.16791986555194	7.44128427192704
"COA5"	6.64385618977472	7.08958289312471	6.44128427192704	7.69139457853808	7.06716542701711	7.89481776330794	7.12205144771389	7.69209237542757	6.83920378809694
"CHERP"	6.11270013274936	7.61691636257881	6.31288295528436	7.84924870276441	7.96405201104085	6.40599235967584	7.41023933077602	7.59693514238723	7.86046625851717
"CDKAL1"	5.82017896241519	7	5.90689059560852	6.59991284218713	6.48542682717024	7.11270013274936	6.65963918701565	7.53915881110803	7.10013667128545
"ITPKB"	7.00337736020232	7.25550073314839	7.75822321472672	8.0746766862945	8.20408201217437	8.18040648531064	7.33449676839042	7.62351574149055	8.17042585027251
"SRSF3"	7.68439798363757	7.48944659862258	8.40471582659663	7.51569983828404	8.1853710292354	7.50620838930675	7.62643913669732	7.71836162613835	8.49944729748518
"LIN37"	6.27612440527424	6.12101540096137	7.90749159334305	7.20945336562895	7.70666868217975	7.67948009950545	6.16591193893569	7.97269265400426	7.80219321694183
"RNASEH2C"	7.69627208392586	8.83067364913184	7.62716906084185	7.40173284952262	8.96780264519639	7.99038765180274	8.48743811292871	7.97670731184688	8.61985314739117
"SCIMP"	7.25361115194717	7.36106648879432	6.52199295640167	6.95652136333312	6.73199778664374	7.2364926183813	7.1405741777099	7.38715571766298	6.95070169008901
"HDAC9"	8.45820152473794	7.66746640495737	7.94485844580754	9.07601387708528	7.21334728173344	8.02236781302845	7.76155123244448	8.04384754043891	7.231701199029
"ANKS1A"	8.17891378466957	7.63154086734149	7.81185631429254	8.14567745519564	7.20359271420771	7.63517394667492	5.65535182861255	7.93073733756289	5.14159627838382
"ATM"	8.16942397867607	8.12153351734003	7.98697970917658	7.96058121135347	8.00281501560705	7.38887833881199	8.27798474729977	7.89845023280787	8.0666274090952
"HS1BP3"	8.651410525913	8.97068112787693	8.62461270900574	8.83352263642477	8.99095486039699	7.18289089274548	8.64781815592715	7.88508622529017	8.7007864781574
"NEK4"	8	8.25691629667084	7.762880292917	9.16892278185294	8.03727239024627	8.14618679149074	7.82972273508606	7.66888498426625	7.51175265376738
