"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"775","HLA-C",1.07223180771476,7.1715500059239,2.41787342072868,0.0406366038980125,0.125580214626761,-4.94191673374831
"776","CSF2RB",-1.87253369079765,7.70358366758431,-2.41661329280626,0.0407182274892021,0.125670302624535,-4.94391390927783
"777","RFC1",0.610470933241437,9.03674288091135,2.41566153133417,0.0407799857400882,0.125698926444673,-4.9454222350099
"778","HLA-A",-0.358566502573591,10.9750278971029,-2.4147360360669,0.0408401295574988,0.125722506799755,-4.94688883537377
"779","PRKD2",-0.577139777198701,7.4852035824204,-2.41370694471509,0.0409071099012206,0.125767045203368,-4.94851948549597
"780","WDR44",-0.607619633964573,9.66318542902889,-2.40449797763482,0.0415114083431616,0.12746131151522,-4.96310612329424
"781","NOB1",0.997776906666388,8.13527293703526,2.40240399251956,0.0416500587159527,0.127723291452889,-4.96642152651439
"782","SPRED2",-0.644034932321028,6.2035310466025,-2.39597796504701,0.0420784475494059,0.128718368973912,-4.97659258952315
"783","MYL12B",0.41901406724004,9.7802645030701,2.39472823457358,0.0421622706820172,0.128718368973912,-4.97857007728516
"784","MAD2L1BP",0.562751683546304,9.84785411213863,2.39468136725873,0.0421654174572177,0.128718368973912,-4.97864423324033
"785","COIL",0.386225378928952,7.91871401395217,2.39432238607229,0.0421895280352907,0.128718368973912,-4.97921222353505
"786","PPIL4",-0.973330746582992,7.60555707769132,-2.38896455809822,0.0425510225700304,0.129403968698085,-4.98768767128764
"787","SEC31A",-0.562248516080819,10.2537712001691,-2.38879937269137,0.0425622167371966,0.129403968698085,-4.98794891928619
"788","HSH2D",-0.91385426892286,8.52434785322147,-2.3885910692505,0.0425763370914786,0.129403968698085,-4.98827835558188
"789","NR2C2",-0.501203152720565,9.62631655425058,-2.3852892793811,0.0428007829899112,0.12992126142058,-4.99349949278044
"790","CARMIL1",-0.41669746449864,10.2086204260787,-2.37600921209865,0.0434379625610111,0.13168850675142,-5.00816684669594
"791","PEX1",-0.72935026515152,5.98064974676328,-2.36974146435961,0.0438736616369437,0.132547155731727,-5.01806700350705
"792","EEF1G",0.47817796479115,7.33669032420832,2.36961276419554,0.0438826536993804,0.132547155731727,-5.01827023782972
"793","RLF",-0.583751764610816,7.89153401881386,-2.3691811799184,0.0439128211844347,0.132547155731727,-5.01895175005036
"794","EIF3F",0.74975126855024,6.25067826209485,2.36875595535079,0.0439425643636705,0.132547155731727,-5.01962319621494
"795","BUB3",0.936465782427101,7.80457175363734,2.36774197164192,0.0440135705965718,0.13259434160854,-5.02122422183408
"796","ARID1B",0.350009399366037,11.9754849756896,2.36474101725402,0.0442243896831255,0.133062076998851,-5.02596178668619
"797","SUGP2",-0.515710602748177,11.0436894347393,-2.36275396005069,0.0443645356644928,0.133316264637968,-5.02909808109524
"798","GLCCI1",1.20794304057591,7.79889044032597,2.35521571451904,0.0449002414536112,0.134756990327567,-5.04099143577223
"799","CBFA2T2",-0.982707326274649,8.29983831016214,-2.35441556329703,0.0449574813672368,0.134759909730328,-5.04225342009681
"800","ATG9A",0.833950580426322,6.45884876436546,2.34896482822544,0.045349346373806,0.135764605706582,-5.05084793875509
"801","SLAIN1",0.40500247049231,9.4330435546904,2.34282002442857,0.0457951900015744,0.136928189829926,-5.06053201554071
"802","GCFC2",-0.526216405012689,8.00005156092682,-2.3412944764096,0.0459065525032336,0.137090016515267,-5.06293544547837
"803","KIF24",1.03216232135631,7.55181844246346,2.33898579758159,0.0460755950850138,0.137417233782384,-5.06657205126303
"804","DESI1",0.976359744566701,5.94994840367183,2.33823258869857,0.0461308793156731,0.137417233782384,-5.06775833812597
"805","MYH10",-0.757874359229178,8.06452927826203,-2.33395438829752,0.0464461462793568,0.138184497315602,-5.07449490847551
"806","MAP4K4",-1.37150521050692,9.75649147240227,-2.32618255752049,0.0470243567208048,0.139731184052515,-5.08672606141254
"807","MYG1",-0.51367050440103,6.65237963852893,-2.32498153950921,0.0471143465573137,0.139825105334283,-5.08861543446164
"808","ZKSCAN8",0.370890028853275,7.89737088062153,2.32094224221974,0.0474182606494977,0.140552888930132,-5.09496830846767
"809","PRR11",-0.323085998850985,9.29536689355509,-2.32016185980623,0.047477200273309,0.140553639869685,-5.09619539727385
