"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1375","BANP",-0.537861085267231,9.49365708201329,-2.36368272215245,0.0442989755797673,0.0771607611007584,-5.02763222301923
"1376","RUNX1",-0.579030953718743,9.88226080946851,-2.36035787452847,0.0445341192315689,0.0775139647962264,-5.03287928235095
"1377","ANLN",0.487835395412056,8.17237185418773,2.35647063267612,0.0448106153953119,0.0779385794275759,-5.03901202924902
"1378","CD27",0.451308677327541,8.80824725016624,2.3536825881666,0.0450099795543679,0.0782285203430415,-5.0434093804317
"1379","NOLC1",-0.384125314353797,12.8500000550775,-2.35209950586234,0.0451235738389064,0.0783690785672088,-5.04590578221378
"1380","PRPSAP2",-0.660742640088635,8.8334035827342,-2.35160647100096,0.0451590099152421,0.0783737889471049,-5.04668319244012
"1381","C2CD5",-0.397366816156145,9.62424100892431,-2.34662406427773,0.0455186713893026,0.078940780577393,-5.05453753826271
"1382","PFDN4",0.553743634460655,7.08318700563151,2.34233292845291,0.0458307179536031,0.0794244352379735,-5.06129944737471
"1383","RBM5",0.394437986561506,9.06593384863446,2.34082049858345,0.0459412069606453,0.0795547730028364,-5.06368211024617
"1384","SEPTIN1",-0.720434243070708,8.3239968461222,-2.34039469344424,0.0459723615181317,0.0795547730028364,-5.06435286139039
"1385","TRIP10",0.904513028142333,6.97703746791941,2.33346560032336,0.0464823019566597,0.0803791430947292,-5.07526440442155
"1386","CHD4",0.549723883615501,11.5331864293301,2.332061344076,0.0465863307040813,0.0805009105600828,-5.07747492983705
"1387","UVRAG",-0.515190891258063,8.7567394322394,-2.32580121199138,0.0470529116368133,0.0812485388393424,-5.08732599478884
"1388","DLGAP5",-0.605343457742425,8.81436134498485,-2.32454766290468,0.0471468981227117,0.0813521765157742,-5.08929793365938
"1389","KIF13B",-0.599037461547302,7.91211965533425,-2.3219486519467,0.0473423572864802,0.0816306304543701,-5.09338567995751
"1390","NUP214",-0.45404017281203,10.7898839240817,-2.31763868716554,0.0476682654919127,0.0821334502540511,-5.10016228009549
"1391","PHKB",0.624385377469495,7.62950043477228,2.31466007580682,0.0478948017371607,0.0824216310144597,-5.10484400173614
"1392","HLA-DOB",-1.04011683229935,6.37083069955223,-2.31453488116288,0.0479043467107006,0.0824216310144597,-5.10504075175865
"1393","RABEP1",0.568328680913048,9.13075243656888,2.31403670260814,0.0479423470955782,0.0824277970523402,-5.10582364301096
"1394","CD19",0.977022544009114,6.95611715158438,2.3113459997156,0.0481481083114786,0.082627992044815,-5.11005147173591
"1395","CSF2RB",-1.79081223452818,7.70358366758431,-2.31114701548435,0.0481633596443683,0.082627992044815,-5.11036408791287
"1396","BICD2",-0.713824951086009,10.2573839000679,-2.31078089867187,0.0481914335430931,0.082627992044815,-5.11093926413033
"1397","ZRSR2",0.981189201503073,7.10212467223317,2.31071110719081,0.0481967870090215,0.082627992044815,-5.11104890557711
"1398","CRTC2",-0.701276021861881,8.59559802583349,-2.30577856473191,0.0485766445631068,0.0832196450133339,-5.11879603053094
"1399","MIS18A",-0.678242503586677,8.88439596333519,-2.30470241093699,0.0486599137452178,0.0833027115223707,-5.12048577182938
"1400","USP8",0.498276099742517,8.93134388426662,2.30371595901031,0.0487363665138879,0.0833739984291153,-5.12203451376496
"1401","TNRC18",0.728381520088599,8.3208061695101,2.3016753076618,0.0488949011692946,0.0835855019989012,-5.1252378978358
"1402","PLK1",-0.892447978193296,7.75190436207013,-2.29934987000556,0.0490761841319067,0.083835564191096,-5.12888756917509
"1403","NUP35",-0.36895471419203,10.4305874952837,-2.29737601837129,0.0492305816625177,0.0840393749691589,-5.13198479856214
"1404","USP6NL",-0.502105657105018,7.73129441397467,-2.29275453492945,0.0495939674882419,0.0845993961070793,-5.13923418016863
"1405","CSPP1",-0.42384411529352,9.07754379512422,-2.29090806066086,0.0497398975331904,0.0847879392113815,-5.14212969179535
"1406","TFAM",-0.836596845766961,9.99652509297548,-2.28020345605957,0.0505943229231577,0.0861830749651228,-5.15890545789621
"1407","RPS2",-0.482231836013684,8.69193659810252,-2.27896517694505,0.0506940938266383,0.0862916522493239,-5.16084487097392
"1408","PPFIBP2",-0.830386913601862,8.08093411413092,-2.26825370449991,0.0515653095486951,0.0877122985576171,-5.17761113936498
"1409","UCHL3",0.404868390829803,9.48370822300867,2.26665518022099,0.0516965893853226,0.0878731948742708,-5.18011166410845
"1410","ZNF609",-0.570517646392421,10.1696986100855,-2.26517956196544,0.0518180688756214,0.0880172162816405,-5.18241956142987
"1411","TBC1D1",-0.524635072669705,10.788391114195,-2.26278843960392,0.0520155163465414,0.0882899799078431,-5.18615857075442
"1412","RTN4",1.49076168515181,7.74345924309106,2.26125514197556,0.0521425199972577,0.0884428720916658,-5.18855570209292
"1413","EPC1",-0.493696308157713,8.2722470885573,-2.25794378730364,0.0524178476030428,0.0888469532974434,-5.19373129534648
"1414","RB1",-0.46853856991706,10.8511531840452,-2.25496346910759,0.0526668789009998,0.0891667605752161,-5.19838793016486
"1415","BBX",0.594634919066285,9.46774786647911,2.25479503370654,0.0526809879807644,0.0891667605752161,-5.19865105998177
"1416","DAP",-0.849310377744743,9.24610930404025,-2.25077871762659,0.0530185250371762,0.0896746945367493,-5.20492394375217
"1417","RIPK1",-0.387086100923648,9.06923996790214,-2.24567947361814,0.0534501517761409,0.090340941075411,-5.21288428510727
