Gene	norm_19-A	norm_19-C	norm_1-1ug-B	norm_19-B	norm_1-B	norm_1-C	norm_1-1ug-C	norm_1-1ug-A	norm_1-A
CSTB	7.499845887	7.54689446	7.584962501	8.247927513	7.686500527	7.64385619	8.139551352	7.721099189	8.366322214
LACTB2	9.011227255	9.11113567	9.211888295	9.095397023	9.236014192	9.194756854	9.339850003	9.136991112	9.283088353
TOR1AIP1	6.572889668	6.563768278	6.741466986	6.595443985	6.781359714	5.840463234	6.882643049	6.714245518	6.714245518
SIT1	7.820178962	7.95419631	7.965784285	7.851749041	7.988684687	8.392317423	7.982993575	7.864186145	7.906890596
SOAT1	7.569855608	7.366322214	7.442943496	7.199672345	7.515699838	7.554588852	7.434628228	7.434628228	7.339850003
CMAS	8.033423002	7.942514505	8.154818109	8.103287808	8.169925001	8.139551352	8.321928095	8.005624549	8.199672345
SYVN1	7.900866808	7.851749041	7.936637939	7.768184325	8.005624549	7.994353437	8.033423002	7.700439718	7.894817763
ATP5J	5.683696454	6.057450272	5.887525271	6.09592442	5.83541884	7.392317423	6.672425342	5.797012978	6.191799501
RSU1	8.189824559	8.113742166	8.17990909	8.060695932	8.252665432	8.06608919	8.184875343	8.124121312	8.257387843
DENND4A	7.033423002	7.321928095	7.129283017	7.098032083	7.159871337	7.276124405	7.087462841	7.17990909	7.22881869
BRD7	6.635173947	6.845490051	6.95419631	6.700439718	6.832890014	7.108524457	7.076815597	6.714245518	6.645298164
GSK3A	7.285402219	7.417852515	7.366322214	7.276124405	7.366322214	7.46760555	7.303780748	7.592457037	7.426264755
ZFAND6	6.400879436	6.163901214	6.155830172	6.23457796	6.371558863	6.51412226	5.928370323	6.247927513	6.298291731
UQCRQ	8.144658243	8.21916852	8.442943496	8.164906927	8.312882955	7.936637939	8.271463028	8.194756854	8.30833903
MGST1	7.754887502	7.50779464	7.599912842	7.781359714	7.62935662	7.900866808	7.912889336	7.8008999	7.894817763
ACAA1	6.325530332	6.54225805	6.754887502	6.362820526	6.605849867	6.399171094	6.520422249	6.648177796	6.496654083
ARID2	6.274261661	6.033423002	6.422905743	6	6.441284272	5.830356747	6.14974712	6.108524457	6.173926932
ABRACL	5.169925001	5.61176256	5.185866545	5.091699834	5.325530332	4.981852653	5.161887682	5.244125943	5.300123725
KIF13B	5.569855608	5.339850003	5.491853096	5.181897643	5.388878339	5.529820947	5.523561956	5.593951284	5.482202926
GAMT	6.141596278	6.350497247	6.091699834	6.261154673	6.402585758	6.906890596	6.432959407	6.296457407	6.159871337
DNASE2	6.87036472	6.672425342	7.312882955	6.857980995	7	7.06608919	7.330916878	6.965784285	6.882643049
SCPEP1	7.285402219	7.54689446	7.46760555	7.339850003	7.392317423	8.071462363	7.636624621	7.417852515	7.483815777
SLC16A7	6.371558863	6.040015679	6.727920455	6.95419631	6.01346226	6.506208389	7.14974712	6.470862199	7
ABCB8	3.87774425	3.827819025	4.412781525	3.733354341	3.95419631	2.887525271	3.925999419	3.655351829	4.026800059
FAM208B	5.526694846	5.727920455	5.44625623	5.602884409	5.765534746	5.738767837	5.51412226	5.350497247	5.614709844
COX15	5.285402219	5.545350645	5.5360529	5.169925001	5.409390936	5.422905743	5.551516018	5.449561375	5.475733431
LDAH	7.108524457	7.189824559	7.21916852	7.209453366	7.257387843	7.348728154	7.375039431	7.247927513	7.339850003
SYNGR2	6.648177796	6.832890014	7.108524457	6.741466986	6.95419631	6.882643049	6.845490051	6.781359714	6.768184325
CDC42SE2	6.714245518	6.614709844	6.794415866	6.566815154	6.754887502	6.272396509	6.882643049	6.686500527	6.781359714
IGSF8	4.224966365	4.432959407	4.285402219	4.177917792	4.491853096	4.364572432	4.357552005	4.385431037	3.944858446
GTF2A1	4.343407822	4.632268215	4.64385619	4.357552005	4.498250868	3.523561956	4.498250868	4.232660757	4.596935142
DENND6A	5.970393538	5.768184325	5.947198584	5.840463234	6.151777655	5.974988112	5.988684687	6.031218731	5.850499414
FYTTD1	6.54225805	6.714245518	7	6.464341533	6.686500527	6.475733431	6.794415866	6.741466986	6.727920455
BIN2	6.462706751	6.714245518	6.781359714	6.727920455	6.845490051	6.988684687	6.652486495	6.605849867	6.518849829
ZFP1	4.584962501	4.510961919	4.754887502	4.857980995	4.781359714	3.572889668	4.902073579	4.419538892	4.716990894
MT-ATP8	7.17990909	7.098032083	7.199672345	7.108524457	6.977279923	7.294620749	7.321928095	7.129283017	7.247927513
TMED3	4.694880193	4.285402219	4.981852653	4.760220946	4.906890596	4.722466024	5.121015401	4.902073579	4.827819025
GON4L	6.131342539	6.309248961	6.45779126	6.238404739	6.312882955	6.592457037	6.215290306	6.419538892	6.375039431
RBBP8	5.746850183	5.419538892	5.584962501	5.532940288	5.669593751	5.498250868	5.44625623	5.680886921	5.911691582
MPV17	4.797012978	4.716990894	4.949534933	4.765534746	4.897240426	4.666756592	5.22881869	4.738767837	4.925999419
DGCR2	4.459431619	4.678071905	4.419538892	4.078951341	4.584962501	4.827819025	4.285402219	4.232660757	4.277984747
PGAM1	11.53673289	11.32249154	11.68868742	11.71896091	11.63979289	11.67109873	11.84588203	11.79400965	12.01924322
STMN1	11.31118066	11.34485068	11.30549179	12.07714952	11.4152136	11.47218312	11.81016994	11.33371443	11.99823782
USO1	10.9076418	10.91513245	11.03686045	10.99506047	10.95927751	11.70173964	11.17430154	10.96650545	11.05052891
HPRT1	10.42101286	10.4419067	10.48280796	10.60825482	10.57080444	10.31174832	10.56128795	10.45224124	10.59898297
FNBP1	10.37829486	10.33427329	10.45224124	10.35645197	10.54206454	10.24198315	10.4314976	10.49285462	10.48280796
SFN	7.392317423	7.348728154	10.60825482	7.50779464	7.426264755	8.17990909	7.499845887	7.417852515	7.515699838
CBSL	9.548821908	9.485829309	9.724513853	9.674192268	9.548821908	9.724513853	9.873444113	9.749869427	9.675957033
TMEM189-UBE2V1	5.923624611	6.083213368	6.006746832	5.935459748	5.9795681	6.232660757	6.053111336	5.909293086	6.059614856
RBM5	9.144658243	9.238404739	9.328674927	9.164906927	9.294620749	9.485829309	9.370687407	9.202123824	9.22881869
ACSL1	8.794415866	8.781359714	8.826548487	8.807354922	8.924812504	9.182394353	9.052568051	8.906890596	8.894817763
USP15	8.707359132	8.710806434	8.857980995	8.857980995	8.727920455	8.839203788	8.891783703	8.781359714	8.906890596
CADM1	8.071462363	8.038918989	8.21916852	8.060695932	8.330916878	8.124121312	8.303780748	8.139551352	8.194756854
RAB3D	6.608809243	6.754887502	6.845490051	6.350497247	6.807354922	6.686500527	6.578938713	6.686500527	6.741466986
GCDH	7.276124405	7.169925001	7.21916852	7.139551352	7.21916852	7.303780748	7.409390936	7.383704292	7.348728154
SHMT1	7.693486957	7.523561956	7.584962501	7.741466986	7.900866808	7.826548487	7.820178962	7.820178962	7.787902559
EML4	8.257387843	8.413627929	8.413627929	8.290018847	8.405141463	8.703903573	8.451211112	8.499845887	8.422064766
STAT6	8.335390355	8.285402219	8.409390936	8.17990909	8.417852515	8.487840034	8.339850003	8.46760555	8.30833903
XRCC4	8.022367813	7.994353437	7.864186145	7.918863237	8.124121312	8.118941073	7.971543554	7.918863237	7.912889336
SLU7	8.73470962	8.857980995	8.82336724	8.744833837	8.87958325	8.912889336	8.857980995	8.826548487	8.807354922
LZTFL1	8.033423002	7.948367232	8.189824559	7.965784285	7.942514505	8.588714636	8.266786541	8.016808288	8.092757141
SMG5	7.592457037	7.741466986	7.636624621	7.599912842	7.727920455	7.312882955	7.607330314	7.693486957	7.781359714
PFKFB3	4.847996907	4.776103988	5.133399125	4.472487771	5.008988783	4.760220946	5.044394119	5.259272487	4.897240426
NUDT3	6.714245518	6.593951284	6.894817763	7.076815597	6.686500527	6.845490051	7	6.894817763	7.14974712
PAK1IP1	7.531381461	7.442943496	7.50779464	7.076815597	7.577428828	7.614709844	7.577428828	7.562242424	7.459431619
GLRX5	5.224966365	4.700439718	5.057450272	4.781359714	5.057450272	4.419538892	4.852997588	5.520422249	4.906890596
AMPD2	8.082149041	8.312882955	8.294620749	8.204571144	8.471675214	8.17990909	8.475733431	8.312882955	8.326429487
CNPY3	7.14974712	6.988684687	7.033423002	7.044394119	7.169925001	7.238404739	7.087462841	7.118941073	7.06608919
RACGAP1	8.379378367	8.447083226	8.276124405	8.661778098	8.335390355	9.016808288	8.864186145	8.451211112	8.569855608
GALNT7	6.882643049	6.857980995	7.21916852	6.741466986	6.988684687	6.569855608	7.044394119	6.988684687	7
LZTS1	6.930737338	6.988684687	6.95419631	6.95419631	6.942514505	7.17990909	6.857980995	6.807354922	7.076815597
CENPC	7.375039431	7.076815597	7.375039431	7.209453366	7.339850003	7.383704292	7.118941073	7.209453366	7.129283017
MGMT	5.498250868	5.501439145	5.705977902	5.381975479	5.738767837	5.510961919	5.566815154	5.672425342	5.62058641
KIF21B	5.371558863	5.399171094	5.658211483	5.224966365	5.371558863	6.031218731	5.485426827	5.307428525	5.498250868
RABEP1	7.312882955	7.14974712	7.330916878	6.882643049	7.285402219	7.499845887	7.276124405	7.22881869	7.087462841
PPIP5K2	5.375039431	5.768184325	5.465974465	5.357552005	5.307428525	5.862947248	5.578938713	5.581953751	5.498250868
UNC119B	7.189824559	7.159871337	7.076815597	7.247927513	7.312882955	7.599912842	7.392317423	7.209453366	7.22881869
TMEM199	5.350497247	5.381975479	5.346956889	5.364572432	5.057450272	5.857980995	5.860466259	5.626439137	5.48864354
SCCPDH	7.357552005	7.383704292	7.499845887	7.199672345	7.491853096	7.64385619	7.285402219	7.434628228	7.238404739
PIEZO1	4.754887502	5.078951341	4.781359714	4.578938713	5.01346226	4.626439137	4.666756592	4.902073579	4.87774425
ISCA2	6.988684687	7.129283017	7.139551352	6.906890596	7.285402219	7.022367813	7.011227255	7.357552005	7.118941073
DIS3L2	6.930737338	6.965784285	7.033423002	7.055282436	7.169925001	7.098032083	7.087462841	7.087462841	7.087462841
D2HGDH	5.074676686	4.554588852	4.99095486	4.744161096	4.887525271	4.867896464	4.87282876	4.822730148	4.638073837
ABHD14A-ACY1	5.395748328	5.744161096	5.205548911	5.217230716	5.605849867	5.523561956	5.321928095	5.205548911	5.336283388
SLC25A46	5.209453366	5.371558863	5.388878339	5.61176256	5.388878339	5.501439145	5.911691582	5.224966365	5.680886921
NISCH	7	7.108524457	6.942514505	6.882643049	7.129283017	7.199672345	7.044394119	6.95419631	7.011227255
SS18	7.06608919	7.022367813	6.820178962	6.930737338	6.906890596	7.366322214	7.044394119	7.199672345	7.139551352
CEP350	3.560714954	3.560714954	3.655351829	3.807354922	3.64385619	0	3.925999419	3.498250868	3.711494907
VPS51	3.887525271	3.700439718	3.419538892	3.419538892	3.711494907	0	4.121015401	3.307428525	3.944858446
PIK3C2A	3.963474124	4.044394119	4	3.510961919	4.09592442	3.754887502	4.017921908	3.817623258	4.307428525
SURF2	7.033423002	6.64385619	6.636624621	7.417852515	7.055282436	7.357552005	7.285402219	6.781359714	7.169925001
CYB561A3	6.031218731	6.175923742	6.057450272	5.812498225	6.015693807	6.832890014	6.017921908	6.081083929	6.157852169
CERS4	7.169925001	7.044394119	7.383704292	7.276124405	7.294620749	6.942514505	7.285402219	7.169925001	7.417852515
PLEKHF2	4.008988783	3.754887502	4.224966365	3.827819025	3.99095486	3.185866545	4.070389328	3.944858446	3.95419631
SNAPIN	5.578938713	5.99095486	5.465974465	4.722466024	5.812498225	5.711494907	5.419538892	5.354028938	5.048759312
ARMC10	5.587964989	5.736063628	5.64385619	5.422905743	5.716990894	5.87282876	5.357552005	5.722466024	5.452858965
COMMD1	3.548436625	2.560714954	2.963474124	3.070389328	3.336283388	0	2.485426827	3.40599236	3.053111336
SGF29	4.209453366	4.217230716	3.897240426	4.255500733	4.459431619	3.807354922	4.070389328	4.209453366	4.336283388
AICDA	6.147713722	5.902073579	6.112700133	5.916476644	6.040015679	6.341630009	6.147713722	6.181897643	5.947198584
PLEKHH2	4.62058641	4.760220946	4.760220946	4.995484519	4.847996907	5.388878339	4.925999419	4.995484519	4.887525271
ITPKB	5.817623258	5.930737338	5.827819025	5.797012978	5.944858446	5.716990894	5.64385619	5.923624611	6.026800059
VKORC1L1	5.28169825	5.277984747	5.392317423	5.368069877	5.43629512	5.40599236	5.209453366	5.478971805	5.217230716
TARSL2	3.232660757	3.277984747	2.887525271	3.087462841	3.350497247	3.786596362	3.277984747	2.432959407	2.584962501
ZNF281	5.575917361	5.602884409	5.551516018	5.760220946	5.683696454	5.961160258	6.020146573	5.495055528	5.730639956
SRBD1	3.472487771	3.827819025	3.786596362	3.584962501	3.765534746	3.700439718	3.817623258	3.817623258	3.572889668
ZDHHC3	3.40599236	3.963474124	3.925999419	3.632268215	3.744161096	4.817623258	3.944858446	3.847996907	3.655351829
NR2C1	3.070389328	3.153805336	2.584962501	3.169925001	3.217230716	0	3.10433666	2.807354922	3.321928095
TRIM4	6.462706751	6.451211112	6.366322214	6.388878339	6.575917361	6.700439718	6.44625623	6.645298164	6.447909749
RNF138	5.830356747	6.068240861	5.804776378	5.680886921	5.970393538	5.95419631	5.817623258	5.700439718	5.672425342
NAP1L1	10.16867212	10.25384748	10.06474276	10.47269084	10.18115226	10.51274046	10.4314976	10.19352536	10.36741475
NCF1B	10.53235593	10.53235593	10.54206454	10.4314976	10.71510401	10.51274046	10.48280796	10.64475759	10.64475759
ACSF3	10.20579325	10.2179577	10.4419067	10.18115226	10.41045135	10.19352536	10.39981196	10.5028318	10.33427329
ACAA2	9.594324604	9.544964433	9.768184325	9.703903573	9.710806434	9.447083226	9.746514321	9.843921051	9.756556323
ACP1	9.350939182	9.273795599	9.259743264	9.245552706	9.337621902	9.424166289	9.481799432	9.361943774	9.396604781
PCMT1	9.245552706	9.216745858	9.337621902	9.383704292	9.364134655	9.290018847	9.453270634	9.319672121	9.485829309
FHOD1	7.906890596	8.033423002	7.936637939	7.864186145	8.022367813	8.118941073	7.942514505	8.060695932	7.820178962
CDKN2AIP	7.882643049	7.924812504	8.033423002	7.906890596	8.027905997	8.475733431	8.124121312	8.022367813	8.016808288
AIMP2	9.055282436	9.030667136	9.005624549	9.187352073	9.177419538	8.864186145	9.197216693	9.167418146	9.252665432
PTGES3	9.477758266	9.348728154	9.344295908	9.705632387	9.477758266	9.661778098	9.569855608	9.556506055	9.596189756
PPP3CA	8.479780264	8.503825738	8.794415866	8.370687407	8.599912842	8.636624621	8.511752654	8.550746785	8.361943774
MARK2	7.95419631	7.876516947	7.768184325	7.864186145	7.95419631	8.087462841	7.994353437	7.876516947	8
CLTA	9.136991112	9.049848549	9.154818109	9.415741768	9.074141463	9.4325419	9.204571144	9.047123912	9.252665432
MIA2	8.675957033	8.784634846	8.980139578	8.651051691	8.794415866	9.016808288	9.074141463	8.77807713	8.768184325
LMNA	5.944858446	6.407692649	8.577428828	5.649615459	6.059614856	7.139551352	6.236492618	5.439623138	5.697662633
UBXN4	8.294620749	8.271463028	8.361943774	8.174925683	8.396604781	8.027905997	8.46760555	8.22881869	8.392317423
PGRMC1	8.405141463	8.361943774	8.599912842	8.491853096	8.487840034	8.73470962	8.851749041	8.54689446	8.527477006
TMEM30A	8.011227255	8.049848549	8.124121312	7.794415866	8.13442632	8.257387843	8.21916852	8.044394119	7.948367232
ERO1A	8.17990909	8.21916852	8.46760555	8.224001674	8.422064766	8.164906927	8.442943496	8.339850003	8.339850003
NUP58	8.539158811	8.682994584	8.54689446	8.503825738	8.665335917	8.82336724	8.558420713	8.651051691	8.665335917
GCHFR	8.17990909	8.184875343	8.392317423	8.139551352	8.499845887	7.820178962	8.339850003	8.330916878	8.303780748
WDR77	7.108524457	7.033423002	6.977279923	7.475733431	7.17990909	7.531381461	7.321928095	6.930737338	7.22881869
EXOC1	8.21916852	8.154818109	8.353146825	8.312882955	8.271463028	8.392317423	8.483815777	8.303780748	8.339850003
ZMAT2	8.573647187	8.392317423	8.487840034	8.396604781	8.519636253	8.54689446	8.262094845	8.54303182	8.353146825
STK39	7.087462841	6.906890596	7.033423002	7.159871337	7.209453366	7.108524457	7.247927513	7.06608919	7.22881869
PDLIM3	8.124121312	8.257387843	8.076815597	8.113742166	8.299208018	7.876516947	8.214319121	8.247927513	8.243173983
ITSN2	6.157852169	6.209453366	6.329123596	6.334496768	6.004501392	6.325530332	6.64385619	6.181897643	6.437960088
CCDC90B	8.430452552	8.515699838	8.661778098	8.396604781	8.625708843	8.54689446	8.696967526	8.434628228	8.45532722
MIS18BP1	7.159871337	7.044394119	7.417852515	6.942514505	7.169925001	7	7.17990909	7.409390936	7.169925001
ZMYM2	6.906890596	6.820178962	7.033423002	6.832890014	7.087462841	6.244125943	6.965784285	6.820178962	6.95419631
SCAF8	5.289096702	5.578938713	5.545350645	5.686500527	5.694880193	5.799605422	5.557655155	5.378511623	5.523561956
hCG_1984214	5.757556689	5.581953751	5.925999419	6.083213368	5.875288598	6.076815597	5.981852653	5.984133595	5.689299161
RABGGTA	6.102238194	5.928370323	6.159871337	6.268658955	6.125155131	6.289096702	6.112700133	6.22881869	6.21916852
TNIP1	8.011227255	7.982993575	8.243173983	7.918863237	8.243173983	7.965784285	8.199672345	8.28077077	8.108524457
PITHD1	7.936637939	7.894817763	8.060695932	7.900866808	8.044394119	8.022367813	7.894817763	7.960001932	7.948367232
SERPINB3	6.044394119	6.276124405	9.4325419	6.274261661	5.921245889	8.348728154	6.794415866	5.791814071	6.388878339
UQCC2	6.977279923	7.118941073	7.159871337	6.894817763	7.22881869	7.108524457	7.14974712	7.087462841	7.087462841
WDR44	6.055282436	5.575917361	5.83541884	5.663913842	6.004501392	5.778734244	5.87774425	5.632268215	5.736063628
PPCS	5.296457407	5.566815154	5.371558863	5.300123725	5.416164165	5.504620392	5.517275693	5.303780748	5.259272487
NDUFS8	6.882643049	6.714245518	7.139551352	6.988684687	7.118941073	6.364572432	7.159871337	7.06608919	7
IDH3G	8.060695932	8.027905997	8.22881869	7.960001932	8.144658243	8.027905997	8.154818109	8.224001674	8.144658243
RBM38	7.686500527	7.727920455	7.73470962	7.577428828	7.807354922	7.665335917	7.693486957	7.851749041	7.882643049
ZNF22	8.247927513	7.977279923	8.098032083	8.375039431	8.214319121	8.614709844	8.430452552	8.174925683	8.370687407
VPS50	4.760220946	5.247927513	4.935459748	4.791814071	4.906890596	4.087462841	4.40599236	5.189824559	4.935459748
PSPH	7.033423002	6.988684687	7.22881869	7.118941073	6.882643049	7.209453366	7.383704292	6.95419631	7.159871337
PATL1	7.826548487	7.888743249	7.74819285	7.826548487	7.857980995	7.95419631	7.900866808	7.888743249	7.971543554
GTF2H1	4.270528942	4	4.087462841	3.95419631	4.112700133	4.419538892	3.655351829	3.666756592	3.700439718
NUBPL	4.897240426	5.031218731	5.03562391	4.744161096	5.008988783	5.040015679	5.078951341	4.930737338	4.802193217
AAMDC	7.098032083	7.076815597	7.129283017	7	7.199672345	7.118941073	7.14974712	7.022367813	7.199672345
BRK1	5.402585758	5.752213368	5.185866545	4.94016675	5.520422249	5.646738698	5.520422249	5.266786541	5
DAGLB	6.266786541	6.442943496	6.437960088	6.085339669	6.566815154	6.388878339	6.512542955	6.350497247	6.287250643
SCGB2A2	7.118941073	6.95419631	6.918863237	6.226893814	7.076815597	7.665335917	6.343407822	6.741466986	6.584962501
LANCL1	5.608809243	5.942514505	5.50779464	5.672425342	5.921245889	5.416164165	5.452858965	5.778734244	5.786596362
ASZ1	5.343407822	5.303780748	4.972692654	5.213347282	5.422905743	5.602884409	5.48864354	5.449561375	5.402585758
NR2C2	5.587964989	5.141596278	5.498250868	5.28169825	5.346956889	5.419538892	5.64385619	5.292781749	5.399171094
CRIM1	6.334496768	6.091699834	6.215290306	5.8899602	6.205548911	6.053111336	6.371558863	6.223036338	6.290940402
CEP68	3.64385619	3.935459748	3.700439718	3.169925001	3.754887502	5.108524457	3.459431619	3.247927513	3.498250868
HOXB4	4.529820947	4.672425342	4.465974465	4.145677455	4.638073837	5.129283017	5	4.378511623	4.584962501
SRPK2	4.169925001	4.554588852	4.053111336	4.017921908	4.292781749	3.44625623	4.03562391	4.263034406	4.277984747
BCAS4	3.307428525	2.944858446	2.584962501	3.121015401	3.232660757	0	3.232660757	2.827819025	3.217230716
PRCP	4.378511623	4.336283388	4.485426827	4.193771743	4.44625623	4.459431619	4.5360529	4.485426827	4.03562391
HDAC3	5.057450272	5.593951284	5.385431037	5.221103725	5.452858965	5.336283388	5.432959407	5.173926932	5.336283388
ZFAND2B	5.697662633	5.736063628	5.812498225	5.584962501	5.817623258	5.185866545	5.937815169	5.722466024	5.812498225
TUBB2A	7.95419631	8.082149041	8.13442632	7.965784285	8.118941073	7.845490051	8.154818109	8.257387843	8.076815597
LDHA	12.01227534	11.94800213	12.15196787	12.1582941	12.12960501	12.0261776	12.32220984	12.13602985	12.40965611
ACTBL2	6.205548911	6.383704292	6.348728154	6.040015679	6.309248961	6.283551423	6.165911939	6.123086751	6.381975479
KTN1	11.65776504	11.67109873	11.8419574	11.66222331	11.78994113	11.59851781	11.86534664	11.70606427	11.77355135
YWHAG	10.84627391	10.90011206	10.9076418	11.02997735	11.00912879	10.84627391	11.09077405	10.95201316	11.08414401
THRAP3	11.30549179	11.24733418	11.37232095	11.3777528	11.2708793	11.42048661	11.44656641	11.19905882	11.42574042
PGM1	11.14911199	11.14911199	11.21735191	11.07079181	11.3392933	10.95201316	11.18053081	11.2708793	11.25915477
UBQLN1	9.6794801	9.71596199	9.726218159	9.64385619	9.797661526	9.599912842	9.754887502	9.689997971	9.787902559
BASP1	10.51274046	10.56128795	10.57080444	10.61746747	10.67154107	10.4314976	10.80654962	10.56128795	10.6891244
ANXA11	10.02375435	9.932214752	10.02375435	9.933690655	10.13057056	9.911391988	10.09143539	10.05120894	10.05120894
FH	10.19352536	10.28886607	10.41045135	10.61746747	10.24198315	10.39981196	10.68035952	10.24198315	10.61746747
ZRANB2	10.05120894	10.06474276	10.1176431	10.15608308	10.18115226	10.02375435	10.30035256	10.1176431	10.25384748
CNP	10.1176431	10.1176431	10.10459875	10.16867212	10.15608308	10.2772874	10.24198315	10.2179577	10.23002044
IDI1	9.419960178	9.499845887	9.187352073	9.73978061	9.403012024	9.614709844	9.609178738	9.292321633	9.717676423
HMOX2	8.839203788	8.854868383	8.861086906	8.768184325	8.945443836	8.948367232	8.912889336	8.87036472	8.77807713
REXO2	9.656424863	9.726218159	9.712527	9.556506055	9.791162889	9.763212367	9.665335917	9.729620744	9.700439718
TMED9	9.828136484	9.938109326	10.13057056	9.890264277	9.995767151	10.05120894	10.23002044	9.802516365	9.964340868
PACSIN1	8.592457037	8.724513853	8.658211483	8.592457037	8.707359132	9.016808288	8.900866808	8.636624621	8.707359132
CHMP7	8.118941073	8.06608919	8.044394119	7.912889336	8.257387843	7.864186145	8.174925683	8.129283017	8.174925683
PLEK	9.21916852	9.245552706	9.312882955	9.403012024	9.28771238	9.670656249	9.485829309	9.283088353	9.353146825
TXN	9.746514321	9.567956075	9.579315938	9.511752654	9.674192268	9.888743249	9.807354922	9.727920455	9.541096615
LRCH1	7.700439718	7.651051691	7.707359132	7.577428828	7.73470962	7.754887502	7.832890014	7.768184325	7.781359714
CTPS2	7.700439718	7.851749041	7.807354922	7.614709844	7.721099189	8.50779464	8.005624549	7.636624621	7.820178962
FAM208A	8.82336724	8.703903573	8.797661526	8.603626345	8.794415866	8.924812504	8.885696373	8.707359132	8.816983623
STX12	7.95419631	8.005624549	8.049848549	7.971543554	8.124121312	7.977279923	8.17990909	8	8.076815597
E9PCH4_923	8.661778098	8.751544059	8.810571635	8.640244936	8.804131021	8.330916878	8.6794801	8.918863237	8.77148947
OTUD6B	8.370687407	8.299208018	8.214319121	8.199672345	8.409390936	8.857980995	8.434628228	8.353146825	8.252665432
DEPTOR	8.566054038	8.6794801	8.682994584	8.422064766	8.672425342	8.761551232	8.77478706	8.614709844	8.54303182
HBA1	9.62935662	9.556506055	9.896332404	9.620219826	9.73470962	9.743151394	9.933690655	9.861086906	9.611024797
HS2ST1	8.495855027	8.326429487	8.515699838	8.409390936	8.523561956	8.312882955	8.686500527	8.426264755	8.562242424
HDAC6	8.353146825	8.562242424	8.475733431	8.108524457	8.475733431	8.463524373	8.087462841	8.442943496	8.049848549
NDFIP2	5.456149035	5.205548911	5.462706751	5.469234794	5.517275693	5.897240426	5.686500527	5.478971805	5.566815154
JMJD6	6.62058641	6.672425342	6.452858965	6.521992956	6.727920455	6.768184325	6.672425342	6.672425342	6.395748328
H1FX	7.62935662	7.714245518	7.965784285	7.607330314	7.857980995	7.523561956	7.95419631	7.721099189	7.741466986
MLEC	7.658211483	7.383704292	7.845490051	7.948367232	7.499845887	7.768184325	8.118941073	7.686500527	8.076815597
SNX12	6.434628228	6.607330314	6.416164165	6.498250868	6.602884409	6.700439718	6.417852515	6.636624621	6.261154673
TEX264	8.921840937	8.95419631	9.079484784	8.915879379	9.027905997	9.113742166	9.192292814	9.027905997	9.011227255
SRSF8	3.472487771	3.307428525	2.847996907	3.153805336	3.185866545	3.857980995	3.62058641	2.232660757	3.40599236
INTS7	7.994353437	8.129283017	7.936637939	8	8.044394119	9.011227255	7.95419631	8.129283017	8.113742166
HTRA2	6.965784285	6.741466986	7.076815597	6.857980995	7.159871337	6.894817763	6.965784285	6.857980995	6.965784285
PPM1A	6.906890596	7.129283017	6.988684687	6.918863237	6.918863237	7.022367813	6.930737338	6.942514505	7.06608919
AACS	6.918863237	7.044394119	7.098032083	6.857980995	6.988684687	7.366322214	7.169925001	7.098032083	7.033423002
TAX1BP1	6.285402219	6.314696526	6.400879436	6.768184325	6.217230716	6.598424761	6.512542955	6.364572432	6.421223299
TP53	8.118941073	8.022367813	8.326429487	8.038918989	8.159871337	8.005624549	8.233619677	8.194756854	8.144658243
UBIAD1	3.797012978	4.193771743	3.827819025	4.112700133	4.217230716	4.452858965	4.452858965	3.972692654	4.112700133
CCDC61	6.270528942	6.338067798	6.261154673	5.988684687	6.373300197	6.569855608	6.421223299	6.495055528	6.289096702
PHF10	5.928370323	6.163901214	6.09592442	5.94016675	6.046578367	6.249824549	5.981852653	5.981852653	5.87774425
HJURP	5.482202926	5.510961919	5.82527683	5.666756592	5.617651119	6.362820526	5.617651119	5.364572432	5.617651119
SLC7A1	7.700439718	7.74819285	7.807354922	7.584962501	7.832890014	7.636624621	7.787902559	7.607330314	7.807354922
NOL12	6.727920455	6.845490051	6.686500527	6.714245518	6.87036472	6.845490051	6.596935142	6.462706751	6.540709263
PMF1-BGLAP	5.321928095	5.501439145	5.412781525	5.141596278	5.43629512	4.749534268	5.125155131	5.263034406	5.422905743
VAMP7	6.754887502	6.930737338	6.906890596	6.578938713	6.768184325	7.06608919	6.768184325	6.768184325	6.857980995
MMTAG2	7.864186145	7.988684687	7.882643049	7.768184325	7.971543554	7.665335917	8.071462363	7.707359132	7.977279923
CBLL1	5.865423978	5.894817763	5.855491443	5.830356747	5.845490051	6.213347282	5.8899602	5.794415866	5.974988112
FBXO30	5.197708158	5.247927513	5.419538892	5.292781749	5.303780748	5.560714954	5.817623258	5.232660757	5.350497247
C11orf54	7.011227255	6.845490051	6.857980995	6.658211483	6.988684687	6.95419631	6.686500527	6.857980995	6.781359714
RBMS3	6.977279923	7.348728154	7.169925001	6.988684687	7.417852515	7.098032083	7.139551352	7.17990909	7.087462841
SYNGR3	4.694880193	4.87282876	5.074676686	4.498250868	4.87282876	4.722466024	4.744161096	4.727920455	4.807354922
YIF1B	5.719731057	5.83541884	5.956521363	5.439623138	6.076815597	5.827819025	5.563768278	5.827819025	5.705977902
IGHD	4.822730148	4.64385619	5.091699834	4.749534268	5.388878339	4.247927513	4.87282876	4.765534746	4.852997588
COX20	4.902073579	4.749534268	4.930737338	4.99095486	5.09592442	5.01346226	4.972692654	4.733354341	4.510961919
