Gene	"Gr2_F2: 128N, Control, 781"	"Gr1_F1: 128C, Sample, 4"	"Gr1_F2: 126, Sample, 1"	"Gr1_F1: 126, Sample, 1"	"Gr1_F3: 128C, Sample, 4"	"Gr1_F2: 128C, Sample, 4"	"Gr2_F1: 128N, Control, 781"	"Gr2_F3: 128N, Control, 781"	"Gr1_F3: 126, Sample, 1"
HNRNPA1	9.833048196	10.95535931	8.028458647	7.638073837	11.40205275	10.33918193	10.36654079	10.43275067	8.367633159
HDAC7	10.39070637	10.89201148	9.030667136	9.083745237	11.4710655	10.77815929	10.4879405	10.62999403	9.837943242
RBBP6	10.7561393	10.61654884	11.51120907	11.33957168	10.86820523	10.75647293	10.79075575	10.47421294	11.57449892
PRKD3	10.12243977	10.32249154	10.67727919	10.84038455	10.57846704	10.2039597	10.72826067	10.55458885	11.10164745
ESF1	11.37645102	10.00084508	11.85003052	11.13069925	10.38284014	10.79992915	11.21595762	11.16314647	11.4601999
STIM2	10.11842202	9.820976693	10.69339984	10.50322946	9.814422247	9.991096628	9.880960963	9.460455896	10.52845411
USP15	10.52346394	10.30628959	10.51244419	10.68562484	10.05297553	10.12593001	10.61985315	10.1042056	10.47471995
LIG1	10.12412131	10.54988091	6.830356747	7.719731057	10.1009251	9.8166637	9.941194363	10.53857696	7.249824549
IL16	9.173926932	10.43504513	10.90064043	10.8701335	10.40609869	10.44159552	9.233380007	9.147713722	10.79270897
SRSF1	10.8705959	12.08759544	12.52385595	12.56147889	12.50905744	12.13916761	10.80968775	10.86928538	12.91232801
MAP7D1	10.22303634	9.946175241	9.526303606	9.870981124	9.678600139	9.669770889	10.2764734	10.2810027	9.598796925
EIF2B5	9.924960921	10.21504757	7.075746538	8.015136244	10.38089392	10.36577564	10.27181315	10.49685378	7.107478647
LBR	6.345183447	6.574404309	9.089318057	7.479780264	8.077883864	8.210914816	6.680886921	7.14974712	8.832257114
EDC3	10.17517526	10.54022493	7.741466986	7.850499414	10.04152227	10.26865896	10.2134688	10.5754447	7.582706527
UBE2O	9.964918408	9.29209152	11.91539392	10.5079928	10.34784279	10.61480185	8.985272714	10.39113616	11.712527
ZC3H11A	10.44325439	10.50828999	10.48401726	10.902978	10.44832283	10.06420384	10.38887834	10.25242891	10.88897151
SNW1	10.64718857	11.41927553	11.5228267	11.42982516	11.49949713	11.62561753	10.47116713	10.67692673	11.4395712
DFFA	10.46923479	10.75020451	8.338959175	8.544578117	10.56109697	10.26315181	10.4098152	10.37275626	8.725877459
MPZL1	10.28748153	9.746178381	7.772149591	7.537606691	9.836208191	10.05148087	10.41193462	10.21176665	8.288173968
WIZ	9.983991141	9.161635793	11.09987377	10.04944018	10.0768156	10.22617132	10.18375943	10.46311562	10.97283623
BACH2	10.00520347	10.43076615	10.88516251	10.82201308	10.96881077	10.46250227	10.34684611	10.61203912	10.90147032
C18orf25	10.65141053	11.11217883	7.484621527	7.570614722	10.40758644	10.90470988	10.51540417	10.68720069	7.556122818
HNRNPK	9.28748153	9.327328083	10.14044636	10.23816586	9.347178416	9.28424575	9.35380846	9.139807127	10.19844504
ARID1A	11.74731187	11.07018805	11.60422889	11.47578409	11.66151091	11.41135209	11.6407872	11.32474311	12.06662741
RBMX	11.1210154	10.91004304	9.62040313	10.19819946	11.22092241	10.36457243	11.10289429	10.95390542	10.56061943
VDAC2	10.47623991	9.884017845	11.65740778	11.37802385	9.333379007	10.237449	10.48954695	10.43556609	10.79230227
INPP5D	10.59423128	10.69104555	10.60288441	11.02804418	10.28135051	10.37970326	10.78708632	10.34894941	10.66257937
PELP1	10.79344074	10.93383816	10.40503507	10.97606285	10.55468477	10.39167322	10.63689646	9.869748051	10.59273733
ZC3H13	10.69060915	10.93369065	10.19537221	10.20138882	10.82145512	11.03994716	10.75120929	10.56786103	9.964774045
CARMIL1	9.847527203	10.51707881	10.38984641	10.46668829	10.12722055	10.43733595	9.916178043	10.06783767	10.10787091
RB1	10.10774017	11.1174483	10.99095486	11.10309106	10.95971221	11.03438631	10.8759029	10.58796499	10.88317785
RIF1	10.26315181	10.12928302	9.024585638	9.171677212	10.30092449	10.17155212	10.07868455	10.15114342	8.818582177
TP53	10.85089004	11.15601985	10.24448277	10.74466568	11.40103949	10.68763813	10.49585503	10.78798416	10.93722667
FIP1L1	10.33371443	10.30023815	10.63372181	10.89534807	10.27519333	10.10930832	10.35931032	10.3220408	10.7394431
MVB12A	9.897240426	10.33360263	9.504620392	9.923921676	10.59721456	9.87835751	9.486633935	9.455532718	10.17280251
SCML2	10.34185236	10.32023645	11.0617762	10.91416086	10.48442013	10.41595298	10.41669199	10.38844788	11.15114342
PFKFB3	10.42385126	11.01854794	11.24537444	11.32845054	10.46158176	10.86341196	10.34607044	10.43201985	10.96592855
WDR20	10.19672506	9.552092673	10.07065766	9.779062689	10.60806997	9.892087397	9.906890596	10.31367667	10.85042128
SLC4A7	10.29289676	10.59591014	9.299436999	9.315376027	10.25100893	10.50680344	10.16679075	10.14082977	8.961160258
PRAG1	9.050664938	10.01318307	9.83652381	10.37991982	9.715790435	9.447496547	9.027905997	9.879123719	10.12010825
SNX29P2	10.16791987	10.17067621	10.33572531	10.41309898	9.686325432	10.04875931	10.36271096	10.24863919	9.972405465
TMX1	9.350718231	9.353587949	9.611578155	9.77445764	8.8008999	9.490850877	9.09934781	8.910492832	8.963185094
SSB	10.05853297	10.31989788	7.539934245	7.985841937	10.44397954	10.01833929	10.04998465	10.17242751	7.727239777
FAM122B	10.23338001	10.95157614	11.01868702	11.03142552	10.67216012	10.85206128	9.984133595	10.3753653	10.84006978
EIF4G3	10.68956125	10.80590506	11.76723269	11.70204279	10.64880695	10.90583825	10.79603961	10.8375491	11.50789372
LUC7L2	9.512542955	10.90749159	11.7676879	11.63367641	11.15329868	11.1176431	9.160627797	9.497253084	11.86104812
C12orf45	11.14567746	10.60492382	10.26479443	9.887068264	10.55851638	10.97269265	11.14082977	10.86766485	9.905086099
AFDN	9.863721683	9.495855027	9.390383947	9.375473913	9.075746538	9.618752554	10.49685378	10.58063545	9.0725346
KMT2E	10.66097638	10.15342536	10.26056675	10.58965115	9.617467465	9.801546703	10.50957709	10.64862722	10.14656868
MIDEAS	10.17017545	10.21601827	11.04950825	10.66985945	10.51293794	10.60177079	10.07588021	10.21928955	11.0533829
NUP214	10.94989965	10.16754359	11.27995874	10.93590168	10.55765515	10.53683001	10.70951466	10.58298872	11.38866312
SLC4A1AP	10.77132439	10.72015874	11.23164121	11.42227506	10.75972177	10.51491126	10.50531536	10.54968842	11.46954007
NF1	9.03534898	9.950993232	10.65078251	9.95259566	9.763378375	10.6953153	9.550746785	9.431079674	9.769176663
KDM1A	10.32575517	10.47745472	10.26971112	10.36959735	10.4612748	10.29634268	10.56472112	10.57875006	10.37068741
NUP155	10.10053094	10.08825823	8.336283388	8.456970381	9.758223215	10.03754695	10.29611321	10.51106078	8.098032083
KIAA1143	9.417430613	9.83652381	9.397674633	8.814742667	9.489647293	10.19290922	9.331812684	10.18883607	8.375039431
LAPTM5	8.122051448	8.285864547	9.173926932	8.945443836	8.284477118	8.504620392	8.092228584	8.955359305	8.974701379
IRAG2	8.377644358	9.245552706	9.028734893	10.40098614	8.994353437	7.856736756	9.010108453	8.701826258	10.05012073
CRYBG1	10.15469155	9.591335336	9.618936044	9.864186145	9.445014846	9.38024459	10.18177344	10.39049143	9.676133391
SERBP1	9.931180721	11.30241045	11.30959004	11.66963804	10.93265768	10.83912504	10.31944633	10.03452388	11.32990843
SF3B2	10.5639589	10.44852933	9.117643101	8.900866808	10.87121221	10.92555444	11.28019079	10.74710203	8.960001932
PATL1	10.04480392	10.37721053	10.40429006	10.79392839	9.871597266	10.07908472	10.0054842	10.34007262	10.26830806
EBAG9	9.714588976	9.855647166	11.24929126	10.73394743	9.450592681	10.3711232	10.30924896	10.22351909	10.357552
FOXK1	10.19635623	10.14644139	10.47126876	10.74247787	10.00898878	9.986268707	9.368288186	9.804453736	10.61037895
DNAJC2	9.210914816	9.804131021	6.753551055	7.029011087	8.006746832	9.351822645	9.729110867	9.447083226	6.745506266
RIC1	9.807193898	9.814262009	10.43525354	10.05066494	9.656603625	10.18351133	9.512937943	9.799443531	9.830356747
SCAF4	10.28216177	10.66231233	10.44697988	10.63734941	10.45285896	10.39681882	10.28978837	10.24994303	10.54158066
MME	10.06689644	9.888591058	9.603255425	10.4629112	9.234338449	9.229299509	9.68264352	10.01694754	9.771654528
CDK13	10.27367906	10.25183742	10.71861849	10.30149619	10.3380678	10.7228929	10.04589614	10.10328781	10.39981196
AMPD2	10.57430969	10.57742883	10.95026427	10.82885051	10.77659753	10.76030413	10.38737116	11.02063276	11.00091548
NAF1	9.719046504	9.407692649	7.148730779	7.722466024	9.640787201	9.276357079	9.631358973	9.786923022	7.430452552
CCNL1	9.570235215	10.43076615	9.90523656	10.23971785	10.43608686	10.11725348	10.35656201	10.41837972	10.2081124
FNBP4	10.7770909	10.70666868	11.44387597	11.26602518	10.79156991	10.82702507	10.4148966	10.5943246	11.42027606
ILRUN	10.74936666	10.43879185	11.5651973	11.28788549	10.01178633	10.66923941	11.15209467	10.64060647	10.79830978
PTPN2	10.44811631	9.85315358	10.88775372	10.27204652	10.32788942	10.38898593	10.10328781	10.11777295	10.76204977
APC	9.418906731	9.712870868	9.298979001	10.03493649	9.881419908	9.017643583	9.343629895	9.420802382	10.20860017
EIF4EBP1	10.43431547	10.32833833	10.87221314	10.34828554	10.8181028	10.68106268	9.78496195	10.90681545	11.01031829
SLC44A1	10.01094764	7.505414609	8.745506266	6.240314329	9.278217121	9.120237877	10.05596023	10.75313316	8.919459269
MTA3	9.778405724	9.957537397	9.926147714	9.58044702	10.06447333	10.41447384	9.207746467	10.33237228	9.722636788
PSPC1	9.82416321	10.09486943	10.76710852	10.67198327	10.13416959	10.23433845	9.663024333	10.16503259	10.6720717
AP3D1	9.775281049	9.316055209	7.541483864	7.599912842	9.349391818	9.127994321	9.570804438	9.913338238	7.813781191
UFD1	9.840777924	9.666756592	10.04875931	10.64015454	9.391243589	9.167418146	8.917073663	10.13647852	10.31231575
ARHGAP45	9.772644484	10.24757154	9.675251386	10.60825482	9.952013165	9.396176618	9.530796466	10.37547391	10.21213156
PRRC2A	10.4419067	11.17903824	8.246503098	9.027076623	10.85634771	10.42353615	10.97434288	10.71973106	8.961449694
FLII	10.44718657	10.14070198	10.49914828	10.49105138	10.1540586	10.13750352	9.951430434	10.52874711	10.50739824
RPUSD2	9.917073663	9.787902559	8.787902559	10.27111282	10.29714555	8.271929844	9.82336724	10.42174927	10.74584236
STRIP1	10.11673383	10.63072216	10.24626556	10.44697988	10.47411151	10.31729955	10.2837829	10.36577564	10.13878376
DHX8	10.3967118	10.32316738	9.782506856	9.929850162	10.42059188	10.20481565	10.75288237	10.54939964	10.07038933
DNAJC9	8.941927925	9.767522386	10.07574654	10.53401101	9.50779464	9.366540788	8.495855027	9.214561978	10.36577564
PRKAR2B	10.48834228	10.57950451	10.4252159	10.28955785	10.72970571	10.68492391	10.48984796	10.39242476	10.48603051
CDK11B	9.233859307	9.875749351	7.688600011	7.635899466	9.160123534	10.03479896	9.878510785	9.705632387	7.216260837
GTF2I	10.02707662	10.40375769	10.57099413	10.90591344	9.987121868	9.983848674	9.422695544	9.918416052	10.53634436
MAP7D3	8.478971805	8.180903709	7.505414609	8.254556252	8.914684105	7.627169061	8.09434165	9.079484784	8.916775185
BAP18	9.562051579	9.764374024	10.1015818	10.52874711	9.67912818	9.169423979	9.967082126	9.823685681	10.61470984
TFAP4	10.65374078	10.30320995	11.22140587	11.02597005	10.54650866	10.53069894	10.65185894	10.60991745	11.22508691
THOC5	10.0502568	10.48874395	9.621685607	9.782179194	9.584774638	10.27181315	10.52336592	10.67436884	9.002252452
CEP43	9.532355925	10.06824086	9.842193179	9.97441459	10.05052891	9.949972578	9.191059215	10.28805858	10.04124846
CWC25	9.908242489	9.414473836	9.823048729	9.153298683	9.591522347	10.15886211	10.52728151	10.62735148	9.299665944
MIOS	10.11478345	10.26608376	11.01199593	10.95891516	10.28297256	10.25124569	9.667643804	10.15380534	11.00863871
DCUN1D5	10.60195645	10.17005023	10.02624677	10.25408378	10.08547246	9.979282276	10.2974895	10.26784007	10.14847658
HNRNPU	8.707704233	8.833838844	8.378511623	8.48864354	9.238404739	8.862947248	9.112700133	9.129798173	8.777419716
NMT1	9.973984298	10.34784279	6.189824559	7.539158811	9.963474124	10.12205145	10.15279185	10.39778157	7.207502459
ECT2	9.190318548	9.128767677	8.107478647	8.168922782	8.045486656	8.847370601	9.025416445	9.156335937	7.088523257
NOP14	9.884017845	10.23601419	9.619486376	9.92940637	9.350718231	9.903580625	10.15127029	10.11738337	8.974988112
SURF6	10.15165083	10.62580015	7.289096702	7.340740281	9.525520809	10.36490068	10.71955995	10.47765709	6.323730338
ARHGAP24	10.25171909	9.047941844	10.26795708	9.714588976	9.608624459	9.6121313	10.44790975	10.33349082	10.40631132
TRRAP	9.795715007	10.31367667	10.36161485	11.18982456	8.899054756	9.539158811	9.523757961	10.02042442	9.698704667
CHEK1	9.689299161	10.23864358	10.13249973	10.23792695	10.22881869	10.09354961	9.555547772	10.06069593	10.30492167
TJAP1	10.33416153	10.03960452	9.649435829	9.650154214	9.833996921	10.03933035	10.26725487	10.37036048	9.523757961
ZFC3H1	9.892694591	9.561669813	9.34739991	8.824640581	8.874674032	9.967514481	9.699398938	9.706323333	8.065550771
FLI1	10.38100211	9.278681758	9.293701542	9.172677521	9.285402219	9.570235215	10.22761594	10.45121111	9.193525361
GDI2	10.76818432	9.999295387	11.11113567	10.76570049	10.42017077	10.39970517	10.97978243	10.45481335	11.14574113
RBM12B	9.847527203	10.38963134	10.84132847	10.92288168	10.50303065	10.38067751	10.05812705	10.19278596	11.09717622
PTK2B	10.52581441	10.76752239	11.35314683	11.42437627	10.63472031	10.73961186	10.60037755	10.33862497	11.33667392
CENPC	8.011227255	9.444807845	9.053925882	9.216260837	9.514911265	9.270061673	9.247927513	10.00225245	9.331140882
DNTTIP2	10.00197109	9.894363061	10.62580015	10.60584987	9.870981124	9.995484519	10.27844946	10.23517656	10.6000058
MYL12B	9.809446601	9.673309076	9.660709039	10.08839075	9.557463702	9.343629895	9.959277506	10.06272077	9.867433196
SMARCAD1	10.65606727	9.391673219	10.86310217	10.27937843	9.92940637	9.986268707	10.49265437	10.29668683	10.74188827
GLYR1	8.588339861	10.59609656	9.414896604	8.558420713	10.28285676	10.98825863	9.856425529	9.740118043	8.163398094
ZMYM2	10.40333164	10.09855852	10.32023645	10.33259606	9.886001351	9.991521846	10.30412312	10.31831684	10.15987134
NCOA3	10.56081047	9.723490302	10.72203903	10.2935866	10.01569381	10.17717035	10.32957213	10.59535074	10.66950517
PFKP	9.257859235	9.436711542	10.30924896	10.3019534	9.953032377	9.380893917	10.0548756	9.856425529	10.98683754
LIMA1	10.43441973	10.77651528	10.98142458	10.94734472	10.71028986	10.79140712	10.501041	10.0231999	10.85634771
MKI67	8.167919866	8.799605422	7.241268177	8.737416366	8.676662335	7.495055528	8.860466259	9.318316841	8.714245518
LARP7	10.39263942	9.008988783	5.669593751	6.106432078	9.017921908	9.490850877	9.941487833	9.673485757	5.947198584
BRD8	9.512937943	10.64520808	8.324630615	9.082149041	8.477758266	10.31820384	9.987406143	10.12088584	7.377644358
PCNP	8.296457407	8.50422312	7.769507291	7.188836073	7.326429487	9.172177453	8.43629512	8.263503957	5.949534933
LDHB	9.960291601	9.600842114	10.33795634	9.846900693	9.631722739	9.895272322	10.15633594	10.16566075	9.948221202
FTSJ3	10.06218109	9.928666412	7.752882366	7.596189756	9.117643101	9.528649452	9.265380633	10.05324713	7.0725346
PIAS1	9.830039776	9.55956829	10.5487256	10.36391572	10.12850994	9.813781191	9.58251837	9.636624621	10.97405602
AKT1S1	9.99364606	10.44024629	10.45748349	10.9204273	10.48804095	9.936048964	10.15380534	10.10682463	11.14930256
BNIP2	10.49884921	10.16087986	8.972118218	7.498250868	11.04241178	10.95855272	10.46526028	9.704076548	8.990671284
NBN	9.937668068	8.338513555	10.35909065	9.072802535	9.694009578	9.613052738	9.589089313	10.69174352	10.5232679
ZC3H4	9.408329741	9.823207993	9.806227376	10.09368165	10.04384754	9.730300298	9.920650595	9.950555897	10.09183204
ZDHHC5	7.476543706	10.36347774	8.774128144	9.767025733	8.505811554	9.371558863	9.137759661	10.18028215	7.885086225
GATAD2B	10.41235814	10.4738072	10.86805085	10.8375491	10.35380846	10.5965625	10.55698496	10.26725487	10.69017262
EIF3K	10.04780555	9.841564348	10.32744037	10.39852994	9.917968728	9.913038986	10.22749561	9.961160258	10.42006548
DDX5	8.834787049	8.117383367	8.681589817	8.479780264	7.961739073	8.34739991	8.604738534	8.4749227	8.240791332
RSF1	10.05745027	10.44387597	9.566054038	10.24697806	9.857825524	9.792139552	9.842035997	9.873751691	9.675780654
VAMP8	9.594137956	7.049848549	7.728600811	5.385431037	8.275193334	9.512740463	9.606035006	9.495455333	6.725195817
DCK	10.11191811	10.00253376	10.66826453	10.56624435	9.971543554	10.17554955	10.09473751	10.08931806	10.44925184
MICALL1	10.12166302	10.4046094	10.3369528	10.77824144	10.49135207	9.956376157	9.790674309	10.23828531	10.82924704
NCOR2	9.18214602	9.548436625	9.009268782	9.993504543	9.70269217	8.689648608	8.675957033	10.08719762	9.959857076
CTDSPL2	8.821136186	8.162391329	9.150508905	8.14363831	8.317412614	9.077616872	9.539352709	9.337398903	8.352705567
ATR	10.03328533	9.983421188	10.92213837	10.54245153	10.23062093	10.35799178	10.19746245	9.662668376	10.79400965
CDCA8	8.798309782	7.375039431	8.449148645	7.74348804	8.298749947	8.074676686	9.317186468	9.872520985	8.743151394
MSL1	9.429615964	9.571563052	10.02541644	10.15608308	9.682819063	9.539158811	9.587027382	9.518062976	10.27122956
PHRF1	9.192785959	10.18214602	10.05216045	9.926888964	10.22098285	10.29542457	10.06083101	10.26044914	9.999718196
LRIG1	8.83541884	9.237687991	9.378078056	9.169674512	9.347621369	9.325530332	9.2772874	9.528649452	9.339627348
ZRANB2	8.760220946	9.458816703	7.264911693	6.517275693	8.874674032	10.22737527	9.231941148	9.964629667	5.311067102
RPP38	9.176921112	8.1048608	8.702172685	8.907791998	8.199672345	7.883865155	8.187352073	9.349612972	9.09592442
PUM1	10.28748153	9.773468928	9.974127743	10.01164658	10.04739661	9.747185967	10.09341756	9.75087444	10.41721962
RPTOR	10.16415271	10.39371221	10.77585716	10.81113382	9.775281049	10.36490068	10.21030606	10.06649287	10.27844946
N4BP1	9.883254231	9.295998462	10.51638949	9.673662417	10.03809592	10.16578635	9.996049728	10.19918155	10.50848808
LIG3	10.29737486	10.37417008	11.42537328	11.21213156	10.65910396	10.64295422	11.05473997	10.35996913	11.37487647
MAD2L1BP	10.36970639	9.760886243	9.793278158	9.572321268	9.388232597	10.08294736	10.25679839	10.29381647	9.112700133
NUP98	9.784144049	10.00996854	10.54708732	10.50481899	9.999154423	9.999577274	9.884475819	9.822889447	10.5640542
EIF4G2	10.79547151	10.31186182	11.36468186	10.79806672	10.68079903	10.9505559	10.03740968	10.09645162	11.13775966
AFF3	10.61801836	10.32990843	10.82972274	10.49145229	10.36227262	10.62479546	10.46933656	10.21383328	10.53585856
BICD2	9.89056829	10.24436384	11.08101733	10.78152365	9.582894659	10.6000058	10.04930403	9.933985654	10.15279185
SUPT5H	10.09711036	10.33035672	10.8899602	10.82392446	10.14070198	10.3192205	10.32080055	10.49044979	10.7054596
HNRNPC	9.956811732	10.35667204	6.157852169	5.9795681	9.181649224	10.74584236	9.820657653	9.882031608	4.54225805
CTR9	9.869593843	10.0601555	9.389953933	9.711322819	9.880501871	9.658925511	10.17155212	10.30126754	9.540709263
APIP	10.34285249	10.2039597	7.381975479	7.350497247	7.750204509	9.890416292	10.33527869	10.06352991	5.974988112
KPNA2	9.164906927	9.23457796	8.390168956	8.917073663	9.475328123	8.780047576	9.752213368	9.609548139	9.015693807
CAMK2D	10.53964351	10.84963967	6.199672345	6.917670434	10.51283921	10.01806105	8.562624039	10.04685117	6.633721813
