,"Gr1_F2: 126, Sample, 1","Gr1_F1: 126, Sample, 1","Gr1_F2: 128C, Sample, 4","Gr2_F2: 128N, Control, 781","Gr1_F1: 128C, Sample, 4","Gr2_F1: 128N, Control, 781","Gr1_F3: 126, Sample, 1","Gr2_F3: 128N, Control, 781","Gr1_F3: 128C, Sample, 4"
C12ORF45,10.26479443416101,9.887068263703009,10.972692654004264,11.145677455195635,10.604923816042515,11.140829770773001,9.905086098761771,10.867664848380745,10.558516379529161
AFDN,9.390383946892912,9.375473912615346,9.618752553536732,9.863721683082133,9.49585502688717,10.496853777388042,9.072534599722955,10.580635447084191,9.075746538060905
KMT2E,10.260566753360159,10.589651146514786,9.801546703356777,10.660976377806433,10.15342536284277,10.509577090197963,10.146568675740786,10.648627219435156,9.617467465294196
MIDEAS,11.049508251055096,10.669859449038782,10.60177078840771,10.170175447591868,10.216018265488842,10.075880213765508,11.053382902585708,10.219289546848785,10.512937943474656
NUP214,11.27995873575173,10.935901682267588,10.536830005048058,10.949899645975167,10.167543592120316,10.709514660706716,11.388663123619393,10.582988716520736,10.55765515472542
SLC4A1AP,11.23164120547287,11.422275056245466,10.514911264861354,10.771324391974142,10.720158737374598,10.505315356136236,11.469540072111586,10.549688420905502,10.759721772812643
NF1,10.650782506545086,9.95259566011932,10.695315303047956,9.035348979755447,9.950993231979641,9.550746785383243,9.769176663489137,9.431079674057884,9.763378375104198
KDM1A,10.269711121142782,10.369597346278677,10.29634268469289,10.325755172998837,10.47745472223246,10.564721118484615,10.370687406807217,10.578750063855995,10.461274795177026
NUP155,8.336283387864432,8.456970381121014,10.037546953962178,10.100530940030575,10.088258225837732,10.296113211964412,8.098032082960527,10.511060784793326,9.758223214726724
KIAA1143,9.397674632948268,8.814742667454482,10.192909219112012,9.417430612546031,9.836523809651027,9.331812683819207,8.375039431346925,10.18883607303053,9.489647293488437
LAPTM5,9.173926931999809,8.945443836377912,8.504620392403552,8.12205144771389,8.285864547031847,8.092228584386778,8.974701379398141,8.955359305242995,8.284477117810422
IRAG2,9.028734893484895,10.400986140549152,7.856736756119109,8.377644358399907,9.245552706255681,9.010108453474288,10.05012073038541,8.701826258412055,8.994353436858859
CRYBG1,9.618936044162211,9.86418614465428,9.380244590478185,10.154691551304676,9.5913353357414,10.181773438808808,9.676133390749056,10.390491430226238,9.445014845868423
SERBP1,11.3095900369144,11.66963803756167,10.839125036218277,9.931180720768001,11.302410450425622,10.31944632940715,11.329908431382709,10.034523875334392,10.932657681422068
SF3B2,9.117643101389092,8.900866807980748,10.925554439873554,10.563958896810094,10.44852933004466,11.280190792216906,8.960001932068081,10.747102028265992,10.87121220808337
PATL1,10.404290064444837,10.793928387027716,10.079084720495448,10.044803917696925,10.377210530388552,10.00548420238304,10.26830806239773,10.340072623831118,9.871597265613852
EBAG9,11.249291259550947,10.733947432108671,10.371123200509636,9.714588975599154,9.855647166027266,10.309248960816616,10.357552004618084,10.223519086790732,9.450592681427393
FOXK1,10.471268764173582,10.74247786700368,9.986268706727172,10.196356226566738,10.146441392222163,9.368288185534677,10.610378945265342,9.80445373565528,10.008988783227254
EPS15,8.189824558880018,7.261154672615572,8.779719355143405,7.947783026255419,7.91528186586766,8.084808387804362,7.813781191217037,9.231461209834256,8.611024797307353
DNAJC2,6.7535510546006545,7.029011086659068,9.351822644550701,9.21091481607392,9.804131021183318,9.729110867230046,6.745506265869159,9.447083226209653,8.006746832440585
RIC1,10.435253537929352,10.050664938253384,10.18351132669513,9.807193898000191,9.814262009432081,9.512937943474656,9.83035674741922,9.7994435310716,9.656603624822013
SCAF4,10.44697987759104,10.63734941083314,10.3968188150137,10.282161766581817,10.662312330342761,10.289788366056516,10.541580659991169,10.249943030531487,10.452858964713812
MME,9.603255424546846,10.462911199765786,9.229299508710927,10.066896443136237,9.888591057849974,9.682643520280294,9.771654528140546,10.016947537244201,9.234338448695631
CDK13,10.718618493412404,10.30149619498255,10.722892895214475,10.273679060174588,10.251837419039562,10.045896144523685,10.399811959325685,10.103287808412022,10.338067797542616
AMPD2,10.950264266757275,10.828850512934686,10.760304125286382,10.57430969055782,10.577428828035748,10.387371157824793,11.000915482691573,11.020632761657707,10.776597526492102
NAF1,7.148730779173189,7.722466024471091,9.276357079259242,9.719046503929944,9.407692648665677,9.631358972990757,7.430452551665532,9.786923022152791,9.640787200856014
CCNL1,9.905236559735041,10.239717853928973,10.117253482165166,9.570235214974604,10.430766146937039,10.356562011413287,10.20811240094161,10.418379719364957,10.436086863607908
FNBP4,11.443875971400455,11.266025177674347,10.82702506992176,10.777090896131869,10.706668682179746,10.414896604211503,11.4202760618854,10.594324603924848,10.791569912126878
ILRUN,11.565197302613072,11.287885492567783,10.669239411252647,10.749366658602458,10.43879185257826,11.152094667860597,10.798309782454597,10.64060646862391,10.011786331206608
PTPN2,10.887753719984506,10.272046524389937,10.388985934370147,10.448116305409464,9.853153579940969,10.103287808412022,10.762049773614292,10.117772951084593,10.327889420733174
APC,9.298979000997974,10.03493648653151,9.017643583497337,9.4189067312579,9.712870867689904,9.343629894959053,10.208600168688928,9.420802381631812,9.8814199080924
EIF4EBP1,10.872213143975774,10.348285541851201,10.68106267695319,10.43431547082496,10.328338334012841,9.784961950204856,11.010318294938994,10.906815453284958,10.81810279716713
SLC44A1,8.74550626586916,6.24031432933371,9.12023787734196,10.010947636265312,7.5054146093467535,10.055960234452295,8.919459269111574,10.753133160718033,9.278217121471306
COPB2,10.95354171354834,11.54196777880771,10.16540952031982,9.708911437254017,10.778652121161167,10.167292688634312,11.394087502243437,9.889656058192164,10.575066464578656
MTA3,9.9261477142896,9.580447019598664,10.414473836430927,9.77840572423918,9.957537396906602,9.20774646687728,9.722636787925262,10.33237228005635,10.064473328753415
PSPC1,10.76710852035437,10.671983272091865,10.234338448695631,9.824163209744158,10.094869432718697,9.663024332845005,10.67207169690516,10.165032591502289,10.134169590076839
AP3D1,7.541483864054276,7.599912842187128,9.127994320976393,9.775281048662972,9.316055208890491,9.570804437724497,7.813781191217037,9.913338237869498,9.349391818295938
UFD1,10.048759311919856,10.6401545389642,9.167418145831737,9.840777923595054,9.666756591884804,8.91707366287822,10.312315746690107,10.13647851834917,9.391243589427443
ARHGAP45,9.67525138605026,10.608254821977908,9.396176618234396,9.772644483605434,10.247571541477914,9.530796465560313,10.212131561563002,10.375473912615346,9.952013164889486
PRRC2A,8.246503098280098,9.027076623140381,10.423536153389481,10.44190670454224,11.179038235395621,10.974342883498652,8.961449694398196,10.719731056749852,10.856347711260378
FLII,10.499148283001901,10.491051376364119,10.137503523749935,10.447186567425332,10.140701979901674,9.951430434379336,10.507398240954304,10.528747113177378,10.154058595983292
RPUSD2,8.787902559391432,10.27111281670205,8.271929843970861,9.91707366287822,9.787902559391432,9.823367240046235,10.745842362560461,10.421749273579605,10.297145551930386
STRIP1,10.24626555896271,10.44697987759104,10.317299545459557,10.116733826134015,10.630722162103838,10.283782902523521,10.138783757253849,10.365775635326269,10.474111513942407
DHX8,9.782506855663389,9.929850162148504,10.204815648112325,10.396711802066955,10.323167378509682,10.752882366273091,10.070389327891398,10.549399641246644,10.420591876773937
DNAJC9,10.075746538060905,10.534011006328425,9.366540787845338,8.94192792470872,9.767522386228544,8.49585502688717,10.365775635326269,9.2145619783118,9.507794640198696
PRKAR2B,10.425215903299383,10.28955784835356,10.684923906861412,10.488342277532524,10.579504512842146,10.489847960439297,10.486030507369115,10.392424762166547,10.729705705423497
CDK11B,7.688600010999123,7.635899465946381,10.034798962577268,9.233859307196411,9.875749351420055,9.878510784710613,7.2162608371650565,9.705632387361415,9.16012353414655
GTF2I,10.570994128743228,10.905913439996016,9.983848674022449,10.027076623140381,10.40375768500011,9.422695544456221,10.536344363598396,9.918416051744055,9.987121867627781
MAP7D3,7.5054146093467535,8.25455625190949,7.627169060841846,8.478971805032943,8.180903709179383,8.094341649635844,8.916775184540363,9.079484783826816,8.914684105328389
BAP18,10.101581796885478,10.528747113177378,9.169423978676072,9.562051578921384,9.76437402389519,9.967082126257734,10.614709844115207,9.823685680626026,9.679128179747416
TFAP4,11.221405866783646,11.02597004970865,10.530698943334913,10.653740778706569,10.303209948944776,10.651858943857393,11.225086906007228,10.609917445296311,10.546508660970806
THOC5,9.62168560672668,9.782179193831208,10.271813154114293,10.050256801598989,10.488743946649308,10.523365924391396,9.002252451731378,10.674368841800012,9.584774637573435
CEP43,9.842193178530938,9.974414589805527,9.94997257750418,9.532355925288847,10.068240861312821,9.191059214531656,10.0412484589246,10.288058584816293,10.050528905530555
CWC25,9.82304872916275,9.153298682854903,10.158862106208455,9.908242488608478,9.414473836430927,10.527281505681902,9.299665944130178,10.627351484189234,9.591522346570734
MIOS,11.011995928781865,10.958915156091349,10.251245689799124,10.11478344724985,10.266083758327726,9.667643803671506,11.008638707992981,10.153805336079035,10.282972562258589
DCUN1D5,10.026246772648195,10.254083779319418,9.979282276411064,10.601956451497973,10.170050229951647,10.29748950116098,10.148476582178278,10.267840072760706,10.085472459181283
HNRNPU,8.37851162325373,8.488643539853785,8.862947248020921,8.707704233156775,8.83383884355829,9.112700132749362,8.77741971551583,9.129798173187144,9.238404739325079
NMT1,6.189824558880018,7.539158811108031,10.12205144771389,9.973984298494223,10.347842793638156,10.15279185163912,7.207502459258789,10.39778157450281,9.963474123974885
ECT2,8.107478646626618,8.168922781852936,8.847370600905483,9.190318547941816,9.128767676685552,9.025416444544186,7.088523256616632,9.156335936694358,8.045486656359465
NOP14,9.619486376055548,9.929406369771495,9.903580625348638,9.884017844888398,10.236014191900084,10.151270288790165,8.974988111991927,10.117383366931483,9.350718231237263
SURF6,7.2890967024199895,7.340740280630179,10.364900678106887,10.151650829973422,10.62580014998775,10.719559948994105,6.323730337521348,10.47765709213613,9.52552080909507
ARHGAP24,10.26795708440284,9.714588975599154,9.612131300013433,10.25171909260596,9.047941843747513,10.447909748742077,10.40631131653794,10.333490821778444,9.608624459448773
TRRAP,10.361614854394784,11.189824558880018,9.539158811108031,9.79571500650173,10.313676672857424,9.523757961089702,9.698704666770345,10.020424415200432,8.899054756194413
CHEK1,10.13249972962851,10.237926946626263,10.093549612810632,9.689299160535892,10.238643576349197,9.555547771647065,10.304921669581672,10.060695931687555,10.228818690495881
TJAP1,9.649435829474571,9.650154213675094,10.039330345577241,10.334161530782104,10.039604517953759,10.26725487215199,9.523757961089702,10.370360475120004,9.833996921139217
ZFC3H1,9.34739990950854,8.824640580853423,9.96751448080097,9.892694591414974,9.561669812568034,9.69939893773701,8.065550770955017,9.70632333327543,8.874674031635807
FLI1,9.293701542080735,9.172677520783859,9.570235214974604,10.381002109550925,9.278681757559344,10.227615943414223,9.193525360501216,10.451211111832329,9.285402218862249
GDI2,11.111135670234708,10.7657004876511,10.399705168175638,10.768184324776927,9.99929538702341,10.979782430703086,11.145741132067222,10.454813348512525,10.420170774890945
RBM12B,10.841328465498659,10.92288168172582,10.380677507222886,9.847527202809669,10.389631339260522,10.058127053657534,11.097176216207995,10.192785959251125,10.50303064564116
PTK2B,11.353146825498083,11.424376272813943,10.73961186364278,10.525814407788392,10.767522386228544,10.600377553107844,11.336673916117023,10.33862497324988,10.634720311781116
CENPC,9.053925881531105,9.216260837165056,9.270061672727762,8.011227255423254,9.444807844642602,9.247927513443585,9.331140881692567,10.002252451731378,9.514911264861354
DNTTIP2,10.62580014998775,10.60584986719498,9.995484518877507,10.001971087509933,9.894363060869692,10.278449458220482,10.6000057963472,10.235176563602494,9.87098112422465
MYL12B,9.66070903878206,10.088390747313127,9.343629894959053,9.809446600953146,9.673309075561695,9.959277505720502,9.867433195578434,10.062720767165045,9.557463701597824
SMARCAD1,10.863102168293917,10.279378431234479,9.986268706727172,10.656067273725599,9.39167321868639,10.492654371018913,10.74188827273525,10.296686825363441,9.929406369771495
GLYR1,9.414896604211503,8.558420713268664,10.988258631236986,8.588339860923476,10.596096555779967,9.85642552862553,8.16339809435316,9.740118042833128,10.282856762199058
ZMYM2,10.32023644524165,10.332596057789214,9.991521846075695,10.403331639949872,10.098558517938413,10.3041231193469,10.159871336778389,10.318316841334983,9.886001350624305
NCOA3,10.722039027385993,10.293586600038616,10.177170346341516,10.56081046872794,9.72349030214343,10.329572125765376,10.669505174363078,10.59535073603301,10.015693807105146
PFKP,10.309248960816616,10.301953395126096,9.380893916889667,9.257859234639628,9.436711542137214,10.054875603226776,10.986837536716163,9.85642552862553,9.953032377253239
LIMA1,10.98142457503897,10.947344716958144,10.791407116477767,10.434419730629225,10.77651528181284,10.501040995565925,10.856347711260378,10.02319989708933,10.710289863290697
MKI67,7.241268177329375,8.737416365937063,7.4950555283680185,8.167919865551935,8.79960542245267,8.860466258517167,8.714245517666123,9.318316841334983,8.676662334857966
LARP7,5.669593751188333,6.106432077816929,9.490850876740298,10.392639416986299,9.008988783227254,9.941487832669853,5.947198584262056,9.673485757337788,9.017921907997263
JPT1,9.02597004970865,8.943686951597094,9.83731255552431,9.374604819190937,9.755722153642282,9.756556322524087,9.196970897889951,9.89345322583372,10.03974158460541
BRD8,8.324630615267186,9.08214904135387,10.31820384387725,9.512937943474656,10.645208082774683,9.987406142513606,7.377644358399907,10.12088584278779,8.477758266443889
PCNP,7.769507291436245,7.1888360730305285,9.17217745317369,8.296457407371244,8.504223119912846,8.436295119839363,5.949534933017012,8.2635039567056,7.3264294871223035
LDHB,10.337956336574438,9.846900693173989,9.895272322480183,9.960291600785224,9.600842114387302,10.156335936694358,9.948221202429142,10.165660751498667,9.631722738761946
FTSJ3,7.7528823662730915,7.59618975614441,9.528649452318252,10.062181088849243,9.928666412304953,9.265380633446183,7.072534599722955,10.053247125912426,9.117643101389092
PIAS1,10.548725597163887,10.36391571653872,9.813781191217037,9.830039776080827,9.559568289922748,9.582518369618358,10.97405602262563,9.63662462054365,10.12850993750829
AKT1S1,10.457483485312817,10.920427295963117,9.936048963676615,9.993646060016596,10.44024628710574,10.153805336079035,11.149302558706754,10.10682463009568,10.488040952288788
PAK2,8.559950612713083,8.739105506793749,7.721099188707186,6.246027980528104,7.894817763307944,6.368069876532083,8.874059203141146,6.729280846027402,8.026800059343715
BNIP2,8.972118218384137,7.498250867527825,10.958552715431011,10.498849206531725,10.160879861839305,10.465260284277596,8.990671283975267,9.704076548091582,11.042411784764704
NBN,10.35909064501474,9.072802534544207,9.61305273776647,9.93766806760106,8.33851355532181,9.589089312909623,10.523267898568978,10.691743519171276,9.694009578421863
ZC3H4,9.80622737605188,10.09368164914815,9.73030029846004,9.40832974076739,9.823207993394394,9.920650594563984,10.091832039868027,9.950555897047511,10.043847540438906
ZDHHC5,8.774128144293584,9.767025732930545,9.371558862611963,7.476543706214256,10.363477739898778,9.137759661352186,7.88508622529017,10.180282152562604,8.505811553919594
GATAD2B,10.868050853745158,10.837549095222759,10.59656249740495,10.412358137208985,10.473807201399696,10.556984957594462,10.690172621264207,10.26725487215199,10.353808460474545
EIF3K,10.327440367724837,10.398529943505935,9.913038985630115,10.047805554007589,9.841564347730575,10.227495613538773,10.420065480212148,9.961160258136639,9.9179687275585
DDX5,8.681589817221239,8.479780264029099,8.34739990950854,8.83478704933734,8.117383366931483,8.604738534459921,8.240791332161956,8.474922700379798,7.961739072604138
RSF1,9.566054038171092,10.24697805961472,9.792139552277902,10.0574502721839,10.443875971400455,9.84203599652491,9.675780653573488,9.87375169060862,9.857825523923058
VAMP8,7.728600810643193,5.38543103719352,9.512740462803498,9.594137956011929,7.049848549450561,9.606035006116105,6.7251958172266635,9.49545533300987,8.275193333902207
DCK,10.668264527445562,10.566244354778568,10.175549550636191,10.111918113555461,10.002533761089955,10.094737505048093,10.449251838754893,10.089318056953081,9.971543553950772
MICALL1,10.336952800160514,10.778241436242544,9.95637615724967,10.12166301736623,10.404609397837712,9.790674308641485,10.82924704292121,10.238285305984153,10.491352073563435
NCOR2,9.009268782265666,9.993504543018014,8.689648608288815,9.182146019633214,9.548436624696041,8.67595703294175,9.959857075896375,10.087197615577951,9.70269216987247
CTDSPL2,9.150508905163967,8.143638309922036,9.07761687174007,8.821136185744049,8.162391328756906,9.539352708701346,8.352705566879903,9.337398902526743,8.31741261376487
ATR,10.922138369307456,10.542451531298877,10.357991783631057,10.033285333228658,9.983421187711585,10.197462446460598,10.79400964502097,9.66266837551754,10.230620933129867
CDCA8,8.449148645375436,7.743488039789185,8.074676686294497,8.798309782454597,7.3750394313469245,9.317186468292052,8.7431513941125,9.872520984591661,8.298749947248048
MSL1,10.025416444544186,10.156083076288681,9.539158811108031,9.429615964201735,9.57156305219755,9.5870273824021,10.27122956321564,9.518062975652523,9.682819062659398
PHRF1,10.052160452259024,9.92688896439114,10.295424574700316,9.192785959251125,10.182146019633214,10.060831009169126,9.999718196104018,10.260449140753328,10.220982851081777
LRIG1,9.378078055995504,9.169674511808749,9.325530331567558,8.83541884047548,9.237687990925362,9.277287400130357,9.339627347580395,9.528649452318252,9.347621368568134
ZRANB2,7.264911693074464,6.517275693209582,10.227375273626212,8.760220946466509,9.458816702790427,9.231941148308705,5.3110671022555955,9.964629666720596,8.874674031635807
RPP38,8.702172685365548,8.907791998350051,7.883865154509794,9.176921111644361,8.104860799708199,8.187352073200497,9.095924419998536,9.349612971824522,8.199672344836364
PUM1,9.974127743191422,10.011646582570775,9.747185966886576,10.28748152987444,9.773468927905194,10.093417564387961,10.417219615099091,9.750874439656846,10.047396607519977
RPTOR,10.775857155535412,10.811133822812181,10.364900678106887,10.164152707764607,10.393712212277322,10.210306058294142,10.278449458220482,10.06649287325877,9.775281048662972
N4BP1,10.516389486624844,9.673662417478937,10.165786350683955,9.88325423134128,9.295998461911388,9.996049727519756,10.508488076905577,10.19918154876397,10.038095924684514
LIG3,11.425373279628928,11.212131561563002,10.642954223480332,10.297374860528324,10.3741700760685,11.054739966970304,11.37487646713105,10.359969131898872,10.659103963473662
AKAP13,9.056637715113201,9.67595703294175,9.620036498098777,9.860466258517167,10.102106938411302,9.559377090526683,7.496654082593496,9.787412873905861,8.066089190457772
RANBP2,9.79603960882977,9.608254821977908,9.911092331587135,9.377210530388552,9.649974651158104,9.40960308157458,8.419117482122475,9.719559948994105,8.735725245076575
MAD2L1BP,9.793278158265885,9.572321267976868,10.082947360127847,10.369706389401882,9.760886242784911,10.256798386079389,9.112700132749362,10.293816474965949,9.388232596895552
NUP98,10.547087320664728,10.504818987632841,9.99957727351139,9.784144049485127,10.00996854220609,9.884475819086484,10.5640541965453,9.82288944734742,9.999154423122679
ILF3,10.231701199029002,10.682643520280294,9.749366658602458,9.912440294869002,10.219773550892874,10.422064766172813,10.465158229664254,9.949097155729207,10.009688678957708
EIF4G2,11.36468185586456,10.798066720363062,10.950555897047511,10.795471506817748,10.311861819197684,10.037409678635857,11.137759661352186,10.096451624477593,10.680799034572981
AFF3,10.829722735086058,10.491452292037366,10.624795455860237,10.618018357571325,10.329908431382709,10.469336560326669,10.535858558616573,10.213833283099293,10.362272618102631
BICD2,11.081017333029447,10.781523646828727,10.6000057963472,9.890568290306586,10.24436383512051,10.04930403348226,10.15279185163912,9.933985654450428,9.582894659406847
SUPT5H,10.889960199658642,10.823924464942738,10.319220502523871,10.097110359268678,10.330356716957944,10.320800548881637,10.705459599165401,10.490449793879531,10.140701979901674
HNRNPC,6.157852169141737,5.979568100095187,10.745842362560461,9.956811731662748,10.356672044212097,9.820657653468926,4.542258049766918,9.8820316083521,9.181649223815327
CTR9,9.389953933464724,9.711322819211357,9.658925511492374,9.869593843240784,10.060155495254604,10.171552124811905,9.540709262671431,10.301267540565574,9.88050187112799
APIP,7.381975478557301,7.350497247084133,9.890416291671784,10.342852491046148,10.203959703239462,10.335278686669497,5.974988111991927,10.063529906300605,7.750204509279872
KPNA2,8.390168956200183,8.91707366287822,8.780047576061868,9.164906926675688,9.234577959784566,9.752213367865144,9.015693807105146,9.609548138999429,9.475328122622424
CAMK2D,6.199672344836364,6.917670434361761,10.018061050114445,10.539643506238036,10.849639666437405,8.562624039099871,6.633721812641012,10.046851165153976,10.51283920651805
CBLL1,10.295654156979747,10.311294208913425,9.830515206976838,9.084542673641922,9.844862655830818,8.792790294301064,10.3437409184722,9.426474433510823,9.99463629050958
MCM2,9.094869432718697,9.367196310025896,10.161005877914931,10.50442176983273,10.299322513450303,9.972836227178577,9.413839452379275,10.032734528586714,10.393068630835769
KHDRBS1,9.839046280040574,9.369379235303752,10.787576120869643,9.351160098022001,10.330356716957944,9.331364850495453,9.517669388133811,8.972692654004264,10.271346300282572
PCYT1A,10.687900522480746,10.758223214726724,9.40960308157458,10.333267182800954,9.419328202204774,10.287596959329308,10.851827107217375,10.042616980219485,9.382407876294957
CDCA3,9.077883864438322,9.37851162325373,9.687550651000702,9.24174486494015,9.94104760634058,9.549399641246644,8.791488516598584,9.41256984680521,9.475530791027742
ZNF638,9.941194363376553,10.053518666481812,10.147459346076984,10.312202278205964,10.284014344738006,10.02278391504765,9.29920801838728,9.88050187112799,9.528063348291953
GAPVD1,9.347842793638156,9.975418104059356,9.676662334857966,9.216260837165056,10.257152088947395,9.456149034647996,9.83478704933734,9.66426949231891,10.222794902868111
SLAIN1,9.17217745317369,9.28169825009883,9.215290305651234,9.78053976747196,9.375473912615346,9.958117666413022,9.316960287364898,9.432124272641563,9.365010076783024
CEP55,9.400879436282183,9.536247215688128,9.407692648665677,9.646198666468903,9.463115619892362,9.51096191927738,9.290018846932618,9.546315722817274,9.188094263926402
ZMYM4,8.225930411171055,5.232660756790275,10.11790278909403,9.870210577263595,8.870672954824592,10.288173968112302,7.0895828931247085,9.507992798984928,10.125671763392587
BBX,9.076815597050832,8.737754352360277,10.019590728357882,9.180655118665992,9.673309075561695,9.338290693648256,9.055282435501189,10.134811329796904,9.993221467368938
CSTF3,10.190688928768177,10.523071826940395,9.943247395901553,10.587496261811111,10.354359591260515,10.731149292211892,10.570994128743228,10.217715411350675,10.38629363515099
TERF2,10.837864421171425,10.57582284183742,9.973410377038265,9.996755927074162,9.752882366273091,10.106562940444883,11.057517964619848,9.710117632043445,10.15215806212803
AKAP1,8.738430087754779,9.187846909439575,9.578183968090094,9.486432820545422,9.781687561507184,8.984133594540978,8.968954727542215,9.203348002979762,9.721441019070326
WDHD1,9.794903181011348,9.127478520098219,10.76296331855745,10.020563316181706,9.992938336165814,10.186485701168607,9.191552781091683,10.40397066035345,10.054875603226776
RALGPS2,10.201878863299966,10.231941148308705,9.72468437437077,9.563386966162014,9.763378375104198,10.206037546246591,10.415952981970417,10.297260210785275,9.964196446646005
IMPDH2,8.605479518061669,8.457791260256041,10.12889652900921,9.881878707600446,9.80267791207183,9.901470319824266,8.291861369585218,9.967370377016113,9.60418254689794
C1ORF131,9.237209960755022,9.24007576876419,8.939579214314692,7.562242424221073,8.88782986169403,8.419538891513785,9.032045726930809,8.507398240954304,8.566815154010897
DOCK2,8.648177795724818,8.655709595518514,9.03342300153745,9.712355036074534,8.87743752197062,9.706668682179746,9.328001662149257,9.460865403845991,9.560905976658258
ZNF609,10.432750668935167,10.891479945970975,10.075211711348242,9.79814774561039,10.471979976926901,9.977279923499916,10.17467605968824,10.011926066306808,9.693835392482516
SMAP2,10.379053399158888,10.461990950585571,10.410769324184463,10.257152088947395,10.411510988012072,10.000422602661097,10.048350635733499,9.813139850890455,10.053654417603145
BAZ2A,10.142617655446577,9.754720513906914,10.10669379120375,9.802839440935111,9.663024332845005,9.931771686486819,9.377427460701101,10.081083928687635,9.26725487215199
LRRFIP1,5.872828759534886,6.110613805500896,8.503428246591971,9.565482937665822,8.988684686772165,8.808642467918064,6.4212232992251375,9.836839359748716,9.52258153125483
ZFP91,10.325979979394445,10.079618113621365,10.228818690495881,9.840463233869542,10.044667331184076,10.046851165153976,10.341407628590991,10.123992032287823,10.18685706717715
PALD1,11.216563994416983,10.221828758488533,10.903806546535199,10.750288267591653,9.90493562209505,10.423956274254676,10.76296331855745,10.257505705119979,10.451520227651292
PFKL,11.24382852331424,10.51402360423735,10.779801417373788,9.459431618637296,9.94104760634058,9.943393929347506,10.447289901239142,9.347178416448939,10.009408761409121
GIGYF2,10.680271605232148,10.915431267311472,10.006185799946294,9.736740155453209,10.18883607303053,10.04671477233507,10.502036163599376,10.19598729802851,9.75905593916017
SENP2,8.752882366273091,8.932214751968385,9.821295661236489,9.827977763137685,10.08600349628708,7.71218305120923,9.445428759238323,9.428360172704291,10.413839452379275
TMPO,9.646018610925346,9.876209957513753,8.922733049876836,8.533719071139904,9.183883459032232,8.77544567410286,8.96376309644273,9.548629279439053,8.065550770955017
PFKFB2,10.20945336562895,10.154185209265297,9.55765515472542,9.428988205090711,9.569855608330947,8.720073211391771,10.500543154006449,9.589838375772187,9.990954860396993
IBTK,9.786923022152791,9.751544059089099,9.66622400280318,8.944565661424821,9.652665745094314,8.769507291436245,9.670479220461136,9.52845411076479,9.55822936171445
CCDC25,8.037821465434968,8.012345190419829,9.83415498140132,10.188588845707349,10.074007625835959,9.82750149516938,8.09169983413681,10.133013738733755,10.189701035181077
C2CD5,10.055418020768983,9.885543860517128,9.332931659320032,9.434836694516777,9.020702203791044,9.653561662058392,10.114653328193087,9.775116404435588,9.345405246717796
NDUFAF2,10.589651146514786,10.115173734021036,9.95317792025875,9.53993424517179,9.447703162496877,9.190318547941816,10.04001567884788,9.542064542283443,9.568526197944477
RAPGEF6,10.418063419796864,10.390168956200183,10.295080132764602,10.131085259578953,10.308111457768735,10.1333991254172,10.369924450926012,9.936343481395488,10.270061672727762
RPL14,10.774128144293584,11.657273783408716,9.552861187926764,11.14936607577991,10.455840909126398,11.410663341077646,11.79038922726224,11.222553427423428,10.614525815153815
KIF15,7.3706874068072175,7.534497433738168,8.585713708778165,9.495055528368018,9.588714635582264,9.793440742932862,8.032872249463233,10.184875342908283,9.758223214726724
SNRNP70,10.663024332845005,10.786187932524523,10.404928660563366,10.180157809098542,10.45471055218622,10.149620116111766,11.04001567884788,10.383920248621584,10.808562029957525
VIRMA,9.675074920385445,10.283551423174307,9.559568289922748,9.705459599165401,10.147332141118044,9.766860143829545,10.308794067216477,10.301610508602582,10.14300048549815
KIDINS220,10.81370103926608,10.829326335841666,10.04015270644364,9.428778891337586,10.140829770773001,10.365119467164158,10.779391059535914,9.7971751421752,9.950118429502576
SAP130,7.043300754364182,7.380244590478185,8.346956889378884,9.85829188728283,8.54457811733884,10.29748950116098,7.85860271245712,10.292091519548359,8.896937815182312
BUB1,7.651051691178928,8.521600439723727,8.812819073781654,10.355791546753647,9.776268519639846,10.52845411076479,8.558803340254302,9.76487159073609,9.718190355877468
WDR77,10.395319910940284,10.534886457615647,9.773468927905194,10.240910558230443,9.910942480115601,9.631722738761946,10.325530331567558,10.198813342107272,9.65445702300123
TRIM33,9.602884408718419,8.964918407848526,9.144403327195405,9.59823864235151,8.741804025309557,8.402159366906625,9.757390009366638,9.942367882539084,9.459431618637296
CENPU,10.0130434601401,9.761551232444479,9.437544026315472,8.112178833722592,9.180655118665992,9.033698298750554,10.388124945137049,8.751544059089099,9.80445373565528
YTHDC1,9.43233310162664,10.589182967039351,8.87098112422465,9.715961990255144,10.025278010053759,9.57912733766591,10.099084760891863,10.055146837489822,9.621868724711428
PTTG1,10.642412772905056,10.975561406273616,9.726729058838531,10.531673869065276,10.023061249735335,10.495555266860974,11.171864822873447,10.095660745495218,10.18895967080665
CCDC88B,9.530991490236632,9.357771910881887,9.311294208913425,9.281466436000011,9.188094263926402,10.009548726972257,10.158988298645962,10.117253482165166,9.900112062977456
DIDO1,10.306745269180949,10.480386311104128,9.997744026059632,10.351601829513783,10.198813342107272,10.382407876294957,10.515502735333959,9.820817181864166,10.187228337616485
UBAP2L,10.316620949472968,10.309362661808983,9.786433004019274,9.649256177517314,9.708221730038353,9.610102062999664,10.244958393151133,9.417008586788777,9.524149891285235
