,"Gr1_F2: 126, Sample, 1","Gr1_F1: 126, Sample, 1","Gr1_F2: 128C, Sample, 4","Gr2_F2: 128N, Control, 781","Gr1_F1: 128C, Sample, 4","Gr2_F1: 128N, Control, 781","Gr1_F3: 126, Sample, 1","Gr2_F3: 128N, Control, 781","Gr1_F3: 128C, Sample, 4"
CTTN,9.213833283099293,9.826071747172827,8.668530470186347,8.575161033425394,9.177917792195844,9.74247786700368,9.577995220128695,9.179909090014934,8.78888143201129
SNX1,9.908092340818271,10.102238193930738,9.032045726930809,8.636262088806376,9.066896443136237,8.88050187112799,10.095265143360965,8.92688896439114,9.127220550488074
MMTAG2,8.965207091199341,8.57591736111815,9.562814808692334,9.088788238716907,9.013462259806563,9.19991768027457,8.04494049127973,9.230260664669787,8.35843142862635
BRAP,4.655351828612554,4.867896463992655,8.73267622307331,9.177170346341516,8.786269627648466,8.852997587613316,5.3110671022555955,8.646738698307846,9.14542271960022
HYPK,5.4561490346479955,5.794415866350106,9.582894659406847,8.095397022792557,9.916178042544715,8.268191079219813,5.990954860396993,8.416586437541905,9.950118429502576
AKAP10,8.870672954824592,9.330916878114618,8.252192340122386,7.64169052255661,8.649974651158104,6.898450232807866,9.322604199738082,8.739105506793749,8.595816918555855
HAT1,9.491051376364119,10.720928243148494,8.584962500721156,9.922733049876836,9.918416051744055,9.592830744054496,10.935091365646434,8.887220615468385,10.097768793418616
PSEN1,8.22207035524718,8.19130601891869,8.686850653393137,8.54457811733884,8.561860708372599,8.306973057140828,8.209940680290192,8.71699089440494,8.529820946528694
PPP6R3,7.889351852594645,7.047669251391315,7.932510053379894,7.896635141302909,6.84924870276441,7.586464525886388,7.95303237725324,7.59395128394841,7.8954238103829715
RMI1,8.514516816454005,7.893604904858294,8.44418666269936,8.134426320220927,7.791162888555018,8.033973543441055,8.585338153643702,7.9354597478052895,8.20896588630656
PCDHGC3,9.913188619508889,10.023615759222661,9.74752167254042,9.4870360800319,9.824004050933153,9.261859859614974,9.355351096424812,8.435461914479276,9.11790278909403
KMT2C,7.460251098943846,8.234577959784566,7.719046503929944,7.881419908092401,8.270061672727762,7.332707933640605,7.764871590736091,8.839203788096944,7.8604662585171665
GTSE1,8.364572432295857,7.63734941083314,8.14414836650889,7.83099048124926,7.503825737995751,8.109569509370688,8.598796924863818,8.129283016944967,8.347842793638156
DPF2,8.752213367865144,9.061236165747747,9.280770770130603,8.43003431857349,9.514122260170707,8.619486376055548,9.085074053036838,9.013741392058742,9.531966218360251
PGM2L1,9.88325423134128,10.075880213765508,9.566054038171092,9.562433244278344,9.93737382019215,9.682116764950074,10.217594252833626,9.058532970201611,9.946175240723559
CIT,7.0574502721839,8.060155495254604,9.481193978048044,8.546894459887637,10.178664851006472,8.5980525001616,8.080018029089175,9.000845081567201,10.207380439971628
TBC1D5,9.79051141189419,9.3843520639618,9.572321267976868,8.017365205292732,8.983848674022449,7.716305039844417,9.061236165747747,8.72246602447109,8.897542972506995
IQGAP3,9.257387842692651,9.251955735769107,9.16716722052614,8.789207575347344,9.134683004687556,8.257859234639628,9.077883864438322,8.82304872916275,8.780047576061868
TCF3,9.909293085823823,9.396604781181859,9.53954658023841,10.435566091468951,8.93191939010004,9.811374693509942,10.871520262329113,9.329572125765376,10.396604781181859
HLA-B,7.590212761408359,8.435461914479276,8.352264173258321,9.197462446460598,9.028182348460566,8.22013644739608,8.002815015607053,7.961739072604138,8.850811922162004
ESCO2,10.547665748353422,10.076147528022505,9.796526375423003,9.304465409286633,9.363477739898778,9.581577215536518,10.105646652677729,9.501040995565925,9.280770770130603
POP1,8.932510053379895,8.913786999874533,8.485829308701904,7.946028989515477,8.353146825498083,8.377644358399907,8.943686951597094,8.243650041896966,8.4110872267986
RABL6,6.7073591320808825,6.5530532527664125,9.1357092861044,8.517669388133811,9.0,8.19770815795585,6.20163386116965,8.991521846075695,9.053111336459562
AFF4,8.94982671075911,7.933100474931368,8.615077831629227,7.967514480800969,7.485426827170242,8.630085070002124,9.183139098344524,8.357552004618084,8.733693279894345
RPL32,4.727920454563199,6.842978831788326,4.307428525192248,6.407692648665677,6.3750394313469245,6.604367899893749,6.451211111832329,6.219168520462161,6.175923742063755
ACD,8.841092544693431,9.236014191900084,8.927481690381764,8.27658971572526,9.391458420049668,9.257387842692651,8.592083233653891,8.955940451289479,8.58608916617544
MBD2,6.232660756790275,7.103287808412022,8.534497433738169,8.765534746362977,8.769176663489137,7.997179480937621,6.614709844115208,8.853309555403674,8.657497100444111
NSD2,9.164906926675688,9.110091751925129,8.788555214928863,9.151270288790165,8.544191698415707,8.990954860396993,9.405779682585322,8.646018610925346,8.92837032301897
PYGO2,8.60177078840771,8.823685680626026,8.93545974780529,9.39167321868639,9.29324171895624,9.309703711030275,8.505017555528122,9.000281748861532,9.003658450323208
UBXN7,8.269126679149418,8.764208130139947,9.059074014663564,8.518456455824303,9.451417196403908,9.027629591733156,8.53838296003212,9.28169825009883,9.130570562805426
SF3B1,5.672425341971495,5.4495613746132365,8.734709620225837,8.603255424546846,8.741466986401146,7.696272083925863,4.542258049766918,8.947198584262056,7.703903573444664
COIL,5.872828759534886,6.083213368248981,8.586839787961827,9.207990433232961,8.758556362180206,8.950993231979641,5.78135971352466,9.185866545311335,8.840777923595054
GINS2,7.791814071161826,7.8067107179652355,8.16540952031982,7.73674015545321,8.311067102255596,7.798309782454597,7.666756591884804,7.380244590478185,8.259272487037595
RPS27A,8.582706526780788,8.736740155453209,8.362382216236988,9.07761687174007,8.551516017628014,7.407692648665677,8.226893813571388,8.472081550133609,7.962317654942308
PARG,6.24412594328373,6.316507819103109,8.080551077327602,7.279842693520348,7.878970510151082,7.396604781181859,6.577428828035749,8.553053252766412,8.12205144771389
CTU2,9.738261183576059,9.309476353841106,9.470252137367446,9.348728154231077,9.124379836162984,8.932805294359312,8.932510053379895,9.176671833882898,8.790837186997955
DENND5B,9.870827047753004,10.424691191512954,9.085870755334613,9.606775324305994,9.678600139099458,9.428360172704291,9.481193978048044,8.679831933439853,8.623881490013458
INTS3,9.323054760341646,9.028458647425479,8.72417275014144,9.519439686994978,8.470048726011326,8.481395824154129,9.35974956032233,8.472487771462744,8.811856314292545
RNPC3,8.658925511492374,9.204815648112325,8.32822611878773,7.560714954474479,8.961160258136639,9.291861369585218,9.741972515241532,8.685099172006606,9.348949409509617
LRBA,9.411722821951354,9.477151114141645,9.056908618323252,8.995767150877802,9.356231862655397,9.017921907997263,9.14210705730255,9.052024560482831,8.940166750482817
DCAF15,6.25171909260596,6.173926931999809,8.482606308107863,9.049031698410024,8.615077831629227,8.909293085823823,6.825276830054866,8.845176387492572,8.703557561921027
MMGT1,6.7865963618908065,6.7374163659370625,6.133399125417198,6.232660756790275,5.815063017192867,6.757556688939453,6.487036080031899,6.50303064564116,5.575917361118149
FNBP1,8.996332248825054,8.876516946565,9.532355925288847,8.296457407371244,8.75722331053453,8.79603960882977,8.224966365000274,8.78953364497036,8.627169060841846
GPR65,8.57440430902258,9.199426967670897,7.85860271245712,8.60917873814198,8.331364850495453,7.906890595608519,9.468420401864552,8.170425850272508,8.574025797924806
LSR,7.218199943694738,7.265849421440848,7.630085070002124,10.033835927659876,7.834154981401319,8.025693273680773,7.101187815259738,8.776433032444732,7.729960561018015
PCDH9,9.799119693799557,8.945736442613757,9.199426967670897,7.8929980930550725,8.270061672727762,8.599540965644048,8.307428525192247,8.707704233156775,7.682292371430833
MTFR1,9.331140881692567,9.145677455195635,9.031770114160672,8.577806447470149,8.963185093614129,9.24460168773681,9.661778097771988,9.095397022792557,9.310839959841383
GOLGA4,9.800090987624994,9.92436715862898,9.224242907379988,9.36150519794804,9.325305455089682,9.472081550133609,9.78234303404953,9.04193288184217,9.129798173187144
SPDL1,9.354249381945241,8.760886242784911,9.018200178813226,9.015972507973565,8.167919865551935,9.223760400672852,9.373082644765875,9.194510639720585,9.008988783227254
SRSF2,6.24031432933371,6.640967910449898,8.780047576061868,8.19819945543749,9.430661622753629,8.746178380971411,5.867896463992655,7.824004050933153,8.434211203485566
TARDBP,8.580823849962798,8.06931549454008,8.087462841250339,8.354469792157401,7.712870867689905,8.044394119358454,8.959422420093674,8.277519886641358,8.583082767502933
RAD51AP1,9.698531046812148,7.967514480800969,9.475530791027742,9.868668247588277,7.7615512324444795,10.010947636265312,10.007587972319172,9.391243589427443,9.742814669862893
MLLT6,9.136222153170195,9.086136225027309,9.248402006143436,9.229059119634158,9.167919865551935,9.113481728275959,9.581765495476867,9.12360412414095,9.757889990324992
MLLT1,7.17192735435346,8.20212382383046,7.983563697223322,7.757556688939453,8.998308350354286,6.971543553950772,6.655351828612554,9.255736756877484,7.442114122419225
BUD13,9.460455896309636,9.38586240064146,9.047396607519977,7.7865963618908065,9.162643086028444,7.997179480937621,9.482404631300254,8.274261661257048,9.43837603039902
SUZ12,7.627898615871748,7.868513923895463,8.350939181546432,8.139551352398794,8.505414609346753,8.797985690564907,8.062316027355715,8.71218305120923,8.709083812550343
EIF2S2,9.867278739709661,10.321815379934307,9.261859859614974,8.597680143715891,9.553245292040025,6.721099188707186,10.102894292464438,8.656424863277781,9.413416374651641
SFSWAP,10.260096245393203,9.713901977947655,9.811374693509942,10.125542622718385,9.39059890555246,9.849561482178293,10.364134655008051,9.267488980881247,9.927037168720295
TMF1,4.817623257511431,5.708739041359579,9.096451624477593,9.679128179747416,9.148222340386997,8.824958740528523,5.754887502163468,8.678424082592938,9.433376793375036
CCM2,8.477353526634559,7.872213143975773,8.304237225017136,9.313790025443685,7.624247145836196,9.40173284952262,9.049848549450562,9.376125389276174,8.930737337562887
CAST,8.124121311829187,9.043027283594547,7.9277779620823425,7.865423978313134,8.862017376869884,9.395105654603528,8.378945060252901,8.767522386228544,8.405566974138068
POLA1,9.378945060252901,9.776926458331396,9.11478344724985,8.573268477675978,9.61305273776647,9.036997774267352,9.656603624822013,8.98299357469431,9.225930411171055
LIPE,9.0405637111587,8.554588851677638,8.411934624791181,8.125671763392587,7.9920886090139955,7.73809225962049,8.966937979278457,8.601027897021115,8.434628227636725
RLF,8.020146573111777,7.663913842115978,8.426684081849618,8.156335936694358,8.191799501065075,7.2677230516274225,7.682292371430833,7.529040056095075,8.085870755334613
PML,8.725536678431059,8.51254295509686,8.954487147005317,8.901168595460332,8.710117632043445,9.134169590076839,9.092757140919852,8.874059203141146,9.223036337901874
NSMCE2,9.494455613587364,9.262094845370179,9.427731866804448,7.811214117513239,9.258566033889933,8.518062975652523,8.814422246566794,8.234098897837315,8.704249502001863
PRKAA1,5.857980995127572,6.0895828931247085,8.34385193344212,7.643856189774724,8.32777717058405,7.4495613746132365,6.05528243550119,7.7989577479004275,7.992655149386832
SEPTIN7,9.477353526634559,9.324630615267186,10.255618749839597,9.396176618234396,10.103287808412022,10.136093953495264,9.565292520581023,9.445842553889342,10.25915476886684
KIF3A,8.208478242211706,9.49845034143632,7.862327400517986,8.463115619892362,9.003096215304053,8.264911693074465,8.648537345892633,7.938403423670239,8.171427026607544
PITPNM2,8.63117705570398,8.94982671075911,7.713558356404792,7.497452695977238,8.053111336459562,7.452035273546195,8.664625054869296,7.658925511492373,7.6293566200796095
UIMC1,7.0574502721839,7.075746538060906,9.429197488479907,9.724343311711761,9.347621368568134,8.58608916617544,7.402585758232587,8.818262608304474,9.378728358030806
WAC,6.803485375595953,7.253611151947168,9.708911437254017,9.378945060252901,10.109047077700707,9.367196310025896,6.491853096329675,9.188341576010815,9.389953933464724
SLX4,8.741466986401146,9.089053172156433,8.159366809743736,8.534497433738169,8.456970381121014,8.984133594540978,9.157599574368986,8.874366650140901,8.435878577309866
NCAPG,5.904484097901423,5.498250867527825,9.312656098606336,9.014857381316393,9.698357405957285,8.306061689428342,6.336283387864432,8.790837186997955,9.652307222467995
MREG,9.802839440935111,9.123345460753276,9.04248018649247,7.894211461537772,8.355791546753647,7.948367231584678,8.936343481395488,8.168421410851925,8.229780166733326
TRMT112,6.893604904858294,7.243173983472951,7.2259304111710545,7.2620948453701795,7.519636252843213,7.184875342908284,7.105384749247602,8.496654082593496,7.514911264861354
MTM1,7.943100847570798,8.449148645375436,7.769507291436245,8.045486656359465,8.176422513042237,8.432124272641563,7.58796498888268,8.846744023244868,7.543805175964396
SMC5,7.624978179569036,8.176422513042237,8.674192268145683,8.492654371018913,9.212374787567269,8.679831933439853,8.264442600226602,7.888743248898259,9.477353526634559
MTMR14,9.90327934205614,8.51096191927738,9.50442176983273,7.925406083141366,8.145677455195635,8.948951200441423,9.568716188731727,8.829405624404291,9.164655564179906
NCKIPSD,9.09037711006791,8.742814669862893,8.885391331570442,9.045213599665002,8.564149489985732,7.762215915727782,8.480992103697908,8.729960561018016,8.488241842777295
AKNA,9.018200178813226,9.047396607519977,8.87528859822269,8.162391328756906,8.931328484893791,7.436295119839363,7.976707311846879,8.917372079476841,7.946613905412761
TMEM184B,9.380461065088973,7.867278739709662,9.600842114387302,9.633721812641012,8.252192340122386,8.314243346748558,7.864805194241504,8.54882190845875,8.30560578958543
G3BP1,8.303780748177102,8.402585758232588,8.521992956401672,8.658568541296097,8.569855608330947,8.383704292474052,7.03342300153745,8.555356038635832,7.549207089355683
INO80B,7.656782364218995,8.541096615349524,8.225930411171055,6.6117625600648715,8.73030029846004,7.892391025913404,8.15431181143649,8.560714954474479,8.59916899321943
NCF2,8.648177795724818,9.074141462752506,8.272396509037485,8.094341649635844,8.58608916617544,8.528258742758412,9.046578366620329,8.329572125765376,8.448735798029396
PLK1,8.576295376328195,8.273795599214264,7.609548138999429,8.086932341137398,7.355791546753647,6.47735352663456,8.288173968112302,7.896635141302909,7.202613620148487
ZKSCAN8,8.088523256616632,8.013462259806563,7.467605550082998,7.896029602976752,7.561478891501007,7.894817763307944,8.321928094887362,8.09169983413681,7.740792672277682
MTDH,5.429615964201735,5.703211467391146,7.2686589550276715,8.749869427396844,7.476543706214256,8.36150519794804,5.125155131322289,7.140574177709902,7.102238193930738
PRKAB2,9.431079674057884,9.499048597733879,8.997179480937621,7.84924870276441,9.04220656012069,8.100662339005199,8.75120928822302,8.272396509037485,8.407267764244732
MTMR4,8.76188361236552,8.177419537989236,8.938109326219239,9.324405598493605,8.255500733148386,8.19819945543749,7.366322214245816,8.839203788096944,7.354028938054387
ASCC3,8.596935142387233,8.640967910449898,8.333602628268281,7.9536144611993596,8.435878577309866,8.193278935521388,7.483815777264256,8.470048726011326,7.422905742612183
NDC1,9.760719947465624,9.21164498650244,9.276124405274238,9.285633401466843,8.5980525001616,8.190812367916136,8.911991113699615,8.536441504967378,8.211888294546004
PLEK,7.31015831794782,7.8157035033480655,7.517275693209582,6.9354597478052895,7.684397983637571,6.8060662260890314,8.1814007617393,7.24031432933371,8.030115330908071
CPSF2,6.040015678847879,6.414473836430928,8.116343961237469,8.299665944130178,8.316055208890491,8.578938713093386,6.330916878114617,9.02597004970865,8.956230936549876
CENPJ,7.703211467391146,7.778734244117836,7.525912260743351,7.490249210627085,7.646738698307846,7.255500733148386,8.33404976759958,6.478971805032942,7.954196310386875
CDAN1,8.731319031025064,9.917670434361762,7.872213143975773,7.80025280637239,8.992371907010172,9.190565479057677,7.960001932068081,8.644937805500176,7.11790278909403
UBE4B,5.416164164733128,5.649615459063409,8.063934305754099,9.623698627342463,8.387586565819353,8.83605035505807,5.58796498888268,8.248876342837134,8.16339809435316
IQGAP1,6.199672344836364,5.5668151540108965,8.46188866443282,8.505811553919594,7.764208130139947,8.6077001881372,5.116863757690899,8.574782720838753,6.9818526532897405
VPS13B,7.773468927905194,7.420381341196637,9.337398902526743,9.490449793879531,9.036448385440877,9.571752643503546,6.938991438775543,8.72246602447109,8.245552706255681
MAST2,10.297030883962208,8.815703503348066,9.651948610723446,9.096188046320126,8.390168956200183,8.20896588630656,10.145677455195635,8.784307666728385,9.549977142771825
CDC42EP3,9.289788366056516,9.01262453886506,8.696619846984287,8.612131300013433,8.382407876294957,8.671717965129234,8.853309555403674,8.507794640198696,8.2350568627071
STK11IP,7.9920886090139955,8.180406485310636,7.632268215499513,7.804776377955828,7.689299160535892,6.795715006501729,8.098032082960527,9.019034669364338,7.74617838097141
STRN,7.564530600816343,8.450798854352486,8.515699838284043,7.908692838242504,9.444600813711503,9.66035250967092,7.989252565165993,9.121792505769214,8.805098948117235
ZKSCAN1,8.290018846932618,8.04494049127973,7.91169158187234,7.491853096329675,7.626439136697315,6.820178962415188,8.209940680290192,8.006185799946294,7.539158811108031
NBEAL2,8.026246772648195,8.496254610061278,8.76121877592938,8.09169983413681,9.295539370406834,8.812819073781654,7.991521846075695,8.653561662058392,8.804776377955827
RPS6KC1,9.215290305651234,9.22207035524718,8.866042497096837,8.684397983637572,8.902676586651136,8.414896604211503,9.192046178853294,8.684397983637572,9.03342300153745
NAGK,7.926592510051067,8.158862106208455,8.811535251636077,8.615077831629227,8.79863380155554,8.881725790642234,7.872828759534886,8.381975478557301,8.641329261745685
CHAF1A,9.174925682500678,9.013462259806563,8.896029602976752,8.530991490236632,8.747185966886576,7.951867504326902,8.363258701707986,8.12670447284319,8.133912814239036
MTMR10,8.832257114377935,7.918266959092563,8.052568050804153,7.1799090900149345,6.888743248898259,8.152284842306582,9.1093083171837,8.44045394382303,8.215775653020282
ZNF800,9.036997774267352,10.821853686677137,7.992655149386832,9.79603960882977,9.742309436084,10.169298695792845,10.70606426733497,8.78985964091365,9.649435829474571
WDFY4,9.738598972161281,9.164655564179906,9.861707286585856,9.274261661257048,9.470252137367446,8.66498052981033,9.421012855779226,8.497053444545081,9.594884402822471
BAG6,6.050936965225225,7.012345190419828,6.658211482751795,8.141596278383817,7.584962500721156,8.773468927905194,7.222070355247179,8.497053444545081,7.536830005048058
CD2BP2,3.711494906650088,4.20945336562895,7.410239330776022,6.881419908092401,8.049848549450562,7.0693154945400805,4.990954860396993,7.546894459887636,8.555739479180518
EVI2B,7.596935142387232,9.767356854125685,6.329123596291566,8.044394119358454,8.506208389306744,7.91169158187234,9.140318539356988,8.384567923173826,7.9313284848937915
SNIP1,8.955359305242995,8.81410175449819,8.904183003245027,9.460046272501975,8.813460556691684,9.171176797651771,9.461274795177026,8.99491908871511,9.451623251541141
RBL1,9.394891366442586,9.661421832789095,9.245790362963392,9.971687241520323,9.651589909816355,8.783325684813521,9.592643902761624,9.351822644550701,9.405992359675837
TLK2,9.490048599482927,9.206281801735347,9.10276309662559,8.512937943474656,8.853621455748828,8.632268215499513,9.369161091349168,8.604367899893749,8.924515622229924
CDCA5,10.99230108772631,9.404290064444837,10.115823977436241,8.717333699453693,8.517275693209582,8.12515513132229,9.16591193893569,8.211888294546004,8.2350568627071
DYNC1LI2,7.937815168803419,7.844234987758751,8.649974651158104,8.476948673245937,8.816023639827996,8.264911693074465,7.805421446171756,8.453270634010623,8.454916137514804
PSIP1,6.478971805032942,7.045486656359465,9.342296945950567,9.629902992000886,9.675604252639003,9.830198270455158,6.343407822297814,8.721441019070326,9.717676423066395
WIPF2,9.15911448004639,8.74550626586916,9.252428905678526,7.237448995639321,8.87375169060862,8.892391025913403,7.897845456005512,8.889656058192164,8.032872249463233
SLC35C2,9.359969131898872,9.487639087372292,8.8814199080924,8.57591736111815,8.916476644437717,8.844862655830818,9.464341532761104,8.559185865787734,8.82781902461732
DCP1B,6.076815597050831,6.506208389306745,9.325755172998837,8.730639955916791,9.507794640198696,8.325530331567558,6.821455119102458,8.21334728173344,9.88340698638837
DNAJB6,6.598424760527719,6.575917361118149,9.00982861736811,8.84454885592944,8.796364138139628,7.836050355058069,7.20945336562895,8.64169052255661,9.240791332161956
PPIP5K1,6.523561956057013,8.405566974138068,7.101187815259738,8.225930411171055,9.273562511720279,9.145677455195635,7.547665748353421,8.151777654732053,8.093813673402728
ZNRF2,6.83035674741922,6.272396509037485,9.1261882105221,8.613236954716333,8.678071905112638,8.655709595518514,7.427103287152841,8.790185563210503,9.63734941083314
CDR2,8.016808287686555,8.7790626892054,8.080018029089175,9.074141462752506,8.854245054220128,8.906590002828832,9.406205005418855,8.44086916761087,9.434836694516777
NOM1,6.878970510151082,6.159871336778389,8.92184093707449,8.925406083141366,8.416164164733129,8.391028726810188,5.794415866350106,8.480588270233861,9.012345190419829
FOXP1,9.857047916487163,9.417219615099091,8.852997587613316,8.985557353702115,8.44418666269936,7.778077129535358,8.760553632975741,8.189824558880018,8.22062016744785
FLOT1,8.864805194241503,8.953905415126108,8.263034405833794,8.436295119839363,8.24697805961472,8.15025502130218,8.310612781659529,8.509775004326936,7.651051691178928
TAB2,8.94982671075911,10.129926933510394,8.20896588630656,8.993221467368938,9.3405177626933,6.6117625600648715,9.219894526536807,8.516881890821198,8.463115619892362
PLEKHO2,7.591709333161742,7.588714635582264,7.710117632043446,8.25077213159993,7.543805175964396,8.758223214726724,8.027905996569885,8.581200581924957,7.932510053379894
BIN2,9.639159795109968,9.528258742758412,9.627169060841846,8.661421832789095,9.39360496863922,7.4822029262959555,8.813139850890455,8.233619676759702,8.899961066583904
ZNF654,9.635173946674923,9.506208389306744,9.40045254027644,8.757556688939452,9.226653023277766,8.842978831788326,9.125413470483315,8.705977901682521,8.774787059601174
MCRS1,8.374604819190937,8.019590728357882,8.43379405875492,8.28169825009883,8.050392859979898,7.948367231584678,8.234577959784566,8.269594251683372,8.28169825009883
ZNF330,7.764208130139947,8.43003431857349,7.237448995639321,8.283088353024002,7.963474123974886,8.475328122622424,8.881725790642234,8.3151495622563,8.408117407991838
TGS1,7.922435740233148,7.74617838097141,8.686150315980894,8.99237190701017,8.603626344986193,8.81890167588564,7.673839055990439,8.600656307826302,8.27891401949994
MTOR,8.580823849962798,8.78985964091365,7.723148957047578,7.316507819103109,7.920055054806967,7.745506265869159,8.702865289815186,7.506208389306745,7.765534746362977
UTP18,4.940166750482817,6.316507819103109,7.583458910130768,7.782670658677007,8.090641751917847,8.898752526164841,5.504620392403552,8.367196310025896,7.941341105485299
CCDC9,6.881419908092401,6.467605550082998,8.61654884377899,8.66498052981033,8.245077275359671,7.264911693074464,6.1799090900149345,8.608439652551588,7.536830005048058
RNF214,7.924218679748503,7.156841524588401,7.8929980930550725,7.939579214314693,7.391458420049668,7.903279342056139,7.366322214245816,7.651051691178928,7.405992359675837
TCP1,6.773468927905194,6.536052900240209,8.346956889378884,8.417852514885897,8.106955457122828,8.830673649131837,7.189824558880018,8.18289089274548,8.754887502163468
HMGCS1,8.066627409095199,8.741129868736127,6.976134472831654,8.744497505748194,7.661065479806948,8.383272283175753,8.427522370682553,8.422905742612183,7.390598905552461
PANK2,8.816023639827996,9.038918989292302,8.944858445807538,8.093813673402728,9.109047077700707,7.714245517666122,8.549592167441752,8.250298417906333,8.663202278579536
SIT1,8.180903709179383,7.738767836800191,7.301038849903148,7.023477151830433,6.964629666720595,8.28909670241999,8.055824700134858,8.368069876532083,7.191799501065075
POLA2,9.430452551665532,8.57591736111815,9.093549612810632,9.048214384608036,8.271463027904375,7.422905742612183,9.323054760341646,8.236492618381302,9.009548726972257
HECTD1,4.749534267669262,4.590961241342599,7.49105137636412,8.368506461507693,6.388878338811989,7.247927513443585,4.529820946528695,8.72383156649532,7.272396509037485
KCTD5,10.51056638944875,10.563386966162014,9.945736442613757,9.306517445249819,9.947344716958144,9.954341736024908,9.261389773250148,8.721782768459793,8.57061472176119
NGDN,7.03121873061072,6.79960542245267,9.788228924066704,8.7431513941125,9.46454575033394,8.92184093707449,6.922435740233148,8.618752553536732,9.038095924684514
PDE4A,7.011227255423254,7.708049251702217,7.15279185163912,8.514911264861354,7.86418614465428,8.721782768459793,8.339850002884624,9.145677455195635,8.766860143829545
ZNF622,7.499845887083206,7.138527801422274,8.962028392777752,8.80928581019891,8.651410525912999,8.777090896131869,7.965784284662087,8.623149900220454,9.228337711981379
BUB3,6.891176124754544,7.190812367916136,6.897240425574799,8.690696443977696,7.448735798029397,8.39746072605472,8.006746832440585,8.39274673242064,8.325530331567558
JDP2,8.133912814239036,8.558803340254302,8.024585638278273,6.213347281733441,8.417430612546031,7.9277779620823425,8.84924870276441,7.9954845188775066,8.893908215075092
SUPT16H,8.796364138139628,8.974988111991927,8.652127927738269,7.236492618381302,8.766528908598865,8.677719641641009,9.167418145831737,8.357991783631057,8.841092544693431
SBF1,8.153298682854903,8.265849421440848,7.7481928495894605,7.875902903124834,8.051480865341334,7.847370600905483,8.214319120800766,7.697662633470518,8.133912814239036
TIAM1,7.232660756790275,7.96116025813664,7.016808287686554,7.569096095262135,7.525129251203973,8.129283016944967,8.824958740528523,8.740792672277681,8.486633935070163
RAPGEF5,9.753551054600655,10.411934624791181,8.630449157080621,9.19770815795585,9.238165862755134,8.930441673038665,8.700439718141093,8.398316163400203,7.373300196608389
LENG1,8.978710459106358,8.612868497291041,8.906590002828832,8.423746229114771,8.460660664607602,8.46597446450407,8.204571144249204,8.457791260256041,8.1184220243132
NFKBIE,7.280770770130602,7.381975478557301,7.297374860528325,8.331364850495453,7.814422246566793,8.373300196608389,8.367633159398164,8.10013667128545,8.383704292474052
CSTF2T,8.300581359795972,8.812819073781654,8.458611672584599,8.608439652551588,9.031770114160672,7.708739041359579,8.731997786643742,8.611393725845582,9.001971087509933
RPL34,9.258566033889933,9.46372870653983,9.14108531856233,9.40173284952262,9.251008930129947,9.531771325412858,9.768515180194244,7.996614714815362,9.565102078360313
SND1,9.890416291671784,9.379378367071261,9.394891366442586,9.28239346898991,8.930441673038665,8.178913784669566,9.404290064444837,8.263973354803408,8.886915895847253
TTLL12,9.470862199413702,9.177668686602392,9.043847540438906,8.921543443508968,8.63263175211247,8.41574176829009,9.318994640286087,8.441284271927039,8.85735900975864
PHLPP1,9.694183743333149,9.402585758232588,9.234338448695631,9.200653436367467,9.062316027355715,9.489847960439297,9.586839787961827,8.765866209900539,9.120756272978472
CYTIP,6.977279923499917,7.0,8.505414609346753,6.6293566200796095,8.612131300013433,7.366322214245816,7.22013644739608,7.569096095262135,8.20896588630656
CRTC2,9.18289089274548,9.225207436943503,8.758556362180206,8.313790025443685,8.96607279482021,7.96289600533726,8.417430612546031,8.445014845868423,8.088523256616632
CDC7,8.456149034647996,9.058532970201611,7.924218679748503,8.92510932390122,8.5913353357414,8.168922781852936,7.734709620225838,8.434211203485566,7.212374787567268
RAB11FIP1,7.248876342837134,8.447909748742077,7.286326727090547,8.608439652551588,8.60584986719498,8.586464525886388,7.954777925005068,8.243173983472952,8.034523875334392
DIP2B,9.50720000048118,9.403012023574997,8.783653086390073,8.878357510336935,8.74382460692961,8.352264173258321,8.011786331206608,8.381975478557301,7.156841524588401
METTL6,9.249350523627234,9.023477151830432,8.786923022152791,7.715618859074816,8.760553632975741,8.22207035524718,9.029011086659068,8.20945336562895,8.570994128743228
SDE2,7.273329386561673,8.523561956057012,7.439623137557117,8.357112091505698,8.803162444415893,8.331812683819207,7.851124362886753,8.63117705570398,7.793765857309649
SUGT1,9.417008586788777,9.717162307111241,8.728600810643192,8.626804144932251,8.970393537914676,8.789207575347344,8.89026427702111,8.971830914780503,8.25691629667084
CNBP,8.821455119102458,8.638073837180718,8.49545533300987,7.932510053379894,8.155830171556525,7.514122260170708,8.209940680290192,7.60139939053183,7.609548138999429
TAOK1,6.84924870276441,6.257387842692652,8.786269627648466,8.324630615267186,7.652486494918165,7.744833837499546,6.543805175964396,8.851436735961673,8.79409089843773
CBFA2T2,9.134683004687556,8.72075727733199,8.63734941083314,7.227856573060497,8.307883849494871,6.697662633470518,8.919459269111574,8.562242424221072,8.490650349248018
POLR2M,8.9901039638575,7.330916878114617,8.13647851834917,8.91019298919486,6.645298163948631,8.405566974138068,8.731319031025064,8.216745858195306,7.877744249949002
YY1AP1,6.224966365000275,6.804776377955828,8.127220550488074,8.445842553889342,8.5453506448223,8.501439145158873,6.354028938054387,8.337621901992508,8.414896604211503
