"","feature","sample","value","view"
"7518","RP11-363G2.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7519","RP11-124N19.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7520","HMGA1L6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7521","RP11-307N16.7","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7522","RP11-458I4.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7523","RP11-545M8.3","1% O2, CyA+",0,"Transcriptomics"
"7524","RP11-428O18.6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7525","MTUS2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7526","RP11-326L9.2","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7527","N4BP2L2-IT2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7528","RP11-37L2.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7529","SMAD9","1% O2, CyA+",0,"Transcriptomics"
"7530","RP11-527F15.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7531","RP11-346L13.3","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7532","RP11-74J13.7","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7533","OR7E155P","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7534","VWA8-AS1","1% O2, CyA+",0,"Transcriptomics"
"7535","RP11-187A9.3","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7536","TNFSF11","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7537","EPSTI1","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7538","RP11-5G9.5","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7539","SMIM2-AS1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7540","SERP2","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7541","RN7SL49P","1% O2, CyA+",0,"Transcriptomics"
"7542","ERICH6B","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7543","CPB2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7544","RP11-189B4.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7545","RP11-90M2.5","1% O2, CyA+",0,"Transcriptomics"
"7546","LPAR6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7547","RP11-165D7.5","1% O2, CyA+",0,"Transcriptomics"
"7548","RP11-185C18.4","1% O2, CyA+",0,"Transcriptomics"
"7549","MIR3613","1% O2, CyA+",0,"Transcriptomics"
"7550","KCNRG","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7551","RP11-175B12.2","1% O2, CyA+",0,"Transcriptomics"
"7552","RP11-248G5.9","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7553","RP11-431O22.2","1% O2, CyA+",0.341726069604033,"Transcriptomics"
"7554","RP11-339I24.1","1% O2, CyA+",0,"Transcriptomics"
"7555","RP11-334O13.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7556","OR7E33P","1% O2, CyA+",0,"Transcriptomics"
"7557","RNU6-80P","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7558","RP11-505F3.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7559","RP11-29G8.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7560","RP11-173B14.5","1% O2, CyA+",0.341726069604033,"Transcriptomics"
"7561","RP11-408O13.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7562","RP11-318G21.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7563","RP11-600P1.1","1% O2, CyA+",0,"Transcriptomics"
"7564","RP11-464I4.1","1% O2, CyA+",0,"Transcriptomics"
"7565","RP11-114G1.1","1% O2, CyA+",0.439742806136055,"Transcriptomics"
"7566","RP11-392A19.1","1% O2, CyA+",0,"Transcriptomics"
"7567","FABP5L4","1% O2, CyA+",0,"Transcriptomics"
"7568","DCT","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7569","RNU6-62P","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7570","RNY3P8","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7571","RP11-128N14.4","1% O2, CyA+",0,"Transcriptomics"
"7572","RP11-295B17.5","1% O2, CyA+",0,"Transcriptomics"
"7573","RP11-295B17.4","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7574","RP11-318G11.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7575","RP11-122A8.1","1% O2, CyA+",0,"Transcriptomics"
"7576","RP11-279D17.1","1% O2, CyA+",0,"Transcriptomics"
"7577","ITGBL1","1% O2, CyA+",0,"Transcriptomics"
"7578","CCDC168","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7579","BIVM","1% O2, CyA+",0,"Transcriptomics"
"7580","RP11-217F17.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7581","TNFSF13B","1% O2, CyA+",0,"Transcriptomics"
"7582","RP11-90L1.8","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7583","TEX29","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7584","RP11-88E10.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7585","MCF2L","1% O2, CyA+",0,"Transcriptomics"
"7586","RP11-120K24.2","1% O2, CyA+",0,"Transcriptomics"
"7587","PROZ","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7588","RP11-391H12.6","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7589","RP11-230F18.6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7590","RASA3","1% O2, CyA+",0,"Transcriptomics"
"7591","AL845154.2","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7592","RP11-754I20.3","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7593","RP11-536C10.17","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7594","RP11-536C10.1","1% O2, CyA+",0,"Transcriptomics"
"7595","DUXAP9","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7596","CTD-2311B13.10","1% O2, CyA+",0,"Transcriptomics"
"7597","RP11-597A11.3","1% O2, CyA+",0.391566685260995,"Transcriptomics"
"7598","RP11-536C10.19","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7599","SNORA79B","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7600","RPPH1","1% O2, CyA+",0.341726069604033,"Transcriptomics"
"7601","RNASE10","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7602","RP11-14J7.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7603","RP11-84C10.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7604","SNORD9","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7605","AE000658.31","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7606","TRAV8-5","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7607","TRAV13-2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7608","TRAV14/DV4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7609","TRAV36DV7","1% O2, CyA+",0,"Transcriptomics"
"7610","TRAV38-2DV8","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7611","TRDJ1","1% O2, CyA+",0,"Transcriptomics"
"7612","TRDV3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7613","TRAJ49","1% O2, CyA+",0,"Transcriptomics"
"7614","TRAJ48","1% O2, CyA+",0,"Transcriptomics"
"7615","AE000662.93","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7616","CTD-2555K7.1","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7617","CEBPE","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7618","RP11-124D2.7","1% O2, CyA+",0,"Transcriptomics"
"7619","BCL2L2-PABPN1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7620","RP11-66N24.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7621","ZFHX2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7622","DHRS2","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7623","BRD7P1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7624","RP11-468E2.9","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7625","CPNE6","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7626","FITM1","1% O2, CyA+",0.341726069604033,"Transcriptomics"
"7627","RNA5SP383","1% O2, CyA+",0,"Transcriptomics"
"7628","AL136419.6","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7629","MDP1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7630","ADCY4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7631","NYNRIN","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7632","RP11-80A15.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7633","EIF4A1P12","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7634","RP11-431H16.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7635","AKAP6","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7636","RP11-671J11.7","1% O2, CyA+",0,"Transcriptomics"
"7637","RP11-434O22.2","1% O2, CyA+",0,"Transcriptomics"
"7638","RP11-73E17.3","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7639","RP11-561B11.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7640","RP11-102C24.1","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7641","RP11-317N8.5","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7642","RP11-116N8.3","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7643","STELLAR","1% O2, CyA+",0,"Transcriptomics"
"7644","RP11-545M17.2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7645","RP11-407N17.5","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7646","RP11-111A21.1","1% O2, CyA+",0,"Transcriptomics"
"7647","RP11-305B6.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7648","RP11-322L17.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7649","RP11-326E7.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7650","RP11-831F12.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7651","RN7SL3","1% O2, CyA+",1.10981394851861,"Transcriptomics"
"7652","RP11-58E21.6","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7653","RP11-286O18.1","1% O2, CyA+",0,"Transcriptomics"
"7654","RP11-218E20.3","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7655","FRMD6-AS1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7656","OR7E105P","1% O2, CyA+",0,"Transcriptomics"
"7657","RP11-304L20.1","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7658","AL160471.6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7659","TBPL2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7660","PELI2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7661","RP11-613G13.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7662","RP11-108M12.2","1% O2, CyA+",0,"Transcriptomics"
"7663","CTD-2325K12.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7664","LINC00216","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7665","RP11-517O13.3","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7666","RP11-517O13.1","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7667","RP11-248B10.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7668","CTD-2184C24.2","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7669","SIX4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7670","RP11-618G20.4","1% O2, CyA+",0,"Transcriptomics"
"7671","RP11-618G20.2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7672","RHOJ","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7673","CTD-2302E22.4","1% O2, CyA+",0,"Transcriptomics"
"7674","RP11-804M7.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7675","RP11-712C19.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7676","RP11-712C19.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7677","SPTB","1% O2, CyA+",0,"Transcriptomics"
"7678","GPX2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7679","RP11-840I19.5","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7680","RP11-840I19.3","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7681","RP11-382E15.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7682","CTD-2014B16.1","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7683","CTD-2560C21.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7684","PLEK2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7685","PLEKHH1","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7686","RP11-643G16.3","1% O2, CyA+",0,"Transcriptomics"
"7687","COX7A2P1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7688","RP11-204K16.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7689","PLEKHD1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7690","RP11-1046B16.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7691","RP11-486O13.5","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7692","ADAM21P1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7693","CTD-2540L5.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7694","CTD-2540L5.3","1% O2, CyA+",0,"Transcriptomics"
"7695","RP1-292L20.3","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7696","RP1-261D10.2","1% O2, CyA+",0,"Transcriptomics"
"7697","RP1-146I3.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7698","RP11-109N23.6","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7699","RP4-647C14.2","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7700","RP4-647C14.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7701","HEATR4","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7702","RP5-1021I20.1","1% O2, CyA+",0,"Transcriptomics"
"7703","ZNF410","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7704","AC005519.4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7705","RP11-173A8.2","1% O2, CyA+",0.341726069604033,"Transcriptomics"
"7706","RP11-316E14.2","1% O2, CyA+",0,"Transcriptomics"
"7707","PGF","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7708","RP11-950C14.7","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7709","FOS","1% O2, CyA+",0,"Transcriptomics"
"7710","TGFB3","1% O2, CyA+",0,"Transcriptomics"
"7711","VASH1","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7712","RP11-7F17.1","1% O2, CyA+",0,"Transcriptomics"
"7713","TMEM63C","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7714","NOXRED1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7715","ISM2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7716","DIO2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7717","RP11-114N19.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7718","RP11-226P1.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7719","RN7SKP255","1% O2, CyA+",0.391566685260995,"Transcriptomics"
"7720","RP11-944C7.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7721","TTC7B","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7722","CTD-2547L24.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7723","RP11-895M11.3","1% O2, CyA+",0,"Transcriptomics"
"7724","RIN3","1% O2, CyA+",0,"Transcriptomics"
"7725","OTUB2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7726","IFI27","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7727","RP11-986E7.6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7728","SCARNA13","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7729","AK7","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7730","AL133168.2","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7731","RP11-638I2.4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7732","RP11-638I2.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7733","CTD-2062F14.2","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7734","CTD-2017C7.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7735","RP11-1017G21.5","1% O2, CyA+",0.391566685260995,"Transcriptomics"
"7736","RP11-1017G21.6","1% O2, CyA+",0,"Transcriptomics"
"7737","RP11-661D19.1","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7738","RP11-45P15.4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7739","SNORA28","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7740","RP11-894P9.2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7741","RP11-73M18.11","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7742","CTD-2134A5.4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7743","CTD-3051D23.1","1% O2, CyA+",0,"Transcriptomics"
"7744","RPS20P33","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7745","AL928742.10","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7746","AL928769.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7747","MIR4538","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7748","IGHD5-18","1% O2, CyA+",0,"Transcriptomics"
"7749","IGHD5-5","1% O2, CyA+",0,"Transcriptomics"
"7750","IGHD4-4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7751","IGHV6-1","1% O2, CyA+",0,"Transcriptomics"
"7752","IGHV3-7","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7753","IGHV3-13","1% O2, CyA+",0,"Transcriptomics"
"7754","IGHV3-22","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7755","IGHV3-29","1% O2, CyA+",0,"Transcriptomics"
"7756","IGHV3-30","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7757","IGHV3-33-2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7758","IGHV3-36","1% O2, CyA+",0,"Transcriptomics"
"7759","IGHV3-37","1% O2, CyA+",0,"Transcriptomics"
"7760","AB019438.66","1% O2, CyA+",0,"Transcriptomics"
"7761","IGHVII-40-1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7762","IGHV3-41","1% O2, CyA+",0,"Transcriptomics"
"7763","IGHV1-46","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7764","IGHV3-48","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7765","IGHV3-53","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7766","IGHV1-58","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7767","IGHV3-64","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7768","IGHV3-73","1% O2, CyA+",0,"Transcriptomics"
"7769","IGHVII-78-1","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7770","RP11-173D3.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7771","RP11-173D3.1","1% O2, CyA+",0,"Transcriptomics"
"7772","RP11-173D3.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7773","GOLGA8C","1% O2, CyA+",0,"Transcriptomics"
"7774","IGHV1OR15-6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7775","RP11-854K16.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7776","RP11-854K16.3","1% O2, CyA+",0,"Transcriptomics"
"7777","RP11-854K16.4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7778","RP11-566K19.11","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7779","GOLGA8E","1% O2, CyA+",0,"Transcriptomics"
"7780","ABCB10P1","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7781","GOLGA8S","1% O2, CyA+",0,"Transcriptomics"
"7782","SNURF","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7783","RP11-701H24.7","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7784","SNORD116-6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7785","SNORD116-7","1% O2, CyA+",0,"Transcriptomics"
"7786","SNORD116-13","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7787","SNORD116-18","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7788","SNORD116-19","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7789","AC023449.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7790","AC079090.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7791","GOLGA8F","1% O2, CyA+",0,"Transcriptomics"
"7792","RP11-483E23.4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7793","GOLGA8G","1% O2, CyA+",0,"Transcriptomics"
"7794","AC055876.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7795","TJP1","1% O2, CyA+",0,"Transcriptomics"
"7796","RP11-143J24.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7797","RP11-382B18.1","1% O2, CyA+",0,"Transcriptomics"
"7798","CTD-3092A11.3","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7799","AC026150.8","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7800","RP11-932O9.8","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7801","TRPM1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7802","RP11-126F18.1","1% O2, CyA+",0,"Transcriptomics"
"7803","RP11-624A21.1","1% O2, CyA+",0,"Transcriptomics"
"7804","RP11-632K20.2","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7805","RP11-1000B6.7","1% O2, CyA+",0,"Transcriptomics"
"7806","RP11-3D4.3","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7807","CHRM5","1% O2, CyA+",0,"Transcriptomics"
"7808","RP11-74D7.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7809","NUTM1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7810","RP11-1H8.5","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7811","RP11-128A17.2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7812","RP11-25H11.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7813","AC109631.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7814","RP11-275I4.2","1% O2, CyA+",0.341726069604033,"Transcriptomics"
"7815","RP11-326N17.2","1% O2, CyA+",0,"Transcriptomics"
"7816","RP11-133K1.1","1% O2, CyA+",0,"Transcriptomics"
"7817","RP11-111A22.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7818","RP11-540O11.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7819","TYRO3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7820","JMJD7","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7821","PLA2G4B","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7822","SPTBN5","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7823","CTD-2382E5.6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7824","RP11-265N6.4","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7825","CTD-2036P10.6","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7826","FDPSP4","1% O2, CyA+",0,"Transcriptomics"
"7827","ATP5HP1","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7828","STRC","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7829","AC090516.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7830","RP11-616K22.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7831","RP11-516C1.1","1% O2, CyA+",0,"Transcriptomics"
"7832","RP11-516C1.2","1% O2, CyA+",0,"Transcriptomics"
"7833","CTD-2329K10.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7834","RP11-151N17.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7835","DUOX1","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7836","SHF","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7837","GATM","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7838","RP11-519G16.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7839","RP11-96O20.5","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7840","SHC4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7841","RP11-325E5.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7842","RP11-325E5.3","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7843","RP11-562A8.3","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7844","RP11-562A8.1","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7845","RP11-562A8.4","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7846","CTD-2378E12.1","1% O2, CyA+",0.236561500446845,"Transcriptomics"
"7847","RP11-56B16.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7848","CTD-2650P22.2","1% O2, CyA+",0,"Transcriptomics"
"7849","CTD-2184D3.7","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7850","RP11-139H15.5","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7851","RP11-139H15.7","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7852","RP11-139H15.6","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7853","PYGO1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7854","RP11-291H24.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7855","RP11-48G14.3","1% O2, CyA+",0,"Transcriptomics"
"7856","RP11-30K9.6","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7857","RP11-59H7.4","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7858","MIR2116","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7859","RP11-429D19.1","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7860","RP11-112N19.2","1% O2, CyA+",0.180957400444913,"Transcriptomics"
"7861","CTD-2501E16.2","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7862","RP11-643M14.3","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7863","RP11-265M18.2","1% O2, CyA+",0.290101813104988,"Transcriptomics"
"7864","RP11-330L19.2","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7865","AC100830.5","1% O2, CyA+",0,"Transcriptomics"
"7866","MIR4311","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7867","RP11-653J6.1","1% O2, CyA+",0.0628750785297338,"Transcriptomics"
"7868","RP11-460N1.1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7869","SKOR1","1% O2, CyA+",0.12312400897723,"Transcriptomics"
"7870","RP11-34F13.2","1% O2, CyA+",0,"Transcriptomics"
