,0
HSP90AB1,0.5965184605030078
HNRNPM,-0.7413190765146798
MS4A1,0.16691193136529492
MAP4,0.30456372932613895
SRRM1,-0.12265728102611462
DNM1L,0.15315321964272677
LSP1,-0.0711636061876657
SRRM2,0.07979090716061421
TPD52,-0.9522852565379871
HMGA1,1.0760228790382662
EIF5B,0.283029854142395
PABPN1,0.1254148664346797
NUCKS1,0.2705535022067451
HDGF,0.09522811433281575
RPRD1B,-0.011614253400065166
ABLIM1,0.06369198844313395
THRAP3,0.04099858114443933
EVL,-0.1050697599242465
CDK1,0.15169699768740763
NOLC1,-0.046499230497499155
MYH9,-0.12661673329625067
SUGP2,-0.515710602748177
LSM14A,-0.11148196924414044
ARFGAP2,0.3986654596038637
ACLY,0.14125872862479483
BCLAF1,0.03527958873532455
EIF3CL,0.36533889443278866
CANX,0.08267333883705419
RBM39,-0.04518278720067315
ACIN1,0.028132307114246302
PNN,-0.4447811319388091
PPP1R2,1.67319038625884
CHD4,-0.1518832206676386
TERF2IP,0.24562155739381808
PPP2R5D,-0.19323066861446492
TPI1,-0.15741314805945272
ATXN2L,0.2916898082998358
ARHGEF6,-0.14191608356035523
LCP1,-0.2193258219314913
AP3B1,-0.042204509917693755
CLASP1,-0.07328765602704124
NCL,0.10877302880981077
HLA-A,-0.3585665025735931
EEF1D,0.014645268623368679
SAFB,-0.3516034823846983
PCM1,0.2959706641278732
BOD1L1,-0.8241734387014485
SEPTIN2,-0.5667981152331318
SRSF6,0.18366932456119045
PAICS,0.381147835861805
HDAC1,0.2850827136426002
DAXX,-0.05413234297294345
SLTM,-0.14898118690325113
PNISR,-0.011298503715533315
PCBP2,-0.06860578635262904
TCEA1,0.628958684490101
POU2F1,0.10197570750393048
TPD52L2,-0.21433358961651194
RANBP3,0.028563294746561496
CSNK2B,-0.5559851877875204
SON,0.21631615736184528
DENND4A,-0.08936038624647225
LMO7,-0.2426381086063838
LARP4,0.3283944759560029
TP53BP1,0.17102192964110152
CHAMP1,1.1714875817361055
LRWD1,-0.04864117412530611
TJP2,-0.04078293623431328
RCC1,-0.2941717267282513
ABCF1,1.172272742174009
EIF4G1,0.39920898567324414
U2SURP,-0.613010107594171
SRPK1,2.811970575594712
UBE2J1,-0.19230760244546374
THUMPD1,0.07756900355920493
REPS1,-0.09462287313552586
CARHSP1,-0.11550801628185425
CAD,-0.8214430967845541
CLASP2,-0.48796421940512147
SLC38A1,-0.5649511175875475
TCOF1,-0.2350160092707192
PRKRA,-0.4227779223823198
CXCR4,0.059243241883041975
CD74,0.012461791463103111
SF3A1,-0.3428151160027788
EPB41L2,-0.09807450342708002
IQSEC1,-0.31372451300770976
SKIV2L,0.03451174876487073
PLIN3,0.33296653571139956
KLC1,0.196893406820136
SLC16A1,-0.6600792253580483
DDX21,1.09770686312185
RPLP0,0.8512366368144662
NRDC,-0.25572946900748583
RPS6,-0.3436721216944072
PCBP1,-0.16852799770662585
ZC3H14,-0.6134212915614263
ACAP2,0.03174685338473893
SNAPIN,-0.08669316212823652
RBM12,-0.04537240837529488
MFAP1,0.3650445748386364
PCF11,-0.1450216936327564
RCSD1,0.7633064750311558
SMARCC1,-0.6150852036979977
HSP90AA1,-0.10429272291137792
PKN1,0.08627876884856711
FASN,0.9034771229814087
PSMA3,0.06719450289174844
PRPF4B,-0.3982498706323039
EIF4B,-0.5304711548729681
ZMYND8,0.6111876417489732
RSL1D1,0.3333394585569991
PPIG,0.7516251172427761
UBE2T,0.012267142542585319
TOP2A,-0.19795068327053578
HTT,0.361636189868797
GMPS,2.5501044818156196
RBM17,-0.1685009995199387
BCL6,-0.2735250870626391
C9ORF78,0.2380310631345246
RBM10,-1.872460699899694
ARHGAP15,0.4559660218362076
ATRX,0.39857003240288336
LAMTOR1,0.21399767317626406
HNRNPH1,-0.23321004984030402
SRRT,-0.29045271104101467
ARHGAP25,-0.027048509184298908
SF1,-0.43302706852406025
SET,-0.5401926832973345
CUL4A,-0.3025483030931575
ARID1B,0.3500093993660389
MED1,1.1893514781044061
PPP1R12A,0.04732228327625165
CCNK,0.02154684348552749
RALY,-0.25719613032004673
GPATCH8,-0.29787136832946537
NUP153,0.21410914507186263
HDGFL2,0.019007169438962634
TTC7A,0.7416568683179605
NPM1,0.16646162302866863
PTPN7,-0.11472103921734345
CLASRP,0.0873000474369583
PPHLN1,0.05174817013489985
KLC2,0.043159177360760026
LRIF1,-0.47523043283375976
JCHAIN,-0.04910687817755388
ZNF385B,0.39431556646209387
SPN,-0.021576826429239304
CDK17,-0.18578035503258938
U2AF2,0.17914559651797646
SPAG9,0.3522193946876744
MTFR1L,0.038241507656502804
LEO1,0.11344841534981676
CCAR2,0.3257503576706142
HCLS1,-0.15079024531764773
ANKRD17,0.011334237141797487
LARP4B,-0.36187460372880054
RBM25,-0.18879966534434622
PSMD2,0.1120392491837432
YEATS2,-1.0465563019121937
PRCC,0.4136680686611225
RPS3,0.3851967239003731
ZC3H18,0.2885362936140048
RASAL3,0.69689800498492
SH3KBP1,-0.4368020561632253
SPECC1L,-0.2544608120491265
NSFL1C,1.7465970429682294
TBC1D4,-0.4164201644763459
PRRC2C,-0.13089444486186963
SRSF11,-0.49934487005336514
SUV39H1,0.5871938099784195
PGM2,-0.7223288138466462
PARN,-0.2399885904721195
POLR2A,-0.05321228798227473
SCRIB,-1.0000928736066967
MEPCE,-0.21766765513694963
GRK2,0.3986999508740947
DKC1,0.08253345424450487
CDYL,-0.2891957387227233
RBM15,0.20859567143021884
PGRMC2,-0.45007411349427784
PHACTR4,0.11362321831551903
